component,sigma,omega_rad_s,coefficient,value_dimensional,value_nondimensional,harmonic_fit_residual_nrmse,restoring_subtraction,response_calibration_used
raw_bem,1.4,7.774541989381373,A33,-35.399248763803065,-1.1008108098869047,0.0035889177528358276,zero_diagnostic_only,False
raw_bem,1.4,7.774541989381373,A53,-0.4634912381287918,-0.04532450280100746,0.006437203417229546,zero_diagnostic_only,False
raw_bem,1.4,7.774541989381373,B33,-187.46962272666107,-1.0497908125659148,0.0035889177528358276,zero_diagnostic_only,False
raw_bem,1.4,7.774541989381373,B53,48.65319480245321,0.8567539308237733,0.006437203417229546,zero_diagnostic_only,False
pre_chine_bem,1.4,7.774541989381373,A33,-7.695669883453587,-0.2393123270369844,0.0003104946617512004,zero_diagnostic_only,False
pre_chine_bem,1.4,7.774541989381373,A53,-2.6431735613163325,-0.2584742010811035,0.00029156504843841856,zero_diagnostic_only,False
pre_chine_bem,1.4,7.774541989381373,B33,7.484791239233965,0.041913270868305916,0.0003104946617512004,zero_diagnostic_only,False
pre_chine_bem,1.4,7.774541989381373,B53,3.2246218854446065,0.0567836806399347,0.00029156504843841856,zero_diagnostic_only,False
post_chine_bem,1.4,7.774541989381373,A33,-27.703578880349475,-0.8614984828499203,0.004116301127586646,zero_diagnostic_only,False
post_chine_bem,1.4,7.774541989381373,A53,2.173452953929204,0.21254053236460244,0.00671813483940484,zero_diagnostic_only,False
post_chine_bem,1.4,7.774541989381373,B33,-194.95441396589504,-1.0917040834342207,0.004116301127586646,zero_diagnostic_only,False
post_chine_bem,1.4,7.774541989381373,B53,45.379713705782486,0.79910986842587,0.00671813483940484,zero_diagnostic_only,False
bem,1.4,7.774541989381373,A33,-35.399248763803065,-1.1008108098869047,0.0035889177528358276,zero_diagnostic_only,False
bem,1.4,7.774541989381373,A53,-0.4634912381287918,-0.04532450280100746,0.006437203417229546,zero_diagnostic_only,False
bem,1.4,7.774541989381373,B33,-187.46962272666107,-1.0497908125659148,0.0035889177528358276,zero_diagnostic_only,False
bem,1.4,7.774541989381373,B53,48.65319480245321,0.8567539308237733,0.006437203417229546,zero_diagnostic_only,False
front,1.4,7.774541989381373,A33,-16.05140521694194,-0.4991507162929534,0.0013884410010719665,zero_diagnostic_only,False
front,1.4,7.774541989381373,A53,-10.107975211742573,-0.9884522362207755,0.001771683493611171,zero_diagnostic_only,False
front,1.4,7.774541989381373,B33,64.55307792829385,0.36148378145926074,0.0013884410010719665,zero_diagnostic_only,False
front,1.4,7.774541989381373,B53,37.911944086919306,0.6676068704947911,0.001771683493611171,zero_diagnostic_only,False
transom,1.4,7.774541989381373,A33,-0.0,-0.0,0.0,zero_diagnostic_only,False
transom,1.4,7.774541989381373,A53,-0.0,-0.0,0.0,zero_diagnostic_only,False
transom,1.4,7.774541989381373,B33,0.0,0.0,0.0,zero_diagnostic_only,False
transom,1.4,7.774541989381373,B53,0.0,0.0,0.0,zero_diagnostic_only,False
total,1.4,7.774541989381373,A33,-51.45065398074501,-1.599961526179858,0.0026935386337704923,zero_diagnostic_only,False
total,1.4,7.774541989381373,A53,-10.571466449871366,-1.033776739021783,0.003221652430542851,zero_diagnostic_only,False
total,1.4,7.774541989381373,B33,-122.9165447983674,-0.6883070311066549,0.0026935386337704923,zero_diagnostic_only,False
total,1.4,7.774541989381373,B53,86.56513888937253,1.5243608013185648,0.003221652430542851,zero_diagnostic_only,False
