displacement_volume_m3,estimated_or_used_mass_kg,waterplane_area_m2,center_of_buoyancy_x_m,center_of_buoyancy_z_below_waterline_m,waterplane_second_moment_roll_m4,waterplane_second_moment_pitch_m4,status
0.0994,101.885,1.126,1.7417303822937626,0.06073507712944332,0.009547933333333335,1.24594,experimental_2d_free_surface_source_panel_not_validated
