,surge,sway,heave,roll,pitch,yaw
surge,2.0377,0.0,0.0,0.0,0.0,0.0
sway,0.0,363.7461638032406,0.0,0.0,0.0,-23.223595373131815
heave,0.0,0.0,77.67853404847035,0.0,-2.3625742461968144,0.0
roll,0.0,0.0,0.0,3.3686696671249576,0.0,0.0
pitch,0.0,0.0,-2.3625742461968144,0.0,66.39563048504364,0.0
yaw,0.0,-23.223595373131815,0.0,0.0,0.0,335.7541962686371
