xi,eta
4.52941951855718,0.06312768614756437
4.527462951430105,0.06249366649308128
4.525466964774275,0.06184581749952455
4.523431291136208,0.06118287438324543
4.521355701797434,0.06050344611205839
4.519239884996389,0.05980639301053512
4.517083171904461,0.05909165062975866
4.514884801359747,0.05835941044011586
4.512643984929718,0.05760992117913871
4.5103604142144595,0.05684197920476367
4.508035019564821,0.05605072890832843
4.505669132576866,0.05523029426172001
4.503264385002742,0.05437423654480907
4.500821500670217,0.053479017390894994
4.498338932769492,0.05254735678351192
4.495814617225043,0.051583086728844624
4.493246229348856,0.05059047343843562
4.490632938709501,0.04956977238403759
4.487976625691668,0.04851435596376545
4.48527978846012,0.047416368322908894
4.482545394110938,0.04626733171948533
4.479775425476836,0.04506171419846923
4.476970132649202,0.04379829028787768
4.474129628849935,0.042476164037877594
4.471254047646253,0.04109440023723922
4.468344762078735,0.03964957156244893
4.465404799615565,0.038135274561109954
4.462437789047837,0.03654455399560465
4.459447977053412,0.0348700371006485
4.456440509805963,0.03310361678897158
4.4534216104812305,0.03123641142485534
4.450398561473684,0.02925908919579275
4.447379764291509,0.0271620566067441
4.4443737775023155,0.024937030307823682
4.441389357957743,0.022576892173021064
4.438436359991613,0.020074540533026007
4.435525992647356,0.017422814221899008
4.432673386682359,0.01461215807088558
4.429898113613304,0.011631227867853521
4.427222947318415,0.008469178917532256
4.424673488659389,0.0051167599932480145
4.422271733590547,0.0015713138237221141
4.420036979308191,-0.0021652357139362727
4.417990109140558,-0.006089658008182045
4.416153671382493,-0.010197092028199262
4.414551230518075,-0.014480402996010274
4.413208243417267,-0.018930197879887686
4.412152745828896,-0.02353444236948392
4.411413686552423,-0.028277352406915757
4.411001853758405,-0.03313739623525972
4.410914325944502,-0.038092244358485405
4.411146364942347,-0.04312151657888375
4.411693061506717,-0.048206685033038384
4.412551039683205,-0.05333051549246972
4.413716626053351,-0.05847688646591039
4.4151850252600235,-0.06363090811892194
4.416950582280379,-0.06877893650889712
4.419003262188519,-0.07391006470407102
4.421329587814165,-0.07901658344837761
4.4239151223730016,-0.08409338047821452
4.426745609770644,-0.08913742898705312
4.429812508566822,-0.09414427690764995
4.433109962408545,-0.09910886035927993
4.436631704947861,-0.104027148854679
4.44037108330661,-0.10889620639605598
4.4443203878500235,-0.11371482489389782
4.448471077196287,-0.11848355009531021
4.452814284328651,-0.12320438646742703
4.457341328995149,-0.1278803693640282
4.462047191416476,-0.13251198658463184
4.466928562260318,-0.1370985628231293
4.471981958841097,-0.14164003196527716
4.477203792120734,-0.14613690376601338
4.482590980077146,-0.15058955169635727
4.488140595996386,-0.15499856802160852
4.493849570245839,-0.15936513259064358
4.499714740605859,-0.16369098233929713
4.5057331248708845,-0.1679780542045969
4.5119017369092775,-0.17222872549704885
4.518217457710042,-0.1764460114365544
4.524677318431557,-0.18063315808178235
4.531280691799478,-0.18479013131009805
4.538028038175254,-0.18891524518159178
4.544919767621202,-0.19300687219023718
4.551956034838782,-0.19706380411281715
4.559135309892108,-0.20108785586832695
4.566455206617725,-0.20508268293806933
4.5739132269676235,-0.20905254794507344
4.581507040240766,-0.2130017997146175
4.589236505137732,-0.21693085432306242
4.597102489481486,-0.2208381830950225
4.605105837471762,-0.22472225295065457
4.613247258501545,-0.22858176096063257
4.621526635613545,-0.23241715208003547
4.6299434330916025,-0.2362298811624741
4.638497050781735,-0.24002169742338264
4.647186870801571,-0.24379455024403088
4.656012553924908,-0.24754989523318038
4.664973860928272,-0.2512890705871673
4.6740705035322945,-0.2550136419472449
4.683302250171884,-0.25872514862348756
4.692669730600182,-0.26242305372969577
4.702173968425307,-0.266105792503257
