component,sigma,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,response_calibration_used
bem,1.4,0.07086684214825698,0.538326842148257,1.6928517048687326,False
front,1.4,0.6216450647803198,1.0891050647803198,3.4248586942777353,False
longitudinal_bin_aft_post_chine,1.4,-0.3463345794027365,0.1211254205972635,0.38089754904799844,False
longitudinal_bin_forward_post_chine,1.4,0.11921927793572233,0.5866792779357223,1.8449033897349756,False
longitudinal_bin_middle_post_chine,1.4,-0.11055660334125032,0.35690339665874965,1.12233772534198,False
longitudinal_bin_pre_chine,1.4,0.37166235560764294,0.8391223556076429,2.638749545935984,False
post_chine_bem,1.4,-0.0669328452653538,0.4005271547346462,1.259519354511466,False
pre_chine_bem,1.4,0.37166235560764294,0.8391223556076429,2.638749545935984,False
raw_bem,1.4,0.07086684214825698,0.538326842148257,1.6928517048687326,False
resolved_station_bem,1.4,0.0870705270298132,0.5545305270298132,1.7438066887729975,False
total,1.4,0.12739131974083318,0.5948513197408332,1.8706016344051357,False
transom,1.4,nan,nan,nan,False
transom_extrapolation,1.4,-0.43217282915577004,0.03528717084422994,0.11096594605103756,False
