x_m,y_m,newly_exposed,edge_extrapolated,transferred_real,transferred_imag,refreshed_real,refreshed_imag,equation_residual
2.9906220187500003,-0.8914772727272727,False,False,1.7444027907924088e-07,1.3392762986331394e-07,0.0005474465437156703,0.0004203055536468205,4.771372567989963e-16
2.9906220187500003,-0.8744318181818181,False,False,1.8404105425671248e-07,1.4129868585541203e-07,0.0005775931581928873,0.0004434508079805342,4.771372567989963e-16
2.9906220187500003,-0.8573863636363637,False,False,1.8634656816193175e-07,1.4306875876845512e-07,0.0005848387024187725,0.0004490136204821559,4.771372567989963e-16
2.9906220187500003,-0.8403409090909091,False,False,1.9368868825881718e-07,1.4870571800710766e-07,0.0006078908903269186,0.0004667120838530639,4.771372567989963e-16
2.9906220187500003,-0.8232954545454545,False,False,2.0150463380557367e-07,1.54706459737991e-07,0.0006324307941991571,0.00048555275058458764,4.771372567989963e-16
2.9906220187500003,-0.8062499999999999,False,False,2.098113611166369e-07,1.6108400227898337e-07,0.0006585119812007646,0.0005055767472072907,4.771372567989963e-16
2.9906220187500003,-0.7892045454545454,False,False,2.1864652681551246e-07,1.6786725674146456e-07,0.0006862528982699005,0.0005268750121087141,4.771372567989963e-16
2.9906220187500003,-0.7721590909090909,False,False,2.2805311572237617e-07,1.7508922499355052e-07,0.0007157887017426234,0.0005495513124223808,4.771372567989963e-16
2.9906220187500003,-0.7551136363636364,False,False,2.380790260443485e-07,1.8278668118733014e-07,0.0007472699823823591,0.0005737212651615265,4.771372567989963e-16
2.9906220187500003,-0.7380681818181818,False,False,2.487778218649428e-07,1.9100074948741547e-07,0.0007808651420916832,0.0005995141619540429,4.771372567989963e-16
2.9906220187500003,-0.7210227272727272,False,False,2.6020933834144073e-07,1.9977736871506803e-07,0.0008167623049280238,0.0006270744362374142,4.771372567989963e-16
2.9906220187500003,-0.7039772727272727,False,False,2.7244041216268595e-07,2.091678531616998e-07,0.000855171620776201,0.0006565634319176127,4.771372567989963e-16
2.9906220187500003,-0.6869318181818181,False,False,2.855457685362665e-07,2.1922957357910496e-07,0.0008963280612428239,0.0006881615499347274,4.771372567989963e-16
