0.1	-1.7038		 0.0056		
0.2	-1.4269		 0.0367
0.3	-1.1718		 0.0913
0.4	-0.8579		 0.1056
0.5	-0.7093		 0.0500
0.6	-0.5783		 0.0339
0.7	-0.4743		 0.0248
0.8	-0.3877		 0.0184
0.9	-0.3169		 0.0139
1	-0.2590		 0.0106
1.2	-0.1731		 0.0062
1.4	-0.1158		 0.0036
1.6	-0.0774		 0.0022
1.8	-0.0518		 0.0013
2	-0.0347		 0.0008
