0.1	 0.0022		 1.6633		
0.2	 0.0115		 1.3722
0.3	 0.0248		 1.1270
0.4	 0.0360		 0.9163
0.5	 0.0319		 0.7383
0.6	 0.0248		 0.5952
0.7	 0.0190		 0.4864
0.8	 0.0143		 0.3963
0.9	 0.0107		 0.3233
1	 0.0080		 0.2640
1.2	 0.0045		 0.1763
1.4	 0.0026		 0.1179
1.6	 0.0015		 0.0789
1.8	 0.0009		 0.0528
2	 0.0005		 0.0354
