0.1	 0.0028		 0.0253		
0.2	 0.0233		 0.0426
0.3	 0.0643		 0.0357
0.4      0.0720         -0.0648
0.5	 0.0177		-0.0399
0.6	 0.0055		-0.0289
0.7	 0.0006		-0.0201
0.8	-0.0016		-0.0144
0.9	-0.0024		-0.0104
1	-0.0026		-0.0075
1.2	-0.0022		-0.0040
1.4	-0.0016		-0.0021
1.6	-0.0011		-0.0011
1.8	-0.0007		-0.0006
2	-0.0004		-0.0003
