0.1	-1.3023		0.0046
0.2	-0.9873		0.0235
0.3	-0.7465		0.0342
0.4	-0.5691		0.0310
0.5	-0.4380		0.0248
0.6	-0.3398		0.0187
0.7	-0.2653		0.0136
0.8	-0.2082		0.0097
0.9	-0.1642		0.0069
1	-0.1299		0.0048
1.2	-0.0820		0.0023
1.4	-0.0522		0.0011
1.6	-0.0334		0.0005
1.8	-0.0214		0.0002
2	-0.0138		0.0001
