reuse_step,step_factor,source_formal_exact_objective,source_root_relative_mismatch,source_condition_number,source_curvature_energy,source_maximum_turning_angle_deg,candidate_formal_exact_objective,formal_exact_relative_decrease,maximum_displacement_ratio,condition_number,condition_number_ratio,root_relative_mismatch,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,accepted,rejection_reason
1,0.75,0.002914393521259005,4.6038226142280904e-07,253307.4960990217,23.274970179519077,5.13209095084235,0.0027688685328752884,0.04993319787536807,0.17690570297439548,253300.13386081907,0.9999709355691561,2.0232837816923205e-12,23.18102650085521,0.9959637465509394,5.174898040175002,True,
2,0.75,0.0027688685328752884,2.0232837816923205e-12,253300.13386081907,23.18102650085521,5.174898040175002,0.002631312451820436,0.04967952772824847,0.1768120073270706,253294.54027282883,0.9999779171534378,6.406523648335465e-13,23.11158740191229,0.9970044855890933,5.339947659108282,True,
3,0.75,0.002631312451820436,6.406523648335465e-13,253294.54027282883,23.11158740191229,5.339947659108282,0.0025025615080612818,0.04893031371857022,0.17670071333578716,253284.77108912452,0.9999614315267364,2.7597434551977765e-12,23.06720948844192,0.9980798413930367,5.505406468254735,True,
4,0.75,0.0025025615080612818,2.7597434551977765e-12,253284.77108912452,23.06720948844192,5.505406468254735,0.0023818964179430826,0.048216633129500044,0.17658043465461026,253277.0316974842,0.9999694439124506,2.499855782227313e-12,23.048432813708168,0.9991860014648429,5.671238582386847,True,
5,0.75,0.0023818964179430826,2.499855782227313e-12,253277.0316974842,23.048432813708168,5.671238582386847,0.0022695368395945466,0.047172319292358454,0.17650567746341825,253270.79308496922,0.9999753684237644,3.690085203066082e-13,23.05578779821827,1.0003191099615991,5.8374058898820245,True,
6,0.75,0.0022695368395945466,3.690085203066082e-13,253270.79308496922,23.05578779821827,5.8374058898820245,0.0021662272156768867,0.045520135260776924,0.17642861275163216,253261.4717544552,0.9999631961885519,9.433420739677508e-13,23.08979414432476,1.0014749591904692,6.00386806902246,True,
7,0.75,0.0021662272156768867,9.433420739677508e-13,253261.4717544552,23.08979414432476,6.00386806902246,0.002071194371707543,0.04387021051235781,0.17634185362739282,253257.21045033538,0.9999831742898345,3.066728906242721e-13,23.150959760056416,1.0026490325270696,6.170582610674997,True,
8,0.75,0.002071194371707543,3.066728906242721e-13,253257.21045033538,23.150959760056416,6.170582610674997,0.0019860493577291676,0.04110913738539165,0.17624540956437781,253246.64158239786,0.999958268244688,4.4342664634145113e-13,23.239779699686846,1.0038365553977453,6.337504850419889,True,
9,0.75,0.0019860493577291676,4.4342664634145113e-13,253246.64158239786,23.239779699686846,6.337504850419889,0.0019100951686425332,0.038243857732458274,0.17613931043655306,253238.0284823545,0.9999659892822683,2.4313283618348807e-12,23.356735122718568,1.0050325529993427,6.504588009902669,True,
10,0.75,0.0019100951686425332,2.4313283618348807e-12,253238.0284823545,23.356735122718568,6.504588009902669,0.001843503434698634,0.03486304506556316,0.17602359674402637,253232.8671343384,0.9999796185902763,9.343128979839102e-13,23.502292273900167,1.0062319134252637,6.671783247561024,True,
11,0.75,0.001843503434698634,9.343128979839102e-13,253232.8671343384,23.502292273900167,6.671783247561024,0.0017876131124330875,0.030317449489690375,0.17589831026021802,253222.40532035456,0.9999586869820564,1.8111138660459718e-12,23.676901485918368,1.0074294545392966,6.839039718802424,True,
12,0.75,0.0017876131124330875,1.8111138660459718e-12,253222.40532035456,23.676901485918368,6.839039718802424,0.0017419306200147956,0.02555502200144097,0.1757634856756565,253214.60726717045,0.9999692047266739,9.934365540865796e-07,23.880996205985817,1.008619992788703,7.006304645145238,True,
