frequency_index,omega0_rad_s,omega_e_rad_s,wavenumber_rad_m,wavelength_m,wave_amplitude_m,heave_response_real_m_per_m,heave_response_imag_m_per_m,pitch_response_real_rad_per_m,pitch_response_imag_rad_per_m,heave_rao_m_per_m,pitch_rao_rad_per_m,pitch_rao_rad_per_wave_slope,point_vertical_rao_m_per_m,heave_phase_lead_deg,pitch_phase_lead_deg,point_phase_lead_deg,fridsma_heave_phase_lag_deg,fridsma_pitch_phase_lead_deg,cg_accel_rao_mps2_per_m,point_accel_rao_mps2_per_m,cg_accel_g,point_accel_g,dynamic_condition_number,equation_relative_residual,heave_finite_length_factor,pitch_finite_length_factor,provider_route,matrix_contract,reference_heave_rao_m_per_m,reference_pitch_rao_rad_per_wave_slope,configuration,heave_digitization_uncertainty_abs,pitch_digitization_uncertainty_abs,case_code,linear_gate_eligible
0,5.653325360619511,16.733999999999998,3.2590219527589674,1.9279358648874625,0.02,0.1111737781641671,-0.0685484809532643,0.0208496020797156,0.1161090738766685,0.1306082049195052,0.1179661940700815,0.0361968086683846,0.1537050355844941,58.34249081452444,169.819941926429,117.56627117098184,-58.34249081452444,169.819941926429,36.57379193059229,43.04152249559044,0.0745897772034125,0.0877802766400156,4.693743790235748,9.048757150439376e-17,0.2695978042152577,0.5219269295465796,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,0.09615384615,0.1192307692,fn167,0.01538461538,0.01538461538,C1,False
1,5.026988740904382,13.7884,2.576885664439888,2.438286414444119,0.02,0.1299028674171647,0.0184657944937238,-0.1661158312288098,0.0789982475690816,0.1312087669688498,0.1839434492006288,0.0713820763330649,0.1333163041240759,98.09043650433024,-115.43394849310424,-148.36032410254217,-98.09043650433024,-115.43394849310424,24.94540743816669,25.34609234850254,0.0508744728080775,0.0516916426068077,4.533144162035776,1.4215685115872759e-16,0.4894940428178088,0.6767802090148093,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,0.25,0.2769230769,fn167,0.01538461538,0.01538461538,C2,True
2,4.398177939300755,11.1048,1.97253590020566,3.185333816497073,0.02,0.1691790753129824,0.208259729174479,-0.5412615788390817,0.233372608936642,0.2683163698315537,0.58942927593501,0.298818021955167,0.686594436521995,140.91143695465024,-113.32397525263887,-135.41591069699948,-140.91143695465024,-113.32397525263887,33.08785790132415,84.6684798461666,0.0674804503093801,0.1726756432546621,5.12802205108418,1.9867585619449758e-16,0.6769998714695242,0.8000512716987782,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,0.6,0.625,fn167,0.01538461538,0.01538461538,C3,True
3,4.082254547334213,9.86,1.6993368978428782,3.697433578447805,0.032,0.3444502663996233,0.3854326008254882,-0.8875482145223034,0.6607391912705216,0.5169180552097901,1.106489092572788,0.6511299166029729,1.3842804217425724,138.21373730103414,-126.66600323184716,-148.5006940679982,-138.21373730103414,-126.66600323184716,50.2545665602737,134.57918888964417,0.1639852681526065,0.4391442586886055,6.12296581625409,2.551217781923604e-16,0.7534797623934294,0.8486300281869192,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,0.8076923077,0.8115384615,fn167,0.01538461538,0.01538461538,C4,True
4,3.7697060489612224,8.6966,1.4490864561878756,4.335963034054446,0.032,1.0250484863497151,0.4339205942232877,-0.9498949422118672,1.969741527490438,1.1131089261428702,2.1868200855031605,1.5091025633184425,2.8059882170124624,112.9437733240157,-154.25461555707966,-177.59647382633096,-112.9437733240157,-154.25461555707966,84.18537596322241,212.2192783199786,0.2747046168490889,0.6924910041899441,7.848017254248487,3.23911813834755e-16,0.8167652470796708,0.8882008069702735,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,0.9576923077,0.9884615385,fn167,0.01538461538,0.01538461538,C5,True
5,3.456234193356796,7.5978,1.2181075901891778,5.158152988935713,0.035,1.4233456264105833,-0.8839887757935266,1.30296090569275,2.5059200641192945,1.6755145263324558,2.824418964941165,2.3186941676494435,3.6721284452112153,58.15707129942476,152.52768363159873,125.46583949287977,-58.15707129942476,152.52768363159873,96.7216979446924,211.9793607932936,0.3452003923933489,0.7565557685616676,6.797677141973404,4.114508703609317e-16,0.8682858361332099,0.920031763281077,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,1.057692308,1.092307692,fn167,0.01538461538,0.01538461538,C6,True
6,3.140642654793528,6.560399999999999,1.0058109838842562,6.24688476050946,0.035,0.539647676148719,-1.2904516881070147,1.662854996526686,0.9364571163824952,1.3987441416181003,1.9084126048360672,1.8973869200216231,2.545344247416136,22.69395529003029,119.38656823940904,86.3081918361803,-22.69395529003029,119.38656823940904,60.200336725790926,109.54868457947248,0.2148554078510687,0.3909799942163264,3.338499395434835,4.579603038528349e-16,0.909010075698777,0.944964928769037,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,0.9653846154,1.057692308,fn167,0.01538461538,0.01538461538,C7,True
7,2.828070765899892,5.601,0.8155674217941496,7.704066076299785,0.045,0.1959325182847262,-1.184494562474842,1.2181980028604498,0.3927935222229077,1.2005902382802642,1.279958251379109,1.5694082637133246,1.807546613392493,9.392500515471852,107.87130191914316,66.80360070096657,-9.392500515471852,107.87130191914316,37.663957683728064,56.70490812560519,0.1728294673275545,0.2602031137699657,1.9919207776897447,2.07897241442874e-16,0.9395966526422848,0.9635659368031276,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,1.030769231,1.146153846,fn167,0.01538461538,0.01538461538,C8,True
0,5.653511546225572,20.646,3.259236620385745,1.927808882570773,0.02,0.1111246781228101,-0.078033671788968,0.0133841806926043,0.1439655539535827,0.1357864058761647,0.1445863652561134,0.0443620338430662,0.1588749505513605,54.92280542508942,174.6885966327158,126.79416554311916,-54.92280542508942,174.6885966327158,57.8799489180606,67.72161000165565,0.1180422446361613,0.1381136473753129,5.388215817781621,1.3950185510852427e-16,0.4029827806719668,0.6174479899180991,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,0.1298076923,0.1254807692,fn226,0.01730769231,0.01730769231,C1,False
1,5.026802804762901,16.879600000000003,2.5766950424428487,2.438466797073037,0.02,0.1840173344138645,-0.0496045092908872,-0.0914785697403578,0.2776953049348217,0.1905859037462471,0.2923747785028406,0.113468910246225,0.29392264575765,74.91369344000913,-161.7670493142152,165.42422734596812,-74.91369344000913,-161.7670493142152,54.30190649084424,83.74470363098789,0.1107450688886505,0.1707916640870998,5.515273751932241,2.4808955466247993e-16,0.5938382894184451,0.7461755176855023,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,0.2639423077,0.2769230769,fn226,0.01730769231,0.01730769231,C2,True
