iteration,pseudo_time,kinematic_rms,dipole_coefficient,root_thickness,root_s_lambda,root_measured_s_lambda,root_relative_mismatch,root_body_eta,root_resolution_ratio,bem_condition_number,accepted_time_step,maximum_displacement_ratio,kinematic_integral,provisional_matching_surface_shift_panels,final_matching_surface_shift_panels,provisional_matching_surface_root_displacement_ratio,final_matching_surface_root_displacement_ratio,provisional_matching_surface_trigger_code,final_matching_surface_trigger_code,rk2_rejected_attempt_count,jet_point_count,shallow_jet_panel_count_per_side,boundary_panel_count,jet_tip_thickness,jet_tip_s_lambda
0,0.0,0.016280612857409747,8.203498856787965,0.1458152954407185,2.0602082773923254,2.0039090275373574,0.02732697003150952,0.5529211477752627,4.777969663987938,15173.507529383713,,,0.007334161662383645,,,,,,,,277.0,138.0,444.0,0.00016072576039240745,0.009707209369443293
1,0.0011977231843157484,0.016024233889408206,8.202543566301836,0.14103613199959963,2.0545163171514016,2.0541676715683623,0.0001696971594378298,0.5530014269099972,4.615527253475627,15101.32899246071,0.0011977231843157484,0.23248330379201843,0.007328748192888338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,138.0,444.0,1.2033900461024126e-05,0.0007518265307958524
2,0.0023957917963073547,0.015683091498894255,8.201698633980344,0.13626768763009134,2.059633731508775,2.1048364319972594,0.021946960664395054,0.5531582184852217,4.4582569480829735,16958.00680861908,0.0011980686119916065,0.23248303861013492,0.007166733390219113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,138.0,444.0,0.00017833207616657634,0.011477893665261581
3,0.003594219362308777,0.015246998422196765,8.200998420450082,0.13152110114672744,2.073625858038436,2.156569853271828,0.039999498902783495,0.5533966695725137,4.301797895776721,19953.36026231992,0.001198427566001422,0.23248277234742465,0.00683909342033274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,138.0,444.0,0.00010725575521437578,0.00708799880370949
4,0.0047930069641747884,0.01707920994006676,8.206808651631917,0.15717930335793542,2.0631903142315493,1.8974157287059814,0.08034866409660898,0.5530099795174368,5.146048314363382,15203.836933106923,0.0011987876018660114,0.23248415718731602,0.007518420120870825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,138.0,444.0,0.00026036783673667616,0.014643753485870019
5,0.005989858885435539,0.01701930568308838,8.20545652596753,0.15240086449826645,2.0363486831847712,1.9468731716820145,0.04393918990475665,0.552925226365856,4.990735712219408,15180.047760980424,0.0011968519212607505,0.23248392542057605,0.007821193750508054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,138.0,444.0,0.00019561670217272054,0.011472717874152933
6,0.0071870685804176545,0.016909541667144878,8.204279431109345,0.14761345285435318,2.024068308980989,1.9951657812350732,0.014279423089464173,0.5529053787829661,4.832719871427058,15142.967050200778,0.0011972096949821158,0.23248366074925994,0.008037420719668807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,138.0,444.0,0.00010914902225215091,0.006634959214680247
7,0.008384635466915024,0.016716637263878304,8.203258099773798,0.14282453571713316,2.0234207486415206,2.0432019641331336,0.009776125654979921,0.5529561268682173,4.674718193882574,15109.47145981299,0.0011975668864973685,0.23248339523588443,0.00811891023313266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,138.0,444.0,3.2752827611060535e-05,0.0020538444947161955
8,0.009582560697229221,0.016420057861012718,8.202386088472878,0.1380431424581999,2.0322000064306716,2.091779577394348,0.029317769301812648,0.5530828515721466,4.517027475699341,16182.101103894776,0.0011979252303141977,0.23248312921398132,0.008031648450613108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,138.0,444.0,0.00020059393163305414,0.012929487999987672
9,0.01078084529598739,0.016007561309188418,8.201657287566054,0.1332800484587082,2.0487666481973523,2.1416032866194956,0.04531342722892694,0.5532906494351753,4.359990426215135,18767.969592146073,0.0011982845987581685,0.23248286278023034,0.00775377068272714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,138.0,444.0,0.000130636437080565,0.008630965914928972
10,0.01197949020147352,0.016127132585254403,8.2076751127566,0.15894586447579973,2.0406985498102084,1.88708272854472,0.07527609664826543,0.5530330148430711,5.205632610428879,26109.05579900969,0.0011986449054861318,0.23248424841312432,0.006393411457708191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,139.0,446.0,2.8996257442676306e-05,0.0016319989335195411
11,0.013176199083642951,0.016204119337632782,8.20629518312514,0.15417772968500407,2.0160231841455083,1.934894790722995,0.04024179585856281,0.5529166758076214,5.049431012287282,15188.747671201036,0.001196708882169431,0.23248401962832152,0.006791168742923732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,138.0,444.0,0.00021862348338955824,0.01281446657625981
12,0.014373264115858474,0.01623111397240523,8.20508634574595,0.14939826450756963,2.005181767074387,1.9815693223576436,0.011775712857789734,0.5528632781223672,4.89163806893866,15152.065551265143,0.0011970650322155225,0.2324837577785488,0.007122941807301301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,138.0,444.0,0.00013244937675383796,0.008037921808438913
