iteration,step_factor,exact_objective,exact_relative_decrease,low_mode_objective_at_source,projected_integral_at_source,unresolved_integral_at_source,jacobian_condition_number,source_curvature_energy,source_maximum_turning_angle_deg,candidate_curvature_energy,candidate_curvature_energy_ratio,candidate_maximum_turning_angle_deg
1,1.0,0.004337026131788357,0.0243327992061463,0.0044451900486759495,0.0007686105065492555,0.003676579542126693,1174.577156956001,21.914699605736228,16.091282755080936,21.80933383120194,0.9951920046165402,16.050965524050348
