step_factor,source_formal_exact_objective,source_root_relative_mismatch,secant_parameter_ratio,secant_tangential_fraction,candidate_formal_exact_objective,formal_exact_relative_decrease,maximum_displacement_ratio,condition_number,condition_number_ratio,root_relative_mismatch,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,accepted,rejection_reason
0.1,0.00450585746419209,3.2623586869949265e-07,1.0,0.980874628721148,0.004392388270696547,0.025182597185392404,0.2214365566278833,253422.1923438163,1.000040437935623,5.282702823423235e-07,21.88776449395873,1.00901710466902,5.66588262410704,False,displacement_limit
0.075,0.00450585746419209,3.2623586869949265e-07,1.0,0.980874628721148,0.0043944642489666275,0.024721868392575955,0.1660295410560253,253423.0187926895,1.000043699221801,2.970457728224651e-07,21.836384827532143,1.0066485227943875,5.653363920845875,True,
0.05,0.00450585746419209,3.2623586869949265e-07,1.0,0.980874628721148,0.004414501167407018,0.020275008144637903,0.11065611965139,253418.46054078412,1.000025711703859,1.3170655805441394e-07,21.78666759422941,1.0043565784154573,5.64161871871036,True,
0.03125,0.00450585746419209,3.2623586869949265e-07,1.0,0.980874628721148,0.004440845106652996,0.014428409699096251,0.06914914698795724,253415.17254941867,1.0000127368167955,5.131982856532519e-08,21.750463336812356,1.0026875767681793,5.63329686387946,True,
0.025,0.00450585746419209,3.2623586869949265e-07,1.0,0.980874628721148,0.004451724480779868,0.01201391385378157,0.05531803448671307,253414.52695808394,1.0000101892204893,3.281930424486938e-08,21.738600269864406,1.0021406941723063,5.630612743853139,True,
