time_index,time_s,station_index_aft_to_forward,x_from_transom_m,force_density_n_m,creation_parameter_s,age_parameter_s,contact_half_beam_m,jet_cut_count
0,0.0,0,0.0,660.5618000037182,-0.24883079378665596,0.24883079378665596,0.159,54
0,0.0,1,0.10985454545454543,509.466535685863,-0.22394771440799036,0.22394771440799036,0.159,54
0,0.0,2,0.21970909090909096,395.0972792965966,-0.19906463502932475,0.19906463502932475,0.159,54
0,0.0,3,0.3295636363636365,310.36558565396587,-0.17418155565065915,0.17418155565065915,0.159,54
0,0.0,4,0.43941818181818193,247.75485566526905,-0.14929847627199355,0.14929847627199355,0.159,54
0,0.0,5,0.5492727272727272,197.46849559768958,-0.12441539689332798,0.12441539689332798,0.159,54
0,0.0,6,0.6591272727272727,144.15154522993777,-0.09953231751466238,0.09953231751466238,0.159,54
0,0.0,7,0.7689818181818182,141.51639945549755,-0.07464923813599678,0.07464923813599678,0.13679286251169462,48
0,0.0,8,0.8788363636363636,100.54658267023713,-0.04976615875733119,0.04976615875733119,0.09671188074229937,32
0,0.0,9,0.9886909090909091,61.21084857614369,-0.024883079378665594,0.024883079378665594,0.059926763280726325,16
0,0.0,10,1.0985454545454545,27.446356998790506,-0.0,0.0,0.03315246069965847,0
1,0.0031103849223331993,0,0.09612272727272742,528.0670895710613,-0.22394771440799036,0.22705809933032356,0.159,54
1,0.0031103849223331993,1,0.20597727272727262,409.5833925364351,-0.19906463502932475,0.20217501995165796,0.159,54
1,0.0031103849223331993,2,0.31583181818181827,321.5216146437442,-0.17418155565065915,0.17729194057299236,0.159,54
1,0.0031103849223331993,3,0.4256863636363637,256.5949304005572,-0.14929847627199355,0.15240886119432676,0.159,54
1,0.0031103849223331993,4,0.535540909090909,205.3983018226865,-0.12441539689332798,0.12752578181566118,0.159,54
1,0.0031103849223331993,5,0.6453954545454545,154.8614167255748,-0.09953231751466238,0.10264270243699558,0.159,54
1,0.0031103849223331993,6,0.75525,150.52050413395247,-0.07464923813599678,0.07775962305832998,0.1423759712352024,50
1,0.0031103849223331993,7,0.8651045454545454,108.81767843495336,-0.04976615875733119,0.052876543679664385,0.10205854189720882,34
1,0.0031103849223331993,8,0.9749590909090908,67.31555352858133,-0.024883079378665594,0.027993464300998794,0.0643838704107026,18
1,0.0031103849223331993,9,1.0848136363636363,36.36507505451037,-0.0,0.0031103849223331993,0.036372397943401386,2
2,0.006220769844666399,0,0.08239090909090918,547.7856912927672,-0.22394771440799036,0.23016848425265676,0.159,54
2,0.006220769844666399,1,0.1922454545454546,424.7804086806333,-0.19906463502932475,0.20528540487399116,0.159,54
2,0.006220769844666399,2,0.30210000000000004,333.0583889002037,-0.17418155565065915,0.18040232549532556,0.159,54
2,0.006220769844666399,3,0.4119545454545456,265.52176011932016,-0.14929847627199355,0.15551924611665996,0.159,54
2,0.006220769844666399,4,0.5218090909090909,213.09848304247345,-0.12441539689332798,0.13063616673799439,0.159,54
2,0.006220769844666399,5,0.6316636363636363,163.241830902129,-0.09953231751466238,0.10575308735932877,0.159,54
2,0.006220769844666399,6,0.7415181818181819,159.11160004040758,-0.07464923813599678,0.08087000798066317,0.14801711535074022,52
2,0.006220769844666399,7,0.8513727272727272,116.3304726784919,-0.04976615875733119,0.05598692860199759,0.1075266728762896,36
2,0.006220769844666399,8,0.9612272727272726,73.17712613449764,-0.024883079378665594,0.031103849223331995,0.06910821736351663,20
2,0.006220769844666399,9,1.071081818181818,38.870789834537874,-0.0,0.006220769844666399,0.039251823618307195,4
3,0.009331154766999597,0,0.06865909090909095,568.2763925156955,-0.22394771440799036,0.23327886917498997,0.159,54
3,0.009331154766999597,1,0.17851363636363637,440.5635502892912,-0.19906463502932475,0.20839578979632434,0.159,54
3,0.009331154766999597,2,0.2883681818181818,345.0141052942049,-0.17418155565065915,0.18351271041765876,0.159,54
3,0.009331154766999597,3,0.39822272727272745,274.68537463358126,-0.14929847627199355,0.15862963103899314,0.159,54
3,0.009331154766999597,4,0.5080772727272728,220.81288638570453,-0.12441539689332798,0.13374655166032756,0.159,54
3,0.009331154766999597,5,0.6179318181818182,171.57483863611375,-0.09953231751466238,0.10886347228166197,0.159,54
3,0.009331154766999597,6,0.7277863636363637,166.71137108363382,-0.07464923813599678,0.08398039290299637,0.15379457797934032,54
3,0.009331154766999597,7,0.8376409090909092,122.90242040871352,-0.04976615875733119,0.059097313524330786,0.11315274083496905,38
3,0.009331154766999597,8,0.9474954545454546,78.96692442365601,-0.024883079378665594,0.03421423414566519,0.07408668018338822,22
3,0.009331154766999597,9,1.05735,40.40894020595534,-0.0,0.009331154766999597,0.04246957386456985,6
4,0.012441539689332797,0,0.054927272727272936,589.5097710795627,-0.22394771440799036,0.23638925409732314,0.159,54
4,0.012441539689332797,1,0.16478181818181814,456.9362216701779,-0.19906463502932475,0.21150617471865754,0.159,54
4,0.012441539689332797,2,0.2746363636363638,357.42376267409105,-0.17418155565065915,0.18662309533999194,0.159,54
4,0.012441539689332797,3,0.3844909090909092,284.13772833077155,-0.14929847627199355,0.16174001596132634,0.159,54
4,0.012441539689332797,4,0.49434545454545464,228.60730327322636,-0.12441539689332798,0.13685693658266077,0.159,54
4,0.012441539689332797,5,0.6042,179.64675163953373,-0.09953231751466238,0.11197385720399518,0.159,54
4,0.012441539689332797,6,0.7140545454545455,186.50343469214278,-0.07464923813599678,0.08709077782532958,0.15730677283108035,54
4,0.012441539689332797,7,0.8239090909090909,129.1878519598857,-0.04976615875733119,0.06220769844666399,0.11893911470990742,40
4,0.012441539689332797,8,0.9337636363636364,85.04989602025744,-0.024883079378665594,0.03732461906799839,0.07931774226973694,24
4,0.012441539689332797,9,1.0436181818181818,43.25052536871711,-0.0,0.012441539689332797,0.046101088073329556,8
5,0.015551924611665997,0,0.0411954545454547,611.5267008473131,-0.22394771440799036,0.23949963901965635,0.159,54
5,0.015551924611665997,1,0.15105000000000013,473.9291017951996,-0.19906463502932475,0.21461655964099075,0.159,54
5,0.015551924611665997,2,0.26090454545454556,370.3209074233526,-0.17418155565065915,0.18973348026232514,0.159,54
5,0.015551924611665997,3,0.3707590909090911,293.91608872943056,-0.14929847627199355,0.16485040088365954,0.159,54
5,0.015551924611665997,4,0.4806136363636364,236.52745388524067,-0.12441539689332798,0.13996732150499397,0.159,54
5,0.015551924611665997,5,0.5904681818181818,187.49445789913622,-0.09953231751466238,0.11508424212632837,0.159,54
5,0.015551924611665997,6,0.7003227272727273,124.8967042235291,-0.07464923813599678,0.09020116274766277,0.159,54
5,0.015551924611665997,7,0.8101772727272727,135.48063777484333,-0.04976615875733119,0.06531808336899719,0.12486778840823197,42
5,0.015551924611665997,8,0.9200318181818181,91.38363420609883,-0.024883079378665594,0.04043500399033159,0.0847721003771398,26
5,0.015551924611665997,9,1.0298863636363635,47.296419880801814,-0.0,0.015551924611665997,0.050076883017842126,10
6,0.018662309533999194,0,0.027463636363636468,634.3560010099126,-0.22394771440799036,0.24261002394198955,0.159,54
6,0.018662309533999194,1,0.1373181818181819,491.56338752427905,-0.19906463502932475,0.21772694456332395,0.159,54
6,0.018662309533999194,2,0.24717272727272732,383.7312111343624,-0.17418155565065915,0.19284386518465835,0.159,54
6,0.018662309533999194,3,0.35702727272727286,304.05085384111754,-0.14929847627199355,0.16796078580599275,0.159,54
6,0.018662309533999194,4,0.4668818181818182,244.6103293344585,-0.12441539689332798,0.14307770642732717,0.159,54
6,0.018662309533999194,5,0.5767363636363637,195.18588258151266,-0.09953231751466238,0.11819462704866157,0.159,54
6,0.018662309533999194,6,0.6865909090909091,145.30576268239614,-0.07464923813599678,0.09331154766999597,0.159,54
6,0.018662309533999194,7,0.7964454545454546,141.82504668837402,-0.04976615875733119,0.06842846829133038,0.1309156288551584,44
6,0.018662309533999194,8,0.9063,97.8332293196148,-0.024883079378665594,0.04354538891266479,0.09041654140795205,28
6,0.018662309533999194,9,1.0161545454545453,52.258860267925684,-0.0,0.018662309533999194,0.05436678627751618,12
7,0.021772694456332394,0,0.013731818181818234,658.0279213966077,-0.22394771440799036,0.24572040886432275,0.159,54
7,0.021772694456332394,1,0.12358636363636366,509.8594868720549,-0.19906463502932475,0.22083732948565715,0.159,54
7,0.021772694456332394,2,0.2334409090909092,397.67703016224107,-0.17418155565065915,0.19595425010699155,0.159,54
7,0.021772694456332394,3,0.3432954545454546,314.5690755447126,-0.14929847627199355,0.17107117072832595,0.159,54
7,0.021772694456332394,4,0.45314999999999994,252.88888962249848,-0.12441539689332798,0.14618809134966038,0.159,54
7,0.021772694456332394,5,0.5630045454545455,202.78511587658085,-0.09953231751466238,0.12130501197099477,0.159,54
7,0.021772694456332394,6,0.6728590909090909,157.70682319629654,-0.07464923813599678,0.09642193259232917,0.159,54
7,0.021772694456332394,7,0.7827136363636363,148.18429505475416,-0.04976615875733119,0.07153885321366359,0.13706006312740449,46
7,0.021772694456332394,8,0.8925681818181819,104.30280022476322,-0.024883079378665594,0.046655773834997985,0.09622285573927448,30
7,0.021772694456332394,9,1.0024227272727273,57.94628136564156,-0.0,0.021772694456332394,0.05896294286780858,14
7,0.021772694456332394,10,1.1122772727272727,34.70150541679759,0.024883079378665594,-0.0031103849223332,0.036108546609911085,2
8,0.024883079378665594,0,0.0,682.5734513832172,-0.22394771440799036,0.24883079378665596,0.159,54
8,0.024883079378665594,1,0.10985454545454543,528.837797179504,-0.19906463502932475,0.22394771440799036,0.159,54
8,0.024883079378665594,2,0.21970909090909096,412.178644968359,-0.17418155565065915,0.19906463502932475,0.159,54
8,0.024883079378665594,3,0.3295636363636365,325.4960473541826,-0.14929847627199355,0.17418155565065915,0.159,54
8,0.024883079378665594,4,0.4394181818181818,261.39409444175993,-0.12441539689332798,0.14929847627199358,0.159,54
8,0.024883079378665594,5,0.5492727272727272,210.35040703084397,-0.09953231751466238,0.12441539689332798,0.159,54
8,0.024883079378665594,6,0.6591272727272727,167.48537905925716,-0.07464923813599678,0.09953231751466238,0.159,54
8,0.024883079378665594,7,0.7689818181818182,154.52205933741152,-0.04976615875733119,0.07464923813599678,0.14328100146778175,48
