iteration,pseudo_time,kinematic_rms,dipole_coefficient,root_thickness,root_s_lambda,root_measured_s_lambda,root_relative_mismatch,root_body_eta,root_resolution_ratio,bem_condition_number,accepted_time_step,maximum_displacement_ratio,kinematic_integral,provisional_matching_surface_shift_panels,final_matching_surface_shift_panels,provisional_matching_surface_root_displacement_ratio,final_matching_surface_root_displacement_ratio,provisional_matching_surface_trigger_code,final_matching_surface_trigger_code,rk2_rejected_attempt_count,jet_point_count,shallow_jet_panel_count_per_side,boundary_panel_count,jet_tip_thickness,jet_tip_s_lambda
0,0.0,0.01525783563163722,8.203307266181879,0.1458152954407185,2.0602082773923254,2.041675437796595,0.008995614569216225,0.5529211477752627,8.857494067705895,35151.70469394535,,,0.004466787569727777,,,,,,,,513.0,256.0,680.0,9.222689902124203e-05,0.005559799193052288
1,0.000979022509902374,0.015235884810020223,8.202461023994735,0.14177341584738834,2.0609505532730608,2.0837325668370967,0.0110541291385449,0.5529621639371105,8.609954403960455,35043.715771881005,0.000979022509902374,0.24861771469915728,0.004569018819525504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,256.0,680.0,2.6308367446177522e-05,0.0016275234460545347
2,0.001958600303829734,0.015147032639975157,8.201697064645867,0.13773721461585864,2.0696530798128987,2.1257482752227235,0.027103670637832648,0.5530633405497931,8.362892974330538,39519.99364028026,0.00097957779392736,0.24853419689313258,0.004613379699321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,256.0,680.0,9.647684345118063e-05,0.00610609592321846
3,0.002938794756294807,0.015286504392059122,8.204696653712238,0.1500824590621368,2.0672928520361755,1.996966619373426,0.034018514886984666,0.5529406390054814,9.118723794304955,56032.659268505115,0.000980194452465073,0.24840431154115633,0.004375327170508965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,257.0,682.0,2.7901619432180925e-05,0.0016317779692010142
4,0.003917269660549419,0.015344562906596854,8.20366270413916,0.1460418142960419,2.0581126988581464,2.039613083025735,0.008988631109790661,0.5529217114834053,8.871451020186916,35159.00577240436,0.0009784749042546122,0.24868423833523876,0.004540746584388742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,256.0,680.0,9.695774432696294e-05,0.005842717759365484
5,0.004896191226461688,0.015362234735508339,8.202768859417525,0.14199986430606515,2.0588480351890013,2.081539366540806,0.011021372614186955,0.5529591481611342,8.623927649438476,35051.49268369262,0.000978921565912269,0.24861142869230485,0.004670252259134314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,256.0,680.0,3.1165463579519435e-05,0.0019271810467022849
6,0.005875658823426798,0.015302362437852782,8.201999003749663,0.13796314367744622,2.0675195879099184,2.123421775095707,0.027038286608109474,0.5530566665128038,8.3768325817893,38783.15461284642,0.0009794675969651094,0.248526914388769,0.004736445104346774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,256.0,680.0,0.0001013568805954291,0.006411998673814299
7,0.00685573756434372,0.01490409900618069,8.205027935409149,0.15030930441377485,2.0651693716249273,1.9950984104712242,0.0339298859049849,0.5529509311978162,9.133376217633177,53017.84939401699,0.0009800787409169221,0.24834261874871888,0.004144263118382147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,257.0,682.0,3.803604671413788e-05,0.002223742464080852
8,0.007834493684190497,0.014993916210893956,8.203987595336287,0.14627027473978138,2.0560168611454834,2.0375368257701685,0.008988270341819588,0.5529263312489272,8.885461705587982,35165.52096065006,0.0009787561198467778,0.2486970397298718,0.004321943414501476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,256.0,680.0,0.00010129950124115882,0.006101940447639151
9,0.008813765398747174,0.015049762311467308,8.203086735868686,0.14222902836694892,2.05673459617322,2.0792553815263766,0.010949777085997758,0.5529576700606118,8.637972451586627,35058.090645325945,0.000979271714556676,0.24862601089071404,0.004470563971370208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,256.0,680.0,3.5451599823174863e-05,0.002191278069608532
10,0.009793566948896942,0.015032990818780043,8.202309407566736,0.13819228920737708,2.065351301049997,2.1209233439891593,0.026906823507899164,0.553048663595306,8.390875762013284,38152.997354963656,0.0009798015501497682,0.2485430242983122,0.004562293247169192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,256.0,680.0,0.00010571694099186313,0.0066847684910292015
11,0.010773956427949852,0.014921583010983383,8.20544036595139,0.1505333740796169,2.0630489659327584,1.9937109952135037,0.03360946437250714,0.5529955876432309,9.147234027589047,51557.945861797096,0.0009803894790529108,0.2484316179365942,0.00416844219353208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,257.0,682.0,4.342179514287881e-05,0.002537833843979242
12,0.011752522385996379,0.015004573569240318,8.204395132851543,0.14649432296817647,2.05402449519557,2.0360225263278875,0.008764242544229464,0.5529683518562549,8.899243952817613,35172.80063510995,0.0009785659580465267,0.24870130935975515,0.00434290396217991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,256.0,680.0,0.00010611417246209195,0.0063893435820837645
