stage,panel_count,exact_objective,signed_root_defect,root_relative_mismatch,condition_number,dipole_coefficient
source,80,0.0026174928053386316,-0.0009369359655660368,0.0009369359655660368,26152.252862386547,2.51501878435059
source,160,0.0016811761194984063,-0.000196381186719737,0.000196381186719737,47229.172474158804,2.5115112939427022
source,320,0.001368832603978023,8.796376900734944e-05,8.796376900734944e-05,110776.07439352038,2.5091084998039994
candidate_factor_1,80,0.002263682031646357,-0.0008819166341420047,0.0008819166341420047,37832.186705643944,2.493322164156252
candidate_factor_1,160,0.0012278134671041257,-0.0002982874163047733,0.0002982874163047733,47139.8928939998,2.4898720938430463
candidate_factor_1,320,0.0008921414199254409,-3.249709733723636e-05,3.249709733723636e-05,110542.5699675017,2.4875034674562517
candidate_factor_0.5,80,0.0023927795091159003,-0.0009162297137956165,0.0009162297137956165,25922.79258285213,2.504145357575199
candidate_factor_0.5,160,0.0013969001839944193,-0.0002576021242344824,0.0002576021242344824,47184.572392712085,2.500674687708062
candidate_factor_0.5,320,0.0010685857252011577,1.0827247228757177e-05,1.0827247228757177e-05,110659.61410157637,2.498289086717981
candidate_factor_0.25,80,0.002493022012783087,-0.0009278327950942838,0.0009278327950942838,26039.865213385714,2.5095694974175857
candidate_factor_0.25,160,0.0015243838766390658,-0.00022564123957936696,0.00022564123957936696,47206.65210970055,2.5060890632458483
candidate_factor_0.25,320,0.0012030264659916592,4.7208291984806273e-05,4.7208291984806273e-05,110717.8670271347,2.503694765035248
candidate_factor_0.125,80,0.0025522068258641605,-0.0009326304366048679,0.0009326304366048679,26096.629096188404,2.512284966268564
candidate_factor_0.125,160,0.0015991099072682504,-0.00021130464087055538,0.00021130464087055538,47217.90681537867,2.5087991498744966
candidate_factor_0.125,320,0.0012819168252549695,7.06483805047463e-05,7.06483805047463e-05,110746.87593653634,2.5064008936701643
