row,case_name,coefficient,diagnostic_status,gate_role,hull,speed_case,fn_l,speed_mps,omega_e_sqrt_l_over_g,omega_rad_s,reference_value,normalization_scale,station_local_index,active_station_index,solve_order_rank,x_m,x_from_bow_m,trapezoid_weight_m,inner_free_surface_y_min_m,inner_free_surface_y_max_m,inner_free_surface_panel_length_min_m,inner_free_surface_panel_length_max_m,selected_mode,selected_generalized_row,lever_arm_m,complex_force_density_real,complex_force_density_imag,station_weighted_force_real,station_weighted_force_imag,station_weighted_normalized_contribution,cumulative_body_integral_value,end_term_value,cumulative_with_end_term_value,body_potential_norm,body_potential_max_abs,control_potential_norm,control_potential_max_abs,control_normal_derivative_norm,control_normal_derivative_max_abs,body_potential_x_gradient_norm,pressure_norm,pressure_max_abs,inner_free_surface_normal_derivative_norm,inner_free_surface_normal_derivative_max_abs,outer_history_rhs_norm_before_solve,outer_history_rhs_max_abs_before_solve,free_surface_update_kind,free_surface_potential_norm_before_solve,free_surface_elevation_norm_before_solve,free_surface_potential_norm_after_update,free_surface_elevation_norm_after_update,free_surface_potential_growth_ratio,free_surface_elevation_growth_ratio,station_condition_number,station_residual,solver_status,station_count,body_panels_per_section,free_surface_inner_panels,free_surface_outer_panels,control_surface_radius_beams,history_steps,history_quadrature_count,history_k_max,include_end_term,end_station,end_term_scale,time_step_scale,free_surface_velocity_scale,history_rhs_scale,pressure_gradient_scale,clip_inner_free_surface_to_waterline,two_zone_inner_free_surface,use_free_surface_marching,a1_recommended_control_radius_beams,a1_min_inner_free_surface_panels,a1_min_outer_or_control_panels,a1_min_station_count_for_fn,a1_control_radius_ok,a1_inner_free_surface_panels_ok,a1_outer_or_control_panels_ok,a1_station_count_ok,a1_grid_recommendation_status,a1_grid_recommendation_note
14,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,0,1,38,0.075,2.925,0.0375,-0.8631093749999998,0.8631093749999998,0.07378124999999991,0.07378125000000002,heave,pitch_moment,1.425,1031.696264542377,-23726.424015669803,38.68860992033914,-889.7409005876176,0.012336273543886346,0.0,0.0,0.0,28.627020507825417,15.63016369832354,0.312856410124317,0.11079915021539778,0.4857429703383035,0.272234480008516,674.9094607440425,1504640.8326414584,764990.3779468822,4.279199018764468,2.958115510553037,0.06389550889173133,0.03608134016240489,advance_eq19_20,1.654479179221802,0.7854250958521514,1.3848404089042257,0.858860644756593,0.837024984234372,1.0934978386764778,113.94877021527233,1.7248710213762154e-15,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
14,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,1,2,37,0.15,2.85,0.07499999999999998,-0.8636874999999999,0.8636874999999999,0.07262499999999991,0.07262500000000005,heave,pitch_moment,1.35,-738.6332838630437,1138.1862786708377,-55.39749628972827,85.36397090031281,-0.017664079151038316,0.0035042339683671853,0.0,0.0035042339683671853,11.11371024631882,7.41951252049708,0.6327156154884815,0.24616744520900422,0.8451976458201378,0.40938436023977726,156.65638558717944,350806.5576440394,181975.35147127032,10.8831429566169,7.589671073580614,0.07025831325821141,0.04003254272636041,advance_eq19_20,1.8662072184148877,0.7516657698977762,1.6172000697367102,0.779424430092568,0.8665704717991187,1.036929525470565,77.78531556101733,1.1809649780419112e-15,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
14,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,2,3,36,0.22499999999999998,2.775,0.075,-0.8642343749999999,0.8642343749999999,0.07153124999999994,0.07153125000000006,heave,pitch_moment,1.275,3028.506073302427,10861.045147431398,227.13795549768201,814.5783860573548,0.07242534577975157,0.030884867282723803,0.0,0.030884867282723803,19.57823275120281,10.60065335783839,0.19304236166036268,0.09970272250373302,0.6880071469632246,0.46371388157210935,125.53659281668163,288450.8039158308,191163.61240467778,5.83093272545723,3.3956341990843035,0.08467594360267162,0.047964012176678256,advance_eq19_20,2.03006935288277,0.6704564847850774,1.828068550451291,0.7707377766288612,0.9004956150169793,1.1495716636642423,77.91010290862684,1.9863155010185645e-15,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
14,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,3,4,35,0.3,2.7,0.07500000000000001,-0.8647499999999999,0.8647499999999999,0.0704999999999999,0.07050000000000001,heave,pitch_moment,1.2,2099.591578870111,-7611.541728827089,157.46936841525834,-570.8656296620318,0.05021077799263084,0.092202929168915,0.0,0.092202929168915,11.424213724287753,5.199319948880021,0.3476277040647701,0.12858017302817978,0.8580338165887458,0.5643526542879533,69.07888459765566,159349.54699051668,97912.5413755122,2.5507280082554,0.9420615817901042,0.09314892754809523,0.052734316980200285,advance_eq19_20,2.2092723250620776,0.6046660136242442,1.998508985956398,0.6771090324742605,0.9046005615899989,1.1198066655273176,78.9850404442889,6.487774127661018e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
14,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,4,5,34,0.375,2.625,0.07499999999999998,-0.8652343749999999,0.8652343749999999,0.06953124999999993,0.06953125000000009,heave,pitch_moment,1.125,2007.680832427105,-2144.668718059059,150.57606243203284,-160.85015385442938,0.04801277428027536,0.1413147053053681,0.0,0.1413147053053681,9.770587123028069,4.125561680799208,0.4009104055725264,0.14454955610320008,0.9712721024223216,0.6375415407981124,16.954231626130863,52278.12473295347,27200.0167253422,2.4913775238870777,0.8415633722428173,0.098639886466318,0.055841401037682585,advance_eq19_20,2.3763437678835477,0.5327908302077718,2.1804309122830925,0.6082467497122794,0.9175570225788746,1.1416239079698165,80.04292683338196,9.813506969040571e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
14,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,5,6,33,0.44999999999999996,2.55,0.07500000000000001,-0.8656874999999999,0.8656874999999999,0.06862499999999994,0.06862500000000005,heave,pitch_moment,1.05,2003.6748717951145,-1088.8444104152,150.27561538463362,-81.66333078114,0.04791697355314142,0.18927957922207647,0.0,0.18927957922207647,9.067915771064504,3.682015970527679,0.429598198905723,0.1554329607768332,1.0516786565060026,0.6911934301485183,7.910976031815343,37935.468618047074,16997.96963468057,2.6348823191908815,0.8282054783969045,0.10154826935486119,0.05748480564387195,advance_eq19_20,2.5242881843807696,0.45736883982088794,2.3493459489433755,0.5350124634116765,0.9306964091818585,1.1697615071923022,81.06571677861561,7.258444166851296e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
14,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,6,7,32,0.525,2.475,0.07500000000000001,-0.866109375,0.866109375,0.0677812499999999,0.06778125000000006,heave,pitch_moment,0.975,2000.1549205062151,-677.8140135263214,150.01161903796617,-50.836051014474116,0.047832795518474844,0.23715446375788463,0.0,0.23715446375788463,8.677337809415153,3.442047440522301,0.44477398553325537,0.1620204807348932,1.1028129099470778,0.72534115100445,4.695778058329927,33814.63978932184,14023.978677790925,2.76085113696886,0.8699384156614284,0.10205999410074412,0.0577626245162665,advance_eq19_20,2.649454788860922,0.382419907004768,2.4988023279227995,0.4589029191563208,0.9431383160144837,1.1999974654839274,82.0454186369934,6.773275888785612e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
14,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,7,8,31,0.6,2.4,0.07499999999999996,-0.8664999999999999,0.8664999999999998,0.06699999999999995,0.06700000000000006,heave,pitch_moment,0.9,1974.1440681592853,-479.0483057813387,148.0608051119463,-35.92862293360038,0.047210757810887106,0.2846762404225656,0.0,0.2846762404225656,8.420031056962102,3.2892088076788295,0.44967906087884335,0.16457721660127153,1.1258309428284066,0.740132061650705,3.2534489971432174,32035.80689984174,12798.718639849456,2.833390607776611,0.8792697806137655,0.10036887557449821,0.056783527240721256,advance_eq19_20,2.7496618694400823,0.3134127614396145,2.6253549160611263,0.3836756407799946,0.954791912867356,1.2241864020394004,82.97650322796618,5.66984393486026e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
14,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,8,9,30,0.6749999999999999,2.325,0.07500000000000001,-0.866859375,0.866859375,0.06628124999999993,0.06628125000000007,heave,pitch_moment,0.8250000000000001,1918.5576296841712,-372.928281943408,143.89182222631285,-27.969621145755607,0.045881433408101635,0.3312223360320599,0.0,0.3312223360320599,8.226004831388131,3.1792248091884034,0.44583707196851285,0.16336756690591406,1.1222314224362542,0.7364383018535319,2.5413075468987376,31008.314193965696,12141.091429024205,2.8483636357161117,0.8894051089951185,0.09671506350323524,0.054685178361670084,advance_eq19_20,2.823718842706029,0.25803142998221795,2.7269247360526565,0.3147363241231204,0.965721053672393,1.2197596399198742,83.85411691935546,7.470756501491483e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
14,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,9,10,29,0.75,2.25,0.07500000000000001,-0.8671874999999999,0.8671874999999999,0.06562499999999982,0.0656250000000001,heave,pitch_moment,0.75,1832.1904856888862,-312.28630776545714,137.41428642666648,-23.42147308240929,0.043816002427787576,0.3760710539500046,0.0,0.3760710539500046,8.062713819690943,3.091923805895218,0.43431435076068664,0.15874352555922042,1.0943188664689303,0.7158714839079658,2.1840556761466257,30275.862760765023,11709.518290735276,2.8137016967486,0.8791362583009372,0.09138446725547095,0.05163253932127043,advance_eq19_20,2.8712251912409874,0.22595679921075754,2.802378785751162,0.2597262259100552,0.9760219415391557,1.1494508101426935,84.67363722110893,7.167721645473859e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
