component,sigma,omega_rad_s,coefficient,value_dimensional,value_nondimensional,harmonic_fit_residual_nrmse,restoring_subtraction,response_calibration_used
raw_bem,1.4,7.774541989381373,A33,61.040332294597754,1.8981718532312455,0.0038817786594661885,Sun_2007_Eq7.17_Eq7.18_quasistatic,False
raw_bem,1.4,7.774541989381373,A35,148.64526885032194,14.535922904524929,1.1769347202460728e-05,Sun_2007_Eq7.17_Eq7.18_quasistatic,False
raw_bem,1.4,7.774541989381373,A53,-23.628004694330325,-2.310567011523118,0.007922968595376651,Sun_2007_Eq7.17_Eq7.18_quasistatic,False
raw_bem,1.4,7.774541989381373,A55,-64.68124584717016,-19.890366086607663,1.6940809250325544e-05,Sun_2007_Eq7.17_Eq7.18_quasistatic,False
raw_bem,1.4,7.774541989381373,B33,-187.33033373774873,-1.0490108232603141,0.0038817786594661885,Sun_2007_Eq7.17_Eq7.18_quasistatic,False
raw_bem,1.4,7.774541989381373,B35,-341.0415674697082,-6.005539917580926,1.1769347202460728e-05,Sun_2007_Eq7.17_Eq7.18_quasistatic,False
raw_bem,1.4,7.774541989381373,B53,48.3700249679309,0.8517674778312666,0.007922968595376651,Sun_2007_Eq7.17_Eq7.18_quasistatic,False
raw_bem,1.4,7.774541989381373,B55,51.69077812125411,2.8624024312439365,1.6940809250325544e-05,Sun_2007_Eq7.17_Eq7.18_quasistatic,False
bem,1.4,7.774541989381373,A33,6.834032691787874,0.2125179862554906,0.003762627869105219,Sun_2007_Eq7.17_Eq7.18_quasistatic,False
bem,1.4,7.774541989381373,A35,-4.165769339123516,-0.4073678390161696,1.1934109956221648e-05,Sun_2007_Eq7.17_Eq7.18_quasistatic,False
bem,1.4,7.774541989381373,A53,-0.7803378915801,-0.07630872828458207,0.008144765950804357,Sun_2007_Eq7.17_Eq7.18_quasistatic,False
bem,1.4,7.774541989381373,A55,-0.14279499115796837,-0.043911409130505445,1.7379177037326674e-05,Sun_2007_Eq7.17_Eq7.18_quasistatic,False
bem,1.4,7.774541989381373,B33,-171.60006422015064,-0.9609245926562363,0.003762627869105219,Sun_2007_Eq7.17_Eq7.18_quasistatic,False
bem,1.4,7.774541989381373,B35,-317.29089251126004,-5.5873046051211945,1.1934109956221648e-05,Sun_2007_Eq7.17_Eq7.18_quasistatic,False
bem,1.4,7.774541989381373,B53,41.23337669914801,0.726095330667806,0.008144765950804357,Sun_2007_Eq7.17_Eq7.18_quasistatic,False
bem,1.4,7.774541989381373,B55,40.86641444837733,2.26299793357453,1.7379177037326674e-05,Sun_2007_Eq7.17_Eq7.18_quasistatic,False
front,1.4,7.774541989381373,A33,-16.05140521694194,-0.4991507162929534,0.0013884410010719665,Sun_2007_Eq7.17_Eq7.18_quasistatic,False
front,1.4,7.774541989381373,A35,-7.75982685096338,-0.7588283551200417,0.00033372938962847077,Sun_2007_Eq7.17_Eq7.18_quasistatic,False
front,1.4,7.774541989381373,A53,-7.970577454858987,-0.7794375178199547,0.001771683493611171,Sun_2007_Eq7.17_Eq7.18_quasistatic,False
front,1.4,7.774541989381373,A55,-3.7316405045486394,-1.1475303972106945,0.00041497124213443586,Sun_2007_Eq7.17_Eq7.18_quasistatic,False
front,1.4,7.774541989381373,B33,64.55307792829385,0.36148378145926074,0.0013884410010719665,Sun_2007_Eq7.17_Eq7.18_quasistatic,False
front,1.4,7.774541989381373,B35,28.752930365646524,0.5063220660738147,0.00033372938962847077,Sun_2007_Eq7.17_Eq7.18_quasistatic,False
front,1.4,7.774541989381373,B53,37.911944086919306,0.6676068704947911,0.001771683493611171,Sun_2007_Eq7.17_Eq7.18_quasistatic,False
front,1.4,7.774541989381373,B55,16.87963382469547,0.9347180803697187,0.00041497124213443586,Sun_2007_Eq7.17_Eq7.18_quasistatic,False
