a1_history_rhs_convergence_status,reference,checked_equation,history_state,is_hard_gate
diagnostic_a1_eq24_history_rhs_quadrature_convergence_not_hard_gate,higher_quadrature_count_and_k_max_transient_history_kernel,A1 Eq.24 history RHS using Eq.28 transient kernels,deterministic_smooth_complex_control_surface_state,False
