sigma,coefficient,calculated_nondimensional,reference_nondimensional,absolute_error_nondimensional,relative_error,relative_error_limit,passed,digitization_uncertainty_nondimensional,source_column
1.4,A33,0.8991607820704146,1.00621118,0.10705039792958537,0.10638959301722863,0.1,False,0.0372670807,heave
1.4,A35,0.09025846919884933,0.645962733,0.5557042638011507,0.8602729467384781,0.1,False,0.0372670807,pitch
1.4,A53,-0.22786349195902644,-0.208074534,0.019788957959026438,0.09510514130973105,0.1,True,0.0372670807,heave
1.4,A55,-0.19375382576980202,0.614906832,0.808660657769802,1.3150946056976027,0.1,False,0.0372670807,pitch
1.4,B33,2.1910487479756733,2.57342657,0.3823778220243268,0.14858703429969125,0.1,False,0.111888112,heave
1.4,B35,-3.9793588061522374,-3.50582751,0.4735312961522373,0.13506976449969077,0.1,False,0.111888112,pitch
1.4,B53,0.7588962976902652,1.68764569,0.9287493923097349,0.5503224982666444,0.1,False,0.111888112,heave
1.4,B55,3.1887213056305046,4.05594406,0.8672227543694953,0.21381526508762927,0.1,False,0.111888112,pitch
