node,y_over_Vt,z_over_Vt,supplied_psi_over_V2,similarity_psi_over_V2,difference_over_V2
0,5.99941925138947,1.1836100303893895,-216.54353214590446,-104.15612761452995,-112.38740453137451
1,5.7693649144045445,0.857555870118306,-156.496940194856,-84.30223796626053,-72.19470222859546
2,5.450454972779821,0.6172631362539575,-149.2456987910035,-79.74257026765856,-69.50312852334493
3,5.218946566545913,0.2907562918222428,-177.48122404293736,-68.40023776431595,-109.08098627862141
4,5.33239445190056,-0.0818374672092275,-89.72149057820158,71.48789539087188,-161.20938596907348
5,5.732422323471361,-0.13565748419728826,-8.435544851816946,11.153194592581336,-19.588739444398282
6,6.107448123315339,-0.0030525131050698497,-0.7963603574572929,-9.609948051914776,8.813587694457484
7,6.495857493004965,0.087231884861676,-1.7426251374806916,-7.034692018362587,5.292066880881896
8,6.894666128239715,0.06995070908371215,-0.798578523540581,-1.4609892642601288,0.6624107407195478
9,7.292261329562438,0.03798350106677835,-0.05604358791390002,0.9350247265471501,-0.9910683144610501
10,7.691295434691101,0.030800846865392046,0.019760313813718323,0.29040846481091626,-0.2706481509971979
11,8.090295303141447,0.031878281810167074,-0.03410111135850049,-0.1310535373023023,0.0969524259438018
12,8.489326554164293,0.029741532978884693,-0.040444509099876846,-0.08180624467758663,0.04136173557770978
13,8.888339458314185,0.026605462070553376,-0.02949609161772235,-0.018780725869618195,-0.010715365748104156
14,9.287361900272652,0.0243363798747902,-0.026060409461733904,-0.021160195783561524,-0.00490021367817238
15,9.686385365110187,0.022477343340658634,-0.025294178622307265,-0.026277513329576688,0.0009833347072694225
16,10.08540972308959,0.020748231880425606,-0.023715409515309194,-0.023655591974243707,-5.9817541065487756e-05
17,10.48443476345001,0.01920628837812526,-0.022226084778571933,-0.021834049819127822,-0.0003920349594441104
18,10.883460449087917,0.017834318817962127,-0.020963051620572864,-0.02084033141085982,-0.00012272020971304531
19,11.282486579445399,0.016601094712095813,-0.01980510420041997,-0.019729455113872425,-7.564908654754399e-05
20,11.68151308335243,0.015494013451170777,-0.01870497942973767,-0.018604526905231414,-0.00010045252450625528
21,12.169825987751953,0.014279095394903957,-0.01747494271395112,-0.017421496406932666,-5.344630701845446e-05
22,12.767404060916723,0.012980242700408394,-0.016115265645514774,-0.016082046519420468,-3.3219126094306134e-05
23,13.498696453846886,0.011615994125321216,-0.014630587120101367,-0.014606621279908449,-2.3965840192917767e-05
24,14.393623057672851,0.010223144824734888,-0.013062994512748845,-0.0130561041449716,-6.890367777245138e-06
25,15.488798579784653,0.008835064806216422,-0.011442895849860375,-0.01143650924076878,-6.38660909159372e-06
26,16.829030607603915,0.007492168064711122,-0.009825151214109765,-0.009824434782800715,-7.164313090505386e-07
27,18.469152835824694,0.006231134581323589,-0.008260310167914793,-0.00826098881272871,6.786448139162876e-07
28,20.476268519618426,0.0050822193875508185,-0.006798460654031982,-0.006798672499526603,2.1184549462045787e-07
29,22.932495917224877,0.004065973456669613,-0.005478182369837315,-0.0054783464459155,1.6407607818496456e-07
30,25.938328051903966,0.003195292023596586,-0.004325994523238206,-0.004326454986483943,4.604632457367794e-07
31,29.61674424345597,0.0024675116762168238,-0.0033507503522647113,-0.0033501607693332052,-5.895829315060754e-07
32,34.11824163859221,0.001877414527789608,-0.0025492837015207844,-0.00254937388486028,9.018333949539423e-08
33,39.62699258491724,0.001408018738328245,-0.0019062078369457341,-0.0019057209123556583,-4.869245900757883e-07
34,46.36837978129447,0.001043320685507223,-0.0014003846715102733,-0.0014002503982899217,-1.3427322035166646e-07
35,54.61821748789522,0.000763678367300921,-0.0010075924597295499,-0.0010073263117833155,-2.6614794623432483e-07
36,64.71403607336792,0.0005524192755179037,-0.0007044238978488318,-0.0007042823264770713,-1.4157137176050352e-07
37,77.06889158852177,0.0003947670939816537,-0.0004718853855954316,-0.00047175155437434603,-1.3383122108554012e-07
38,92.18826536638886,0.0002789266377136205,-0.00028808673521997,-0.00028799419132690134,-9.254389306864296e-08
39,110.69074507141906,0.00020253399608989228,-0.00019052760143429924,-0.00019050094264104486,-2.6658793254380952e-08
40,133.33333333333331,0.0001597935585715635,0.00013767492605686196,0.00013764967609469563,2.5249962166322502e-08
