node,y_over_Vt,material_dphi_dt_over_V2,similarity_material_dphi_dt_over_V2,auxiliary_psi_over_V2,difference_over_V2,cp_from_auxiliary,cp_from_finite_difference,cp_from_similarity_derivative
79,0.37496370321184186,-3.4083023634954857,-2.2281093524674707,-45.71717448029673,-42.30887211680124,92.36279499936104,7.745050765758564,5.384664743702533
80,0.7499274064236837,-3.567979123725945,-2.331242786462492,-46.62044399642437,-43.05246487269842,94.04094571819157,7.93601597279471,5.4625432982678035
81,1.1248911096355256,-3.801183559375115,-2.4859203385094855,-47.94538424861693,-44.14420068924181,96.52760507993808,8.23920370145446,5.608677259723201
82,1.4998548128473674,-4.135336827411129,-2.7072318530461335,-49.72325320688543,-45.5879163794743,99.86821414763209,8.69238138868349,5.8361714399535
83,1.8748185160592092,-4.608087224078863,-3.019704310878674,-52.03272905404966,-47.424641829970795,104.19440463074123,9.345120970799638,6.168355144399259
84,2.2497822192710513,-5.285779687387568,-3.4664681812372384,-55.00565099168702,-49.71987130429945,109.7226455126161,10.282902904017192,6.644279891716533
85,2.624745922482893,-6.287956709217237,-4.124906421970077,-58.84951360084221,-52.561556891624974,116.77619812596598,11.653084342716047,7.326983768221725
86,2.999709625694735,-7.841730643570237,-5.141355960745305,-63.89142049690765,-56.04968985333741,125.81502451970243,13.715644813027627,8.314895447377761
87,3.3746733289065767,-10.409932886919652,-6.812623647933364,-70.65847924289487,-60.24854635597522,137.43395935165333,16.93686663970289,9.742248161730316
88,3.7496370321184185,-15.010356261937646,-9.787984992443553,-80.01791481593973,-65.00755855400209,152.12784221930156,22.11272511129738,11.667982572309194
89,4.12460073533026,-23.99527773673385,-15.553295560616334,-93.364645222378,-69.36936748564415,168.8763933639901,30.137658392701823,13.253694040466787
90,4.4995644385421025,-42.27775963058747,-27.089677321046217,-112.42114106315125,-70.14338143256379,179.27322846917178,38.98646560404421,8.610300984961718
91,4.874528141753944,-74.99132695810478,-46.64710394110778,-135.6933975722516,-60.70207061414682,157.51112578230078,36.10698455400714,-20.58146147998687
92,5.249491844965786,-117.09519545471369,-68.41595014434293,-149.90258213663807,-32.807386681924385,82.4133868712228,16.798613507374057,-80.55987711336746
