xi,eta
4.43113842057674,0.41743431422610655
4.42346258195959,0.41430202763715607
4.415165768671366,0.41085920697448675
4.406250557335921,0.40699068346637945
4.396735122268731,0.4025549612061125
4.386603442022355,0.39749560794973726
4.375940424804961,0.3915716648637546
4.3648447061595315,0.38457023609481755
4.353589225595624,0.3760914520924037
4.3426692230425346,0.36564196644536584
4.332934076443323,0.3527077415354403
4.32577949513897,0.33693937201101765
4.322663152039327,0.3187075687568139
4.324823303215369,0.2990948824392598
4.331973272016393,0.2793270801355543
4.343556865465021,0.26019388034851143
4.358882701829496,0.24202761976385734
4.377368961534715,0.2248655873608228
4.3986569229638155,0.20868768827275586
4.422469245249089,0.19338255092060738
4.448653080892875,0.178880209133318
4.477090690857965,0.16507301451742842
4.507725461935665,0.1518977114390402
4.5405191329444365,0.13927869379000324
4.575462180449495,0.12717056051428058
4.612553185233221,0.11552010127553045
4.651805171035721,0.10429445901902842
4.6932338649261425,0.09345205001401406
4.7368605863523605,0.08295685229555713
4.782711288384068,0.07278127802961862
4.8308144353609475,0.06290287365715411
4.881198991060936,0.05329874237269896
4.9338967649361125,0.04396147242269925
4.988935821719109,0.034866405232682356
5.046345954321075,0.026004016118856714
5.106156497116025,0.017371370695518414
5.1683949667512135,0.008965565983555709
5.233084032346958,0.0007612354305762223
5.300245038733796,-0.007264239426788057
5.369899936314942,-0.015110810091175332
5.442067171395267,-0.022787210474552948
5.516761157853774,-0.030317157481953325
5.593995389500887,-0.037708774851443805
5.673781161871962,-0.044963827177598316
5.756127332530837,-0.052078157319792484
5.841038684645718,-0.05905958593164176
5.928517131776365,-0.06591434418648483
6.018561636208513,-0.07264711996413094
6.111167689406023,-0.07926745662307837
6.2063276115120924,-0.0857858146677327
6.304030510202374,-0.09221395093235586
6.404262320309625,-0.09856422366489585
6.507006295137488,-0.10484149919385466
6.6122425969314405,-0.11104905863599775
6.719948418975465,-0.11718656155391435
6.830097835052321,-0.12325279414748187
6.942661654355792,-0.1292489939763959
7.057607534280478,-0.13517788234529435
7.174900047651603,-0.14104354413388948
7.294500513877266,-0.14685625611694939
7.416367514507477,-0.15262360943741066
7.540456692716525,-0.15835599742465267
7.666721142661562,-0.16405987501103395
7.795111598900433,-0.1697348951499984
7.925576119519754,-0.17538263480344404
8.058060568909898,-0.1809975528498989
8.192508259703791,-0.18657734275536614
