mode_count,root_rank,nullspace_dimension,linear_floor_objective_ratio,trust_limited_objective_ratio,coefficient_step_norm,maximum_displacement_ratio,trust_scale,maximum_absolute_root_increment,reduced_jacobian_condition_number
16,3,13,0.9999943808607676,0.9999943808607676,9.210649436685097e-06,0.00015406257397887414,1.0,6.847401110713963e-21,600.4489901167134
32,3,29,0.9999767494864422,0.9999767494864422,0.00015584038062707828,0.0024114773846456296,1.0,2.288312446566696e-19,2401.703874157346
48,3,45,0.9999571725502168,0.9999571725502168,0.0002813246489511733,0.004319693657317059,1.0,1.8174150674525082e-19,3269.1635127552595
