outer_iteration,jvp_call,direction_norm,maximum_unit_displacement_ratio,signed_finite_difference_step,source_residual_norm,perturbed_residual_norm,product_norm
1,1,1.0,84.74308811798532,1.1800372422205446e-05,0.03162496290212601,0.03162528970872573,12.162944942112992
1,2,1.0,183.0866957653965,5.461893316821771e-06,0.03162496290212601,0.031625168851568304,19.880016435573996
1,3,1.0,266.7451531425684,3.7488966086874903e-06,0.03162496290212601,0.03162507883562636,24.106413931984523
1,4,1.0,325.7656120701636,3.069691713760811e-06,0.03162496290212601,0.03162510944416796,27.457275495809228
1,5,1.0,365.63493992872026,2.7349683818372167e-06,0.03162496290212601,0.0316250790030709,29.19638839580135
1,6,1.0,392.9967898786237,2.5445500466017754e-06,0.03162496290212601,0.03162513606672925,31.540058895540152
1,7,1.0,412.442111691037,2.4245826787665814e-06,0.03162496290212601,0.031625108312079285,32.81015682843647
1,8,1.0,426.79782070592256,2.3430297707378225e-06,0.03162496290212601,0.03162518880810246,34.96820865787203
1,9,1.0,437.7801136289258,2.284251771307335e-06,0.03162496290212601,0.03162518663106444,36.22248121180839
1,10,1.0,446.4500821027127,2.239892073241762e-06,0.03162496290212601,0.03162528096825964,38.12123063114014
1,11,1.0,453.4827351052664,2.2051556158314853e-06,0.03162496290212601,0.03162527824078849,39.364081964996075
1,12,1.0,459.3207592643631,2.177127812819903e-06,0.03162496290212601,0.031625384457234146,40.378630910917494
1,13,1.0,464.2631102470302,2.153951020290863e-06,0.03162496290212601,0.03162541167362219,41.39233716885422
1,14,1.0,468.51720802128057,2.1343933219088486e-06,0.03162496290212601,0.031625524226038246,39.494402603895814
1,15,1.0,472.2305279790895,2.117609812901127e-06,0.03162496290212601,0.03162554507163743,39.24040966688125
1,16,1.0,475.51025608614117,2.1030040618489725e-06,0.03162496290212601,0.03162562254327305,26.457494617955792
1,17,5.349671963781914e-05,182.38528907168043,5.482898347174171e-06,0.03162496290212601,0.03162443616400857,0.00033400057058092955
