phase,outer_iteration,source_shape_dipole_coefficient,target_shape_dipole_coefficient,source_formal_exact_objective,rebased_formal_exact_objective,formal_exact_relative_change,maximum_displacement_ratio,rebased_root_relative_mismatch,rebased_condition_number
pre_linearization,1,8.095864763300924,8.095864242754432,0.001000138287484552,0.0010001382792747746,-8.20864232339975e-09,3.755686188841611e-09,4.776292105440401e-07,253063.35636884862
final_synchronization,1,8.095864242754432,8.09607897077911,0.0009999591895960155,0.0009999594973440873,3.0776063165347884e-07,1.636756665611182e-06,4.755997268321781e-07,253063.11033901793
