sweep,far_radius,pseudo_cfl,grid_mode,root_spacing_ratio,far_spacing_ratio,endpoint_decay,linear_gradient_recovery,linear_corner_treatment,coarse_run,fine_run,coarse_level,fine_level,comparison_pseudo_time,coarse_kinematic_integral,fine_kinematic_integral,kinematic_integral_relative_change
outer_panels,20.0,0.25,double_ended,0.04,0.25,4.0,connected_nodal,shared_node,self_similar_wedge_20deg_shared_corner_frozen80_v168,self_similar_wedge_20deg_shared_corner_frozen120_v165,80.0,120.0,0.0,0.0092022877432866,0.0067250514131165,0.3683594634441773
outer_panels,20.0,0.25,double_ended,0.04,0.25,4.0,connected_nodal,shared_node,self_similar_wedge_20deg_shared_corner_frozen120_v165,self_similar_wedge_20deg_shared_corner_frozen160_v166,120.0,160.0,0.0,0.0067250514131165,0.0058224688677347,0.15501715266928695
outer_panels,20.0,0.25,double_ended,0.04,0.25,4.0,connected_nodal,shared_node,self_similar_wedge_20deg_shared_corner_frozen160_v166,self_similar_wedge_20deg_shared_corner_frozen240_v167,160.0,240.0,0.0,0.0058224688677347,0.005220430249028,0.11532356338230822
