run,path,summary_file,outer_panels,outer_panels_per_radius,far_radius,pseudo_cfl,grid_mode,root_spacing_ratio,far_spacing_ratio,endpoint_decay,linear_gradient_recovery,linear_corner_treatment,completed_iterations,cumulative_pseudo_time,kinematic_integral,kinematic_integral_linear_exact,kinematic_acceptance_integral,kinematic_rms,condition_number,free_surface_nrmse,pressure_nrmse,pressure_peak_relative_error,pressure_peak_location_relative_error,reference_used_during_solve,grid_distribution_relative_linf,grid_contract_pass
self_similar_wedge_20deg_shared_corner_frozen80_v168,D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\self_similar_wedge_20deg_shared_corner_frozen80_v168,regrid_summary.json,80,4.0,20.0,0.25,double_ended,0.04,0.25,4.0,connected_nodal,shared_node,0,0.0,0.003616603479288594,0.009202287743286686,0.009202287743286686,0.0134995064907111,43806.49942830736,0.11155598882831587,0.029176567387662725,0.002888600904017856,0.008363746703010275,False,5.675173137756631e-06,True
self_similar_wedge_20deg_shared_corner_frozen120_v165,D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\self_similar_wedge_20deg_shared_corner_frozen120_v165,regrid_summary.json,120,6.0,20.0,0.25,double_ended,0.04,0.25,4.0,connected_nodal,shared_node,0,0.0,0.003537121008784285,0.006725051413116502,0.006725051413116502,0.01335508582949004,62938.801694634116,0.11168089669752339,0.03021621572608904,0.002958276301967144,0.008363746703010275,False,0.00012520587069582656,True
self_similar_wedge_20deg_shared_corner_frozen160_v166,D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\self_similar_wedge_20deg_shared_corner_frozen160_v166,regrid_summary.json,160,8.0,20.0,0.25,double_ended,0.04,0.25,4.0,connected_nodal,shared_node,0,0.0,0.0036091161400973355,0.005822468867734746,0.005822468867734746,0.013459606137480986,95442.04419112223,0.11172370637832549,0.030672189198285616,0.002990582264519381,0.008363746703010275,False,0.00016472368431626945,True
self_similar_wedge_20deg_shared_corner_frozen240_v167,D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\self_similar_wedge_20deg_shared_corner_frozen240_v167,regrid_summary.json,240,12.0,20.0,0.25,double_ended,0.04,0.25,4.0,connected_nodal,shared_node,0,0.0,0.003810645311627752,0.005220430249028026,0.005220430249028026,0.013772803675036275,173861.13780704228,0.11176523134387746,0.031078153934372094,0.0030204286029693024,0.008363746703010275,False,0.00017475702215021067,True
