benchmark,matrix_cell,coefficient,pair_status,omega_rad_s,speed_mps,direct_pressure_gradient_integral_value,projection_transport_integral_value,projection_endpoint_jump_value,stokes_body_forward_integral_value,end_contour_integral_value,stokes_plus_end_integral_value,direct_minus_transport_integral_value,transport_minus_endpoint_jump_value,direct_minus_stokes_end_integral_value,transport_minus_stokes_end_integral_value,direct_transport_residual_norm,transport_endpoint_jump_residual_norm,direct_stokes_end_residual_norm,transport_stokes_end_residual_norm,peak_abs_direct_transport_residual_station_index,peak_abs_direct_transport_residual_x_over_l,peak_abs_direct_transport_residual_share,residual_abs_centroid_x_over_l,ab_frequency_pair_status,diagnostic_conclusion,remaining_blocker,candidate_default_gate_eligible,candidate_exclusion_reason,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,33,A33,frequency_or_case_mismatch_unpaired,1.808005346599764,2.1696064159197173,,,,,,,,,,,,,,,,,,,frequency_or_case_mismatch_unpaired,projection_transport_weakened_by_ab_frequency_gap,Do not infer a transport derivative from A/B rows at different frequencies or different cases; use same-frequency coefficient pairs only.,false,diagnostic-only; A/B frequency or case mismatch,diagnostic_projection_transport_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,33,B33,frequency_or_case_mismatch_unpaired,3.616010693199528,2.1696064159197173,,,,,,,,,,,,,,,,,,,frequency_or_case_mismatch_unpaired,projection_transport_weakened_by_ab_frequency_gap,Do not infer a transport derivative from A/B rows at different frequencies or different cases; use same-frequency coefficient pairs only.,false,diagnostic-only; A/B frequency or case mismatch,diagnostic_projection_transport_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,35,A35,frequency_or_case_mismatch_unpaired,2.7120080198996463,2.1696064159197173,,,,,,,,,,,,,,,,,,,frequency_or_case_mismatch_unpaired,projection_transport_weakened_by_ab_frequency_gap,Do not infer a transport derivative from A/B rows at different frequencies or different cases; use same-frequency coefficient pairs only.,false,diagnostic-only; A/B frequency or case mismatch,diagnostic_projection_transport_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,35,B35,frequency_or_case_mismatch_unpaired,4.52001336649941,2.1696064159197173,,,,,,,,,,,,,,,,,,,frequency_or_case_mismatch_unpaired,projection_transport_weakened_by_ab_frequency_gap,Do not infer a transport derivative from A/B rows at different frequencies or different cases; use same-frequency coefficient pairs only.,false,diagnostic-only; A/B frequency or case mismatch,diagnostic_projection_transport_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,53,A53,same_frequency_ab_pair,3.616010693199528,2.1696064159197173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024999999999999998,0.0,0.0,same_frequency_ab_pair,direct_gradient_matches_projection_transport,"Trace the fixed-control-surface transport theorem: direct Eq.31 phi_x*N_i, d(phi*N_i)/dx, changing-section N_i*ds terms, Eq.32 m_i, and C_A endpoint orientation must close before this path can modify the default.",false,"diagnostic-only; projection transport is evidence for derivative-coordinate mismatch, not a production replacement.",diagnostic_projection_transport_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,53,B53,same_frequency_ab_pair,3.616010693199528,2.1696064159197173,-0.37998208414391305,1.1266688674104848,0.3116073243705676,-4.115995775674916,0.2856688996972753,-3.830326875977641,-1.5066509515543978,0.8150615430399172,3.4503447918337278,4.956995743388125,1.3372615460807549,0.7234259919804474,0.9007964342346297,1.2941443129766612,0.0,0.024999999999999998,0.11192284740551006,0.308079668808556,same_frequency_ab_pair,projection_transport_difference_distributed_along_station_sweep,"Trace the fixed-control-surface transport theorem: direct Eq.31 phi_x*N_i, d(phi*N_i)/dx, changing-section N_i*ds terms, Eq.32 m_i, and C_A endpoint orientation must close before this path can modify the default.",false,"diagnostic-only; projection transport is evidence for derivative-coordinate mismatch, not a production replacement.",diagnostic_projection_transport_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,55,A55,same_frequency_ab_pair,1.808005346599764,2.1696064159197173,0.15199283365756522,-0.4506675469641938,-0.12464292974822713,1.6463983102699669,-0.11426755987891021,1.5321307503910566,0.602660380621759,-0.32602461721596665,-1.3801379167334913,-1.9827982973552505,1.3372615460807549,0.7234259919804471,0.9007964342346297,1.2941443129766612,0.0,0.024999999999999998,0.11192284740551008,0.30807966880855575,same_frequency_ab_pair,projection_transport_difference_distributed_along_station_sweep,"Trace the fixed-control-surface transport theorem: direct Eq.31 phi_x*N_i, d(phi*N_i)/dx, changing-section N_i*ds terms, Eq.32 m_i, and C_A endpoint orientation must close before this path can modify the default.",false,"diagnostic-only; projection transport is evidence for derivative-coordinate mismatch, not a production replacement.",diagnostic_projection_transport_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,55,B55,same_frequency_ab_pair,1.808005346599764,2.1696064159197173,1.004094890825823,0.5141798371419938,0.2646225032414775,0.4395424385763078,0.2769432549612913,0.7164856935375992,0.48991505368382915,0.24955733390051626,0.28760919728822376,-0.2023058563956054,0.48791708648262916,0.4853502916171323,0.2864362720257227,0.28235854284365963,1.0,0.049999999999999996,0.22150260861462587,0.29386929833813336,same_frequency_ab_pair,projection_transport_difference_distributed_along_station_sweep,"Trace the fixed-control-surface transport theorem: direct Eq.31 phi_x*N_i, d(phi*N_i)/dx, changing-section N_i*ds terms, Eq.32 m_i, and C_A endpoint orientation must close before this path can modify the default.",false,"diagnostic-only; projection transport is evidence for derivative-coordinate mismatch, not a production replacement.",diagnostic_projection_transport_not_hard_gate,INFO
