benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,reference_value,mode_column,generalized_row,station_local_index,x_m,x_over_l,row_block_index,row_block_name,free_surface_panel_index,free_surface_panel_y_m,free_surface_panel_length_m,free_surface_potential_abs,free_surface_potential_phase_deg,matrix_column_norm,row_block_contribution_norm,row_block_free_rhs_norm,total_free_rhs_norm,row_block_to_total_free_rhs_norm_ratio,panel_to_row_block_free_rhs_norm_ratio,panel_to_total_free_rhs_norm_ratio,panel_to_row_block_real_alignment,panel_to_row_block_phase_deg,row_block_to_total_real_alignment,row_block_to_total_phase_deg,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,0,0.075,0.024999999999999998,0,eq23_body,0,-0.44999999999999996,0.3,0.8781456643431703,-90.0,0.4108978350054766,0.36082815229805465,1.2617379789654348,4.510208003249126,0.2797516163459616,0.28597708740915967,0.08000255244062275,0.9959160136556008,0.0,0.2797516163459615,0.0,diagnostic_inner_free_surface_rhs_block_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,0,0.075,0.024999999999999998,0,eq23_body,1,-0.15,0.3,0.11875007148046221,-90.0,2.3094316583505643,0.2742451745083719,1.2617379789654348,4.510208003249126,0.2797516163459616,0.21735509200827885,0.0608054383103412,0.9900427780290111,0.0,0.2797516163459615,0.0,diagnostic_inner_free_surface_rhs_block_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,0,0.075,0.024999999999999998,0,eq23_body,2,0.14999999999999997,0.29999999999999993,0.11875007148046543,-90.0,2.3094316583505647,0.2742451745083794,1.2617379789654348,4.510208003249126,0.2797516163459616,0.2173550920082848,0.06080543831034286,0.9900427780290109,0.0,0.2797516163459615,0.0,diagnostic_inner_free_surface_rhs_block_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,0,0.075,0.024999999999999998,0,eq23_body,3,0.44999999999999996,0.30000000000000004,0.8781456643431681,-90.0,0.41089783500547666,0.36082815229805376,1.2617379789654348,4.510208003249126,0.2797516163459616,0.285977087409159,0.08000255244062256,0.9959160136556011,0.0,0.2797516163459615,0.0,diagnostic_inner_free_surface_rhs_block_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,0,0.075,0.024999999999999998,1,eq23_free_surface,0,-0.44999999999999996,0.3,0.8781456643431703,-90.0,3.141592653589793,2.758775967882232,3.937009487372171,4.510208003249126,0.872910846802625,0.7007288086886546,0.6116737777714081,0.7007288086886546,0.0,0.8729108468026251,0.0,diagnostic_inner_free_surface_rhs_block_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,0,0.075,0.024999999999999998,1,eq23_free_surface,1,-0.15,0.3,0.11875007148046221,-90.0,3.141592653589793,0.37306435217628287,3.937009487372171,4.510208003249126,0.872910846802625,0.09475830662152951,0.08271555367458211,0.09475830662152951,0.0,0.8729108468026251,0.0,diagnostic_inner_free_surface_rhs_block_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,0,0.075,0.024999999999999998,1,eq23_free_surface,2,0.14999999999999997,0.29999999999999993,0.11875007148046543,-90.0,3.141592653589793,0.373064352176293,3.937009487372171,4.510208003249126,0.872910846802625,0.09475830662153209,0.08271555367458436,0.09475830662153208,0.0,0.8729108468026251,0.0,diagnostic_inner_free_surface_rhs_block_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,0,0.075,0.024999999999999998,1,eq23_free_surface,3,0.44999999999999996,0.30000000000000004,0.8781456643431681,-90.0,3.141592653589793,2.7587759678822255,3.937009487372171,4.510208003249126,0.872910846802625,0.700728808688653,0.6116737777714066,0.700728808688653,0.0,0.8729108468026251,0.0,diagnostic_inner_free_surface_rhs_block_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,0,0.075,0.024999999999999998,2,eq23_inner_control,0,-0.44999999999999996,0.3,0.8781456643431703,-90.0,1.200915731519466,1.0545789428753258,1.8027617150777873,4.510208003249126,0.3997070010471998,0.5849796642868145,0.23382046728568032,0.7856205319316264,0.0,0.39970700104719986,0.0,diagnostic_inner_free_surface_rhs_block_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,0,0.075,0.024999999999999998,2,eq23_inner_control,1,-0.15,0.3,0.11875007148046221,-90.0,0.730870386449261,0.08679091063380277,1.8027617150777873,4.510208003249126,0.3997070010471998,0.048143306965034945,0.01924321684748888,0.8397421681724169,0.0,0.39970700104719986,0.0,diagnostic_inner_free_surface_rhs_block_not_hard_gate
