row_count,pass_count,fail_count,max_relative_error,relative_error_limit,finite_outputs,provider_route_unique,force_assembly_route_unique,empirical_output_scaling_used,acceptance_status,reference_file
4,4,0,0.016855662814512024,0.05,True,matched_bie_station_sweep,eq32_stokes_body_plus_end,False,PASS,D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\benchmarks\ma2005\wigley_iii_coefficients_digitized.csv
