outer_panel_index,xi_mid,eta_mid,panel_length,arc_mid,normalized_arc_mid,s_nu,k_contribution,k_fraction,cumulative_k_fraction,s_nu_left,s_nu_right,k_contribution_linear_exact,k_contribution_endpoint_average,k_contribution_within_panel_slope,s_nu_weak_projected_left,s_nu_weak_projected_right,k_contribution_weak_projected,k_contribution_weak_projection_error,s_nu_endpoint_jump_to_next
0,4.550655991698788,-0.0379249282244714,0.0030223058361245,0.00151115291806225,9.580375911515721e-05,-0.0783572885507879,1.855654882222833e-05,0.01843293978480795,0.01843293978480795,-0.2463356221582842,0.0896210450567083,4.698306856538525e-05,1.8556548822228352e-05,2.8426519743156894e-05,-0.2466527100308289,0.09025522080179767,4.7069259563409536e-05,3.038768907680393e-10,0.0221380543614242
1,4.547781753471762,-0.0390400579979575,0.0031436733862826,0.0045941425292658,0.00029125849472524994,0.0413655250444884,5.3791604750684724e-06,0.005343328766552906,0.023776268551360856,0.1117590994181325,-0.0290280493291557,1.0571728558408768e-05,5.3791604750684724e-06,5.192568083340298e-06,0.09025522080179767,0.013065169645241521,9.950672839151505e-06,1.39273995184777e-06,0.0713546411878613
2,4.544779831023632,-0.0401664102382671,0.003269105912919,0.0078005321788666,0.0004945365203625166,0.0069489763018111,1.578594743532026e-07,0.00015680793950912034,0.023933076490869978,0.0423265918587056,-0.0284286392550841,1.5217039623859956e-06,1.5785947435318678e-07,1.3638444880328092e-06,0.013065169645241521,-0.030183283171010912,7.490388240279754e-07,9.923403490140702e-07,-0.0396298593951596
3,4.541654383552109,-0.0413266937816877,0.0033987038816033,0.01113443707612775,0.0007058987312098591,-0.0159146479363545,8.608101886819942e-07,0.0008550761526904967,0.024788152643560473,-0.0680584986502437,0.0362292027775348,3.941147471086946e-06,8.608101886819885e-07,3.080337282404957e-06,-0.030183283171010912,-0.008000117277569472,1.378176989588399e-06,1.9435711017500854e-06,-0.0669856919707745
4,4.538421044109386,-0.0425738472490247,0.0035325677554723,0.01460007289466555,0.0009256123916683959,-0.0262184652285413,2.4283150493045706e-06,0.002412139536892564,0.02720029218045304,-0.0307564891932397,-0.0216804412638429,2.4525645508368258e-06,2.4283150493045706e-06,2.4249501532255597e-08,-0.008000117277569472,-0.018526579515780947,6.540559018475127e-07,7.060069309510105e-07,-0.004589373970697898
5,4.535071594560641,-0.0438979731981331,0.0036707996997161,0.01820175662225975,0.0011539511892335553,-0.0021490576732983,1.695340077346634e-08,1.6840470639167884e-05,0.02721713265109221,-0.0262698152345408,0.0219716998879448,7.28857215240957e-07,1.6953400773461606e-08,7.119038144674954e-07,-0.018526579515780947,-0.021484395253536466,1.4718019331564868e-06,1.9723195972942038e-06,-0.0967108576940724
6,4.531608971949126,-0.0453164454523117,0.0038135021622115,0.02194390755322355,0.0013911952974091442,-0.0244598278473036,2.2815541941370533e-06,0.0022663562863546594,0.02948348893744687,-0.0747391578061276,0.0258195021115206,5.495079359167377e-06,2.2815541941370346e-06,3.213525165030343e-06,-0.021484395253536466,-0.00448359586197169,7.347464661667569e-07,2.721014123064822e-06,-0.0476367082089423
7,4.528037897986777,-0.0468516301072224,0.0039607785764282,0.025831047922543402,0.0016376314159104101,-0.005857765182649,1.3590783083729963e-07,0.00013500252046366124,0.02961849145791053,-0.0218172060974217,0.0101016757321241,4.7218288864239236e-07,1.3590783083729037e-07,3.362750578051019e-07,-0.00448359586197169,-0.017487464860310532,5.338083666591541e-07,7.702332186618464e-07,-0.0641739045491912
8,4.524351424403064,-0.0484961119120696,0.0041127333211017,0.029867803871308354,0.0018935528318701313,-0.0208777133656916,1.7926537392489028e-06,0.0017807124992446639,0.031399203957155196,-0.0540722288170671,0.0123168020856834,3.3032275888825568e-06,1.7926537392489457e-06,1.5105738496336119e-06,-0.017487464860310532,-0.024406316536142073,1.8209597233348956e-06,1.8418543986898108e-06,-0.0753770424018897
9,4.520553741155931,-0.0502685224103062,0.0042694709471309,0.034058906005424654,0.0021592594552598886,-0.0221101330534823,2.08716495843546e-06,0.0020732619178474,0.03347246587500259,-0.0630602403162063,0.0188399742092417,4.473672962266014e-06,2.08716495843546e-06,2.3865080038305538e-06,-0.024406316536142073,-0.022959630917761056,2.3954193484004283e-06,2.313504002633143e-06,-0.0934977976581061
10,4.516651186765055,-0.0521901084447424,0.0044310962327066,0.0384091895953434,0.002435057831552359,-0.0140609882559759,8.760781986476771e-07,0.0008702424592611539,0.03434270833426374,-0.0746578234488644,0.0465358469369125,6.29970518180173e-06,8.760781986476836e-07,5.423626983154046e-06,-0.022959630917761056,-0.013554641630747549,1.5096486837405027e-06,4.692531324040955e-06,-0.1110990002633859
11,4.51265392963884,-0.0542872078284603,0.0045977179960888,0.04292359670974111,0.0027212612769919515,-0.0265577746882192,3.2428412909018035e-06,0.003221240049511741,0.03756394838377548,-0.0645631533264734,0.0114476039500353,5.4565027437241645e-06,3.242841290901767e-06,2.2136614528223966e-06,-0.013554641630747549,-0.024568457850656554,1.717024027015884e-06,3.1600104498949457e-06,-0.0853775901690676
12,4.508562014225575,-0.0565652565346692,0.0047694342786,0.0476071728470855,0.003018189665043515,-0.0070764916038403,2.3883768892995283e-07,0.00023724674132912654,0.03780119512510462,-0.0739299862190323,0.0597770030113515,7.344324569321533e-06,2.388376889299595e-07,7.105486880391572e-06,-0.024568457850656554,-0.01867936523466283,2.2439409339576884e-06,7.50269524317666e-06,-0.1615474337152637
13,4.504396607917974,-0.0590628822356121,0.0049463679222603,0.05246507394751566,0.0033261698709300624,-0.0250517268540875,3.104286188837145e-06,0.003083607891845848,0.04088480301695046,-0.1017704307039122,0.051666976995738,1.2808663552113955e-05,3.104286188837046e-06,9.704377363276907e-06,-0.01867936523466283,-0.010811097392234134,1.1009674346988925e-06,9.260037961053833e-06,-0.1162891239013785
14,4.50017416238553,-0.0618089869249889,0.0051286034015082,0.05750255960939991,0.0036455353415775116,-0.014388892652116,1.0618272368232147e-06,0.0010547541843980116,0.04193955720134847,-0.0646221469056405,0.0358443616014065,5.375632034924596e-06,1.061827236823362e-06,4.313804798101236e-06,-0.010811097392234134,-0.03140025277332854,2.465707534673705e-06,6.4944597924204046e-06,-0.1528187459283171
