period_s,matrix,scaled_change,passed
1.6,A,0.04941442952756529,True
1.6,B,0.025957838873286617,True
2.0,A,0.05810332007614666,False
2.0,B,0.02133522457976652,True
3.0,A,0.0754518112486485,False
3.0,B,0.021670026921589643,True
5.0,A,0.10149150498047875,False
5.0,B,0.0874625880925899,False
8.0,A,0.09852357177158158,False
8.0,B,0.2026998446534141,False
