candidate,fn_b,route,metric,median_relative_error,nrmse
sun2007_uncorrected,1.67,matched_raw_damping_only,heave_motion,0.5313176905856314,0.4957381354538251
sun2007_uncorrected,1.67,matched_raw_damping_only,pitch_motion,0.5672275306991781,0.5241663464516495
sun2007_uncorrected,1.67,matched_raw_damping_only,heave_peak,0.2624309963329261,
sun2007_uncorrected,1.67,matched_raw_damping_only,pitch_peak,0.0017468472568936,
sun2007_uncorrected,1.67,matched_raw_added_and_damping,heave_motion,0.5090213764193097,0.4751324637835998
sun2007_uncorrected,1.67,matched_raw_added_and_damping,pitch_motion,0.4544528714771099,0.4200270280578277
sun2007_uncorrected,1.67,matched_raw_added_and_damping,heave_peak,0.2624309963329261,
sun2007_uncorrected,1.67,matched_raw_added_and_damping,pitch_peak,0.0017468472568936,
sun2007_uncorrected,2.26,matched_raw_damping_only,heave_motion,0.60419734814981,0.554240575100008
sun2007_uncorrected,2.26,matched_raw_damping_only,pitch_motion,0.6373608116161213,0.556701688362794
sun2007_uncorrected,2.26,matched_raw_damping_only,heave_peak,0.1782967950106686,
sun2007_uncorrected,2.26,matched_raw_damping_only,pitch_peak,0.2361504801649759,
sun2007_uncorrected,2.26,matched_raw_added_and_damping,heave_motion,0.6703759733523239,0.5914865302666774
sun2007_uncorrected,2.26,matched_raw_added_and_damping,pitch_motion,0.593034942639603,0.5053105857998867
sun2007_uncorrected,2.26,matched_raw_added_and_damping,heave_peak,0.1782967950106686,
sun2007_uncorrected,2.26,matched_raw_added_and_damping,pitch_peak,0.2361504801649759,
sun2007_uncorrected,2.82,matched_raw_damping_only,heave_motion,0.5657206482928056,0.5412844177953535
sun2007_uncorrected,2.82,matched_raw_damping_only,pitch_motion,0.5294324340704925,0.482259121934565
sun2007_uncorrected,2.82,matched_raw_damping_only,heave_peak,0.1217314107379679,
sun2007_uncorrected,2.82,matched_raw_damping_only,pitch_peak,0.1135161069615059,
sun2007_uncorrected,2.82,matched_raw_added_and_damping,heave_motion,0.7283515037532595,0.6239068777831055
sun2007_uncorrected,2.82,matched_raw_added_and_damping,pitch_motion,0.6004058012794072,0.4841407297954201
sun2007_uncorrected,2.82,matched_raw_added_and_damping,heave_peak,0.1217314107379679,
sun2007_uncorrected,2.82,matched_raw_added_and_damping,pitch_peak,0.1135161069615059,
sun2007_stern_3d_corrected,1.67,matched_raw_damping_only,heave_motion,0.5518253201560276,0.4880687727268437
sun2007_stern_3d_corrected,1.67,matched_raw_damping_only,pitch_motion,0.4985253319988457,0.4110512583524169
sun2007_stern_3d_corrected,1.67,matched_raw_damping_only,heave_peak,0.2624309963329261,
sun2007_stern_3d_corrected,1.67,matched_raw_damping_only,pitch_peak,0.0017468472568936,
sun2007_stern_3d_corrected,1.67,matched_raw_added_and_damping,heave_motion,0.4797076214361669,0.4191455707196659
sun2007_stern_3d_corrected,1.67,matched_raw_added_and_damping,pitch_motion,0.3405285248202385,0.2605932177825582
sun2007_stern_3d_corrected,1.67,matched_raw_added_and_damping,heave_peak,0.2624309963329261,
sun2007_stern_3d_corrected,1.67,matched_raw_added_and_damping,pitch_peak,0.0017468472568936,
sun2007_stern_3d_corrected,2.26,matched_raw_damping_only,heave_motion,0.5993727852092581,0.5195327058514546
sun2007_stern_3d_corrected,2.26,matched_raw_damping_only,pitch_motion,0.4205374266444317,0.3204374691150023
sun2007_stern_3d_corrected,2.26,matched_raw_damping_only,heave_peak,0.1782967950106686,
sun2007_stern_3d_corrected,2.26,matched_raw_damping_only,pitch_peak,0.2361504801649759,
sun2007_stern_3d_corrected,2.26,matched_raw_added_and_damping,heave_motion,0.5702185839157722,0.4800489916648849
sun2007_stern_3d_corrected,2.26,matched_raw_added_and_damping,pitch_motion,0.3519543224086963,0.2832837675360738
sun2007_stern_3d_corrected,2.26,matched_raw_added_and_damping,heave_peak,0.1782967950106686,
sun2007_stern_3d_corrected,2.26,matched_raw_added_and_damping,pitch_peak,0.2361504801649759,
sun2007_stern_3d_corrected,2.82,matched_raw_damping_only,heave_motion,0.5123834748587693,0.4364322571663654
sun2007_stern_3d_corrected,2.82,matched_raw_damping_only,pitch_motion,0.156418547101581,0.1614213363817299
sun2007_stern_3d_corrected,2.82,matched_raw_damping_only,heave_peak,0.1217314107379679,
sun2007_stern_3d_corrected,2.82,matched_raw_damping_only,pitch_peak,0.1123332464438266,
sun2007_stern_3d_corrected,2.82,matched_raw_added_and_damping,heave_motion,0.5358069109748701,0.3802317040299932
sun2007_stern_3d_corrected,2.82,matched_raw_added_and_damping,pitch_motion,0.2801233200053362,0.2842452249280135
sun2007_stern_3d_corrected,2.82,matched_raw_added_and_damping,heave_peak,0.0006613097850586,
sun2007_stern_3d_corrected,2.82,matched_raw_added_and_damping,pitch_peak,0.1085355856476577,
