stage,panel_count,exact_objective,signed_root_defect,root_relative_mismatch,condition_number,dipole_coefficient
source,320,0.003248051268250527,5.8686051048263436e-05,5.8686051048263436e-05,190853.89332891608,7.647789454258359
source,640,0.0027278692681558495,0.00013696179793734346,0.00013696179793734346,427152.4688461389,7.645412935272499
source,1280,0.0026542689094745443,0.00017232511916653892,0.00017232511916653892,1026351.6954901639,7.643739174376201
candidate_factor_1,320,0.0030583772359634833,-0.0002896596950365708,0.0002896596950365708,190804.50581841098,7.641343678294717
candidate_factor_1,640,0.002537770297145061,-0.0002121046887282809,0.0002121046887282809,427034.5907639365,7.639003553167476
candidate_factor_1,1280,0.0024640676458213876,-0.0001773638586212932,0.0001773638586212932,1026062.8719755384,7.637330627398185
candidate_factor_0.5,320,0.003145074252459197,-0.00011539526183834833,0.00011539526183834833,190828.62859663504,7.644549093235302
candidate_factor_0.5,640,0.002624683266419463,-3.750339087372663e-05,3.750339087372663e-05,427093.4541823058,7.64220887178744
candidate_factor_0.5,1280,0.0025510313220970466,-2.4236436926512168e-06,2.4236436926512168e-06,1026206.5062880217,7.640535548300413
candidate_factor_0.25,320,0.0031945183194746797,-2.8334392861810625e-05,2.8334392861810625e-05,190841.2614032488,7.646151332197561
candidate_factor_0.25,640,0.00267424138460076,4.9764661452967004e-05,4.9764661452967004e-05,427122.96241437213,7.643811059156527
candidate_factor_0.25,1280,0.002600615614147257,8.500280639487935e-05,8.500280639487935e-05,1026278.7057560321,7.642137528204683
