iteration,step_factor,exact_objective,exact_relative_decrease,low_mode_objective_at_source,projected_integral_at_source,unresolved_integral_at_source,jacobian_condition_number,source_curvature_energy,source_maximum_turning_angle_deg,candidate_curvature_energy,candidate_curvature_energy_ratio,candidate_maximum_turning_angle_deg
1,1.0,0.004505122899669651,0.2771015195039981,0.006232027070493429,0.0024960680726641995,0.0037359589978292304,2355.308685721186,21.406023393680112,15.913808673738409,21.31450471899097,0.9957246297919977,15.826809650760406
