time_s,x_from_transom_m,side,status,common_width_m,common_fraction_of_union,elevation_rms_over_beam,elevation_max_over_beam,potential_rms_over_speed_beam
0.0,1.0985454545454545,left,COMPARED,0.9208475393003415,1.0,6.841608598472853e-06,2.9692025614519125e-05,0.0
0.0,1.0985454545454545,right,COMPARED,0.9208475393003415,1.0,6.841608598472836e-06,2.9692025614518956e-05,0.0
0.0007775962305832998,1.0951125,left,COMPARED,0.9197409405351532,0.9999127223630323,3.488162613589974e-05,0.00034361868129051767,5.738217780419042e-06
0.0007775962305832998,1.0951125,right,COMPARED,0.9197409405351532,0.9999127223630323,3.488162613589973e-05,0.00034361868129051767,5.738217780419049e-06
0.0015551924611665996,1.0916795454545454,left,COMPARED,0.9182451341545279,0.9996202227452516,0.0001753040283558968,0.0017594070836669778,0.00021001662682386895
0.0015551924611665996,1.0916795454545454,right,COMPARED,0.9182451341545279,0.9996202227452516,0.0001753040283558971,0.0017594070836669804,0.00021001662682386898
0.0023327886917498993,1.0882465909090908,left,COMPARED,0.9173450581159344,0.9998544510979694,7.608772173232293e-05,0.0006666697013067952,1.811212199823682e-05
0.0023327886917498993,1.0882465909090908,right,COMPARED,0.9173450581159344,0.9998544510979694,7.608772173232276e-05,0.0006666697013067952,1.811212199823682e-05
0.0031103849223331993,1.0848136363636363,left,COMPARED,0.915900690676569,0.9998734852088299,0.00011355162234021099,0.0010950771455646836,7.151076069147349e-05
0.0031103849223331993,1.0848136363636363,right,COMPARED,0.915900690676569,0.9998734852088299,0.00011355162234021099,0.0010950771455646836,7.15107606914735e-05
0.0038879811529164993,1.0813806818181817,left,COMPARED,0.914931699666803,0.9997961104910092,0.00012452479309882835,0.0010921073276432534,3.219775543226867e-05
0.0038879811529164993,1.0813806818181817,right,COMPARED,0.914931699666803,0.9997961104910092,0.0001245247930988282,0.0010921073276432534,3.219775543226868e-05
0.0046655773834997985,1.0779477272727271,left,COMPARED,0.9136502506171275,0.9995013011518991,0.00024038412068833184,0.002387459390155999,0.00010899944115412483
0.0046655773834997985,1.0779477272727271,right,COMPARED,0.9136502506171275,0.9995013011518991,0.0002403841206883318,0.002387459390155999,0.00010899944115412483
0.0054431736140830985,1.0745147727272726,left,COMPARED,0.9126705729010489,0.9999119726122931,9.480551497079893e-05,0.0006641844043880924,0.00011036526619392114
0.0054431736140830985,1.0745147727272726,right,COMPARED,0.9126705729010489,0.9999119726122931,9.480551497079932e-05,0.0006641844043880897,0.00011036526619392116
0.006220769844666399,1.071081818181818,left,COMPARED,0.911497469538495,0.9996123377664707,0.0002052685976407716,0.0020121551486618648,3.984152814258581e-05
0.006220769844666399,1.071081818181818,right,COMPARED,0.911497469538495,0.9996123377664707,0.00020526859764077133,0.0020121551486618648,3.9841528142585804e-05
0.006998366075249699,1.0676488636363637,left,COMPARED,0.9098607200252757,0.9995264263036865,0.0005337798487961092,0.0053376458088717615,0.0001739945419301
0.006998366075249699,1.0676488636363637,right,COMPARED,0.9098607200252757,0.9995264263036865,0.0005337798487961092,0.0053376458088717615,0.0001739945419301
0.007775962305832999,1.0642159090909091,left,COMPARED,0.9091914359588078,0.999587327975861,0.0002374906712497257,0.0023112063062123833,2.8806989766245917e-05
0.007775962305832999,1.0642159090909091,right,COMPARED,0.9091914359588078,0.999587327975861,0.0002374906712497257,0.0023112063062123833,2.880698976624593e-05
