panel_count,shape_mode,value,source_signed_root_defect,finite_difference_step
320,0,-0.026703991343431602,6.445390467983492e-07,2.413590587857256e-05
320,1,-0.05769383945838693,6.445390467983492e-07,1.1171489739021926e-05
320,2,-0.08405588671575367,6.445390467983492e-07,7.667809511996749e-06
320,3,-0.10265343662149048,6.445390467983492e-07,6.2785966356252205e-06
320,4,-0.11521894418020252,6.445390467983492e-07,5.593969701852963e-06
320,5,-0.1238403523716382,6.445390467983492e-07,5.204497415312029e-06
320,6,-0.12996835293915251,6.445390467983492e-07,4.959122337461336e-06
320,7,-0.13449447729079392,6.445390467983492e-07,4.7923184615185085e-06
320,8,-0.13795451243057397,6.445390467983492e-07,4.672097271647302e-06
320,9,-0.14068539078412884,6.445390467983492e-07,4.581366440999854e-06
320,10,-0.1429043256440194,6.445390467983492e-07,4.510318310708551e-06
320,11,-0.31575633258165203,6.445390467983492e-07,4.452991526050535e-06
320,12,-0.2860613039233687,6.445390467983492e-07,4.405586615278328e-06
320,13,-0.0814326349478351,6.445390467983492e-07,4.3655839748790075e-06
320,14,-0.03233427499621457,6.445390467983492e-07,4.331255575213021e-06
320,15,0.03690841982583804,6.445390467983492e-07,4.301381571128217e-06
