outer_panel_index,xi_mid,eta_mid,panel_length,arc_mid,normalized_arc_mid,s_nu,k_contribution,k_fraction,cumulative_k_fraction,s_nu_left,s_nu_right,k_contribution_linear_exact,s_nu_weak_projected_left,s_nu_weak_projected_right,k_contribution_weak_projected,k_contribution_weak_projection_error,s_nu_endpoint_jump_to_next
10,4.366051314713285,0.3638754763434686,0.0090447439140175,0.07410743087029265,0.004706850899215235,0.0338765032760681,1.0379906165512262e-05,0.02163266576288883,0.24590645735025976,0.0971408492564172,-0.0293878427042812,2.2446732593638552e-05,0.03437621516875033,0.03401900370869539,1.0577711553281556e-05,1.1999721899582962e-05,0.1247288308272479
11,4.373068405803945,0.3578320133320012,0.0094807316660973,0.08337016866035005,0.005295163369156812,0.0329715434578221,1.0306718398162257e-05,0.021480135818612925,0.2673865931688727,0.0953409881229667,-0.0293979012073233,2.259990161639845e-05,0.03401900370869539,0.03214241501039358,1.0377862938385929e-05,1.1926197851635758e-05,0.12000499615416241
12,4.380662877491302,0.3517904284906178,0.0099316141908154,0.09307634158880639,0.005911640127826329,0.0293631362825594,8.562975904685612e-06,0.017846018328875002,0.2852326114977477,0.0906070949468391,-0.0318808223817193,2.098021647095399e-05,0.03214241501039358,0.026093652746346528,8.45089848277247e-06,1.1221728999113393e-05,0.1146286151543152
13,4.388838616031113,0.3457534050558802,0.0103975912443682,0.10324094430639819,0.006557233543757868,0.0235487965696856,5.765940761389811e-06,0.012016743437834997,0.29724935493558274,0.0827477927725959,-0.0356501996332241,1.7912133574668e-05,0.026093652746346528,0.02275001744219863,6.211081060880833e-06,1.1477772255306629e-05,0.1146280347899919
14,4.397605120769319,0.3397294273985443,0.010878834943426,0.11387915740029528,0.007232907795030897,0.0218056581229983,5.172741611870467e-06,0.010780462615276274,0.308029817550859,0.0789778351567678,-0.0353665189107705,1.7025804606565338e-05,0.02275001744219863,0.01960349563862419,4.887643697996304e-06,1.1213997439570541e-05,0.1080452944002273
15,4.406971847270993,0.33372530045657,0.0113755306483089,0.12500634019616275,0.007939638412101258,0.0176068918683149,3.5264445467386566e-06,0.007349430235161911,0.31537924778602094,0.0726787754894568,-0.0374649917528269,1.5026773736171033e-05,0.01960349563862419,0.017318620756602926,3.881851194369051e-06,1.1036441116807152e-05,0.1077566970544494
16,4.416948537563172,0.327747723124743,0.01188781742098,0.13663801423080718,0.008678411228084704,0.0174331866332488,3.612897874018224e-06,0.007529606809333883,0.3229088545953548,0.0702917053016225,-0.0354253320351256,1.4684509622106903e-05,0.017318620756602926,0.016463323309173227,3.392377685983127e-06,1.0896682979780424e-05,0.1007552338256849
17,4.427545326899351,0.3218023242455431,0.0124158547075399,0.14878985029506714,0.009450221555800525,0.0144012876185102,2.5750120750095136e-06,0.005366558682309105,0.3282754132776639,0.0653299017905593,-0.0365273265535388,1.3309444450269513e-05,0.016463323309173227,0.012562271118686269,2.6307888361900484e-06,9.928091616608726e-06,0.0959044870767863
18,4.438769138692025,0.3158878938786073,0.0129597583775947,0.16147765683763443,0.010256073451253178,0.0105596667863547,1.4450981093155286e-06,0.0030117155102300126,0.3312871287878939,0.0593771605232475,-0.0382578269505384,1.1740104210016258e-05,0.012562271118686269,0.008128919358928833,1.408326896886596e-06,9.381887488448661e-06,0.0906147620446317
19,4.45062886716582,0.310004675757922,0.013519651123645,0.17471736158825427,0.011096978546450323,0.0056150347660319,4.26255880940631e-07,0.000888355911394632,0.3321754846992886,0.0523569350940933,-0.0411268655620298,1.027219078187188e-05,0.008128919358928833,0.003273858002584295,4.660241942503829e-07,8.849899310136672e-06,0.0866896178974973
20,4.46313451922011,0.3041535174865434,0.0140956238136008,0.18852499905687717,0.011973955255425378,0.0008748596302341,1.0788499711047522e-08,2.2484211765569073e-05,0.33219796891105413,0.0455627523354675,-0.0438130330749992,9.393811852828272e-06,0.003273858002584295,-0.0019873247570358086,3.8346612951802354e-08,8.311613795055185e-06,0.0839372455562323
21,4.476298287047038,0.2983386267528504,0.0146877685117534,0.20291669521955427,0.012888027801579233,-0.002305414054307,7.806451968611954e-08,0.00016269353839837313,0.3323606624494525,0.0401242124812331,-0.0447350405898472,8.89206323175743e-06,-0.0019873247570358086,-0.00020693774217352476,2.155936961395774e-08,9.209165499060004e-06,0.08845989667729931
22,4.490138530398153,0.2925784862558991,0.0152961394889046,0.2179086492198833,0.01384022505546797,0.003293449090012,1.6591427148164338e-07,0.00034578038789799206,0.3327064428373505,0.0437248560874521,-0.0371379579074278,8.500773906837405e-06,-0.00020693774217352476,0.005648084292805294,1.5691227349057507e-07,9.59057917561835e-06,0.0802452990483884
23,4.504669682115496,0.2868823205494535,0.0159207927224844,0.23351711532557778,0.01483157938879447,0.0041318380540285,2.718011378453046e-07,0.0005664582198744928,0.333272901057225,0.0431073411409606,-0.0348436650329038,8.333505965669862e-06,0.005648084292805294,6.831732840779491e-05,1.7136815157269636e-07,6.97471631756265e-06,0.07239364424919051
24,4.5198975719905,0.2812369320468232,0.0165617736178999,0.24975839849576992,0.01586312639287058,0.0007029693682905,8.184264307962426e-09,1.7056749017398686e-05,0.33328995780624243,0.0375499792162867,-0.0361440404797055,7.5035027296664695e-06,6.831732840779491e-05,0.0077071682846348135,3.3085810335769205e-07,9.297709640040853e-06,0.0878257852891399
25,4.535844128661125,0.2756725753017062,0.0172190592253791,0.26664881491740944,0.016935902372130485,0.016649986828126,4.77350309342827e-06,0.009948413337429575,0.343238371143672,0.0516817448094344,-0.018381771153183,1.1817384392420614e-05,0.0077071682846348135,0.021263652002919884,3.876732765176633e-06,1.0114086601719457e-05,0.0730267510228141
26,4.55252661851476,0.270206275494987,0.0178926953359862,0.2842046921980921,0.018050944356377958,0.020810180739764,7.748675457089049e-06,0.016148942350292888,0.35938731349396486,0.0546449798696311,-0.0130246183901028,1.4576490018018532e-05,0.021263652002919884,0.019751378001629342,7.528329243681352e-06,6.527688905366251e-06,0.0639428103077785
27,4.5699461858695285,0.2648069872876137,0.0185826233247833,0.30244235152847676,0.019209288967852185,0.0186344386488639,6.452672933169966e-06,0.013447955560937046,0.3728352690549019,0.0509181919176757,-0.0136493146199476,1.2908528536064062e-05,0.019751378001629342,0.017708067498555864,6.5252963713401825e-06,6.053884251592399e-06,0.0615974832234981
28,4.58811245459839,0.2594656359747266,0.019288821453698,0.32137807391771744,0.020411970276708838,0.017177716691294,5.6916287511980495e-06,0.011861870469523592,0.38469713952442547,0.0479481686035505,-0.0135927352209617,1.177931396483627e-05,0.017708067498555864,0.0164945433523689,5.643472599745463e-06,5.850079016253932e-06,0.0589829809159847
29,4.607039208545226,0.2541851272810914,0.0200112271441601,0.3410280982166465,0.021660019675464767,0.016027180044468,5.140293925691839e-06,0.010712838694723547,0.395409978219149,0.045390245695023,-0.0133358856060867,1.0891451397419385e-05,0.0164945433523689,0.015601697484888103,5.155064211211533e-06,5.577619557029186e-06,0.0562532782603623
30,4.626739925761235,0.2489669555408818,0.0207497618682422,0.3614085927228476,0.022954464075525847,0.0148723520108275,4.589574555815345e-06,0.009565089585269144,0.40497506780441817,0.0429173926542756,-0.01317268863262,1.002963856446787e-05,0.015601697484888103,0.0135106877922371,4.4040768705949204e-06,5.044092836420243e-06,0.0534198268764054
31,4.647227885828385,0.24381142527188,0.0215043349619844,0.3825356411379609,0.02429632501528085,0.0135209579873172,3.931343056969978e-06,0.008193275449180137,0.4131683432535983,0.0402471382437854,-0.0132052222691514,9.051444291331597e-06,0.0135106877922371,0.015130735583243241,4.414872141344645e-06,5.448921482336951e-06,0.0551179720530998
32,4.668518782528706,0.2387287881549258,0.0222748224392833,0.4044252198385947,0.025686617216488742,0.0163400293494284,5.9473009467471445e-06,0.01239471451098074,0.42556305776457903,0.0419127497839484,-0.0092326910850912,1.0802945166524119e-05,0.015130735583243241,0.01543134164617397,5.201564668606703e-06,4.9378701671149005e-06,0.0443625528701316
33,4.6906237556069135,0.2337094123834253,0.0230610966125537,0.4270931793645132,0.02712634740852154,0.0105718241983985,2.577388107516152e-06,0.005371510549526232,0.43093456831410526,0.0351298617850404,-0.0139862133882435,7.213415783861877e-06,0.01543134164617397,0.003633489193815808,2.362979569571007e-06,2.701250394660858e-06,0.0388499688183571
34,4.713549887901001,0.2287244064496236,0.0238630070832837,0.4505552312124319,0.028616513489586964,0.0015426956329653,5.679180479607347e-08,0.00011835927142642461,0.43105292758553165,0.0248637554301136,-0.0217783641641826,4.382930915853332e-06,0.003633489193815808,0.005663530893559014,5.238423558030871e-07,4.941098672200762e-06,0.0584196188912859
35,4.737320632098887,0.223821091828945,0.024680363582623,0.4748269165453852,0.03015810253933875,0.0144617095023824,5.1616769499769485e-06,0.010757402856478344,0.44181033044201,0.0366412547271033,-0.0077178357223384,9.208699018295316e-06,0.005663530893559014,0.021698614858342194,5.148292948049833e-06,7.516752363703558e-06,0.0530401886443123
36,4.761958995217717,0.219048923217504,0.0255129934905477,0.4999235950819706,0.0317520901131894,0.0239321444281024,1.4612504181359882e-05,0.030453783866029146,0.47226411430803916,0.0453223529219739,0.0025419359342306,1.850358453132604e-05,0.021698614858342194,0.022843303038118875,1.2657118662112794e-05,4.1724997933522554e-06,0.0367113896218601
37,4.787468801786278,0.2143629182125078,0.0263606731903529,0.525860428422421,0.033399439183284245,0.0187489402726761,9.26637663087495e-06,0.019311969230973187,0.49157608353901233,0.0392533255560907,-0.0017554450107384,1.2960647622581914e-05,0.022843303038118875,0.014631597158642165,9.403152084489817e-06,2.362902726328626e-06,0.033775443304110794
38,4.813855380637561,0.209721115447019,0.0272231742527408,0.5526523521439679,0.035101098366169516,0.0124526370445301,4.221447795617117e-06,0.008797880033009152,0.5003739635720215,0.0320199982933724,-0.0071147242043125,7.695865538742958e-06,0.014631597158642165,0.011816472342621735,4.7786336600326565e-06,3.0087365904209725e-06,0.0377692799532728
39,4.841134185681256,0.2051358456597402,0.0281002427785998,0.5803140606596382,0.03685800096111571,0.0119357982113351,4.00325272529744e-06,0.008343141719187156,0.5087171052912086,0.0306545557489603,-0.00678295932629,7.285285058995244e-06,0.011816472342621735,0.011058252495275568,3.6772305689983897e-06,3.1574181125598436e-06,0.0360450840476558
40,4.869320940832528,0.2006230551493348,0.028991617029843,0.6088599905638595,0.03867106389233224,0.0113514695865325,3.735739796601392e-06,0.007785620516060989,0.5165027258072696,0.0292621247213658,-0.0065591855483003,6.835828552359203e-06,0.011058252495275568,0.013522113586532793,4.393809543879634e-06,3.5667626405178775e-06,0.037548236707660596
41,4.89842972848785,0.196192209807254,0.0298969957704174,0.6383042969639897,0.040541186205690936,0.0137905868366741,5.685819185226359e-06,0.011849762807191286,0.5283524886144609,0.0309890511593603,-0.0034078774860119,8.633535159117726e-06,0.013522113586532793,0.010232253605649647,4.244459201082389e-06,2.5202745498910928e-06,0.0256361538292798
42,4.928469733349001,0.1918205703258881,0.0308160868950657,0.6686608382967312,0.04246924810435752,0.0057462636458822,1.0175331953198289e-06,0.00212063145523742,0.5304731200696984,0.0222282763432679,-0.0107357490515035,3.8079991234066056e-06,0.010232253605649647,0.003735654644237719,1.61145839201375e-06,1.8461588817001606e-06,0.030779906466649902
43,4.959451505514952,0.1874958177990235,0.0317485504498446,0.6999431569691863,0.04445610971922976,0.0042708645547081,5.791025782114475e-07,0.0012069022895889717,0.5316800223592874,0.0200441574151464,-0.01150242830573,3.2120814881609103e-06,0.003735654644237719,0.004665524253008544,5.62489274896929e-07,2.7906431195458588e-06,0.0323977738456271
44,4.99139134591273,0.1832475749079358,0.0326940529375242,0.7321644586628707,0.04650260979445501,0.0057742670956075,1.0900903601577653e-06,0.0022718471666912476,0.5339518695259785,0.0208953455398971,-0.009346811348682,3.581889545970184e-06,0.004665524253008544,0.007548936685854231,1.2420831308357716e-06,2.993232411728393e-06,0.0340744480180008
45,5.02430345614538,0.1790958104614266,0.0336522266985571,0.7653375984809113,0.04860956480758486,0.0102291249101544,3.5212006203823316e-06,0.00733850141708372,0.5412903709430623,0.0247276366693188,-0.0042693868490096,5.879176734377457e-06,0.007548936685854231,0.013026368723822948,3.6457471824559175e-06,3.333054483740577e-06,0.0336906064955321
46,5.058200668872592,0.1750545332742906,0.0346226957528136,0.7994750597065967,0.05077776762044818,0.0155002863901319,8.318410041003702e-06,0.017336320890219793,0.5586266918332821,0.0294212196465225,0.0015793531337412,1.0554948276481958e-05,0.013026368723822948,0.017444322345000512,8.092787835874084e-06,3.0050720276866503e-06,0.0279487651963394
47,5.093092404521611,0.1711122353489498,0.035605061372033,0.8345889382690199,0.0530079864925037,0.0161433907563534,9.279001757432172e-06,0.019338281139642845,0.5779649729729248,0.0295281183300806,0.0027586631826262,1.1405228402983182e-05,0.017444322345000512,0.012014272182127764,7.812082242814593e-06,1.4223217064444379e-06,0.0175650495173042
48,5.1289839643894,0.1672205102697377,0.0365989140107979,0.8706909259604354,0.055300964014909144,0.0074948597899424,2.0558679885266504e-06,0.004284615326888627,0.5822495882998134,0.0203237126999304,-0.0053339931200455,4.0636779085824966e-06,0.012014272182127764,0.005032004149605193,2.807376663002704e-06,1.1024210615722555e-06,0.0234900719677097
49,5.165884908781647,0.1633702533847002,0.0376038209218882,0.9077922934267784,0.057657416030183026,0.0058577863120863,1.290324743791652e-06,0.0026891537806741266,0.5849387420804876,0.0181560788476642,-0.0064405062234916,3.186158970498157e-06,0.005032004149605193,0.007717063670832135,1.5506115287826073e-06,2.342381077559759e-06,0.0274261334567849
50,5.2038097720429,0.1596036991428371,0.0386193384963695,0.9459038731359073,0.06007803055045156,0.0091655507739514,3.244307165481384e-06,0.006761430346662524,0.59170017242715,0.0209856272332933,-0.0026545256853907,5.042863922939869e-06,0.007717063670832135,0.009090994086315654,2.7336702020867636e-06,2.036086679451144e-06,0.0219826673869136
51,5.242768314715693,0.1559223890173406,0.0396450077037548,0.9850360462359694,0.06256346692277234,0.0079704079529612,2.5185443788221183e-06,0.005248874882615334,0.5969490473097653,0.0193281417015229,-0.0033873257956003,4.223254811739787e-06,0.009090994086315654,0.007128962536962478,2.6202394767760117e-06,1.4237145428402993e-06,0.0220587193714926
52,5.282768413778031,0.1523132700427053,0.0406803517922306,1.0251987259839621,0.06511435477661795,0.0077681841387462,2.4548430070031552e-06,0.00511611544691102,0.6020651627566763,0.0186713935758923,-0.0031350252983995,4.066869422324355e-06,0.007128962536962478,0.009429159130573905,2.8062835021676e-06,1.9806614072870724e-06,0.0251308570646198
53,5.323820449837057,0.1487952740447842,0.0417248812263839,1.0664013424932692,0.06773129305513267,0.0115171964214266,5.534630809697719e-06,0.011534672521894494,0.6135998352785709,0.0219958317662203,0.001038561076633,7.061786479280589e-06,0.009429159130573905,0.012926075235637218,5.25558931052381e-06,2.084126594866006e-06,0.023042468702202702
54,5.365933518048557,0.1453792305723865,0.0427780951368611,1.1086528306748917,0.07041484924923322,0.0140078235807341,8.393880245870916e-06,0.017493607641267086,0.6310934429198379,0.0240810297788357,0.0039346173826325,9.840770646519295e-06,0.012926075235637218,0.01531212501231662,8.548065461222823e-06,1.810441855829782e-06,0.0199286073251688
55,5.409114180518966,0.1420513595723654,0.0438394739181439,1.1519616152023944,0.07316555844267406,0.0141718766143238,8.804811424689934e-06,0.018350025483701696,0.6494434684035396,0.0238632247078013,0.0044805285208461,1.0177311777688105e-05,0.01531212501231662,0.010263511311811966,7.26211122135312e-06,8.346061659514871e-07,0.0112094993800653
56,5.453366597913517,0.1387693083268092,0.0449084933162399,1.196335598819586,0.07598392256942274,0.0063867476160042,1.8318419224622583e-06,0.003817724689143958,0.6532611930926836,0.0156900279009114,-0.002916532668903,3.127467284292826e-06,0.010263511311811966,0.004993401673517253,2.7173165162420786e-06,7.348639276230313e-07,0.0165775767758818
57,5.498697080920923,0.135524084231159,0.0459846074641469,1.2417821492097794,0.0788704095796756,0.0047126010987492,1.0212541725208152e-06,0.0021283863091654557,0.655389579401849,0.0136610441069788,-0.0042358419094804,2.248654350134937e-06,0.004993401673517253,0.002949312101398535,7.412657736501002e-07,9.883029880361617e-07,0.0150911314734802
58,5.545113614586133,0.1323359292648713,0.0470672706270568,1.2883080882553815,0.08182545275769261,0.0022498695405489,2.3825042668423588e-07,0.0004965354952292451,0.6558861148970783,0.0108552895639998,-0.0063555504829018,1.4000786055101745e-06,0.002949312101398535,0.0038849142096302604,5.530219917196422e-07,1.3557054821462798e-06,0.0201930144227758
59,5.592623401130263,0.1292252412244655,0.0481559136019146,1.335919680369867,0.08484944998071563,0.0055541078858081,1.4855191321748943e-06,0.003095956587496783,0.658982071484575,0.013837463939874,-0.0027292481682577,2.586908883781698e-06,0.0038849142096302604,0.0048851766691808745,9.299870317950697e-07,1.3042189661106927e-06,0.0157417708877743
60,5.641232233678919,0.12619979332641,0.049249971753879,1.3846226230477638,0.08794276311876129,0.0050474945821915,1.25475145706257e-06,0.002615015825125502,0.6615970873097005,0.0130125227195166,-0.0029175335551335,2.2962516619014356e-06,0.0048851766691808745,0.008178068393338195,2.145608881264779e-06,1.6250576455310491e-06,0.022016974409228
61,5.690945488656739,0.1232732856097455,0.0503488552645405,1.4344220365569735,0.09110571737994022,0.0114262072005242,6.573456468698164e-06,0.013699679402374354,0.675296766712075,0.0190994408540945,0.0037529735469538,7.5616117403435875e-06,0.008178068393338195,0.011838809834561275,5.0996143079432014e-06,1.6170155022256647e-06,0.0138214317369538
62,5.741767081099937,0.1204422891696881,0.0514519817974158,1.4853224550879518,0.09433860074830709,0.0101924920686472,5.3451866083766796e-06,0.011139853626371925,0.6864366203384468,0.0175744052839076,0.0028105788533868,6.27977142877698e-06,0.011838809834561275,0.009144035668305918,5.694453333525559e-06,6.291477038673415e-07,0.012481265549874
63,5.793698418924407,0.1176690379546492,0.0525587475100844,1.5373278197417017,0.09764166353850083,0.0081887057168432,3.524321627637009e-06,0.00734500587923467,0.6937816262176815,0.0152918444032608,0.0010855670304257,4.408264790577236e-06,0.009144035668305918,0.006595823856299184,3.283708124768274e-06,6.006146926781991e-07,0.011831440114618001
64,5.846742305955504,0.1149482162704222,0.0536685512418649,1.5904414691176765,0.10101511779794577,0.0060824673067462,1.9855436473671053e-06,0.0041380530224668,0.6979196792401483,0.0129170071450437,-0.0007520725315514,2.8211797133463088e-06,0.006595823856299184,0.0071183510460482505,2.5246975194345005e-06,9.329478949946587e-07,0.015407125647205
65,5.900902071725112,0.1122969953610907,0.054780778488,1.6446661339826087,0.10445913696824821,0.0080701924994673,3.56776292365184e-06,0.007435541479654442,0.7053552207198027,0.0146550531156536,0.001485331883281,4.3595348847492534e-06,0.0071183510460482505,0.007330321844173426,2.8592707566656176e-06,8.566588520688868e-07,0.0102664599305359
66,5.956179423766244,0.1097116942030794,0.0558948147668073,1.7000039306100123,0.10797385546216239,0.0054126688381142,1.637549491172443e-06,0.0034128016426990394,0.7087680223625017,0.0117517918138169,-0.0009264541375883,2.3862508484226215e-06,0.007330321844173426,0.0038459866870925344,1.8020032209174331e-06,3.9544434354214993e-07,0.0100694333634549
67,6.012574615811776,0.1071707558268125,0.0570100357513371,1.7564563558690844,0.11155936835166752,0.0030378863940718,5.26131580845053e-07,0.0010965059273403998,0.709864528289842,0.0091429792258666,-0.0030672064377229,1.2344272767616552e-06,0.0038459866870925344,0.002503590300476944,5.831813663809698e-07,5.621842764484704e-07,0.012783791957299201
68,6.070088997118724,0.1046891521137977,0.0581258168139838,1.814024282151745,0.11521573104576434,0.0038370318412152,8.557755517975977e-07,0.0017835138569555233,0.7116480421467977,0.0097165855195763,-0.0020425218371458,1.5255622734605165e-06,0.002503590300476944,0.006651060410168375,1.3011677086785787e-06,1.2574339570986495e-06,0.0164713279692786
69,6.128724002882597,0.1023010374739509,0.0592415260051581,1.8727079535613158,0.11894295904840335,0.0087589680761156,4.544981543354271e-06,0.009472153703330646,0.7211201958501283,0.0144288061321328,0.0030891300200984,5.179795244404465e-06,0.006651060410168375,0.00866206464244285,3.492878075941696e-06,9.519335269849376e-07,0.0097615024047254
70,6.188478549778826,0.0999954338009319,0.0603565330963897,1.9325069831120898,0.12274102778061857,0.0073917156273251,3.297727657676975e-06,0.006872763496898107,0.7279929593470265,0.0128506324248238,0.0019327988298264,3.8972646447830794e-06,0.00866206464244285,0.007004032497582183,3.717101701238043e-06,4.4302308963559234e-07,0.0108651742734925
71,6.249350436095798,0.0977484545246383,0.0614702012161854,1.9934203502683774,0.12660987242422275,0.0075383530278565,3.4931527633884664e-06,0.007280047139555707,0.7352730064865821,0.0127979731033189,0.002278732952394,4.059981851243206e-06,0.007004032497582183,0.008020582618155048,3.474349826948298e-06,6.817178376656709e-07,0.0107599994690666
72,6.311338116858872,0.095567794197332,0.0625818955118913,2.0554463986324154,0.13054938777495761,0.0079694640712978,3.974723726017398e-06,0.008283684697501799,0.7435566911840839,0.0130387324214606,0.002900195721135,4.510789428945091e-06,0.008020582618155048,0.007347808521685441,3.6976250310441256e-06,4.7237440075237316e-07,0.0078309374567507
73,6.374438712761665,0.0934410656851408,0.0636909788469005,2.1185828358118113,0.13455942823407457,0.0058471786096317,2.177562574346845e-06,0.004538237879754117,0.7480949290638379,0.0107311331778857,0.0009632240413777,2.6839698066943874e-06,0.007347808521685441,0.003920311044293977,2.0840712356249778e-06,2.1626195235695813e-07,0.0060021142896441995
74,6.43864845609245,0.091346732507483,0.0647968147764914,2.182826732623507,0.13863980775777546,0.0022585771621665,3.305396193062678e-07,0.0006888745420072035,0.7487838036058452,0.0069653383310219,-0.0024481840066887,8.090338730502923e-07,0.003920311044293977,0.0011542132189772082,4.5845737160905564e-07,2.4363730002699587e-07,0.0079651205941032
75,6.503963776872784,0.0892873509886756,0.0658987674178614,2.248174523720684,0.14279029989702968,0.0009783228259027,6.307273513232634e-08,0.00013144929984070766,0.7489152529056858,0.0055169365874145,-0.0035602909356093,5.155559652532452e-07,0.0011542132189772082,0.0010749478498930031,8.189986795936192e-08,4.4583875282691443e-07,0.009259728592402601
76,6.5703809584494826,0.0872813518405749,0.0669962025356231,2.314622008697426,0.14701063786773572,0.0013226315409749,1.172000878329386e-07,0.0002442556114712287,0.7491595085171571,0.0056994376567933,-0.0030541745748434,5.450028155292453e-07,0.0010749478498930031,0.0013674425840919397,1.0039027134976637e-07,4.575590691076504e-07,0.0085915968047925
77,6.637895213023022,0.0853340700816697,0.0680884880875674,2.382164354009021,0.15130051467268685,0.0013165772063646,1.1802291982827832e-07,0.000245970467969001,0.749405478985126,0.0055374222299491,-0.0029042678172198,5.223671487985459e-07,0.0013674425840919397,0.0012846246841800978,1.197633450321383e-07,3.964555297068006e-07,0.008295889463580699
78,6.706500874848469,0.0834427021278448,0.0691749947530124,2.450796095429311,0.155659583257647,0.001320910686783,1.206968796570297e-07,0.00025154324274330117,0.7496570222278693,0.0053916216463609,-0.002749800272795,5.02789291602926e-07,0.0012846246841800978,0.0013224787740455707,1.1755367020703297e-07,3.856746457763268e-07,0.0080174341772918
79,6.776191716928648,0.0816062861980786,0.0702550968948583,2.5205111412532464,0.16008745671475752,0.0013413572698343,1.2640573313861338e-07,0.00026344101111299334,0.7499204632389824,0.0052676339044968,-0.0025849193648281,4.874150194132306e-07,0.0013224787740455707,0.0013299032456268426,1.2356376431987614e-07,3.617084265065083e-07,0.0077158409072194
80,6.846960893715004,0.0798237083745041,0.0713281729687917,2.591302776185071,0.16458370852949084,0.0013436061628152,1.2876714725708306e-07,0.00026836241228349225,0.7501888256512659,0.0051309215423913,-0.0024437092167608,4.69805159345836e-07,0.0013299032456268426,0.0013322763742884313,1.2637929620250084e-07,3.4126291390472426e-07,0.0074498381498818
81,6.918800947786696,0.0780938023398273,0.0723936062868381,2.6631636658128857,0.1691478728648473,0.0013525012039533,1.3242669252414266e-07,0.0002759892364901979,0.7504648148877561,0.005006128933121,-0.0023011265252144,4.545540027192369e-07,0.0013322763742884313,0.0013508293415733816,1.3029348810377224e-07,3.2377381318834043e-07,0.0071985555505573
