case_code,omega_e_rad_s,time_step_s,bem_substeps_per_plane,maximum_harmonic_residual_nrmse,maximum_potential_bvp_relative_residual,maximum_pressure_bvp_relative_residual,maximum_free_surface_pressure_abs_pa,minimum_active_plane_count,maximum_active_plane_count,response_calibration_used
C8,7.5165146951017485,0.0014305431266172946,16,0.0401660506394,2.5786108591129667e-15,3.2035099416339166e-15,6.661338147750939e-13,8,11,False
