node,y_over_Vt,material_dphi_dt_over_V2,similarity_material_dphi_dt_over_V2,auxiliary_psi_over_V2,difference_over_V2,cp_from_auxiliary,cp_from_finite_difference,cp_from_similarity_derivative
95,0.1839988225551921,-3.42977674698991,-3.381376716476264,-2.430530197622965,0.9992465493669447,5.842255579464312,7.840748678198202,7.74394861717091
96,0.3679976451103842,-3.4546277986154394,-3.406126401656677,-2.4471410740536985,1.007486724561741,5.843160626793967,7.858134075917448,7.761131281999923
97,0.5519964676655763,-3.4888452204414473,-3.440159052429098,-2.4705197079126306,1.0183255125288166,5.853119888362589,7.889770913420222,7.792398577395524
98,0.7359952902207684,-3.5325075415072047,-3.4835505485724716,-2.5002710550181355,1.0322364864890692,5.870827692296799,7.935300665274936,7.83738667940547
99,0.9199941127759604,-3.5856729858495946,-3.5363590447187274,-2.5364152721055255,1.049257713744069,5.896236704096834,7.994752131584973,7.896124249323239
100,1.1039929353311526,-3.648787878759344,-3.5990253789222213,-2.5792340712912876,1.0695538074680564,5.929532441614407,8.068640056550521,7.969115056876276
101,1.2879917578863447,-3.722637144723401,-3.672324530109578,-2.629229590128675,1.0934075545947262,5.9710894219567905,8.157904531146242,8.057279301918596
102,1.4719905804415367,-3.8083526214737207,-3.7573738866370587,-2.687126758196157,1.1212258632775636,6.021467095241107,8.263918821796235,8.16196135212291
103,1.6559894029967288,-3.9074637926304754,-3.855683267597821,-2.7539030624241545,1.1535607302063209,6.081422983236869,8.388544443649511,8.284983393584202
104,1.8399882255519209,-4.021990252210686,-3.9692460467893556,-2.83084402196384,1.1911462302468458,6.151939182431686,8.534231642925377,8.428743232082716
105,2.023987048107113,-4.154586402310645,-4.100681718368078,-2.919629966673663,1.2349564356369824,6.234262058424942,8.704174929698906,8.596365561813771
106,2.2079858706623052,-4.308760715350357,-4.253451873437116,-3.0224666193755425,1.2862940959748146,6.329956217936246,8.902544409885877,8.791926726059394
107,2.3919846932174975,-4.489209514516577,-4.432188878558564,-3.1422817905313005,1.3469277239852762,6.440973680724132,9.134829128694683,9.020787856778657
108,2.5759835157726894,-4.702335845752387,-4.643206630989258,-3.2830270652665106,1.4193087804858764,6.56973634375283,9.408353904724581,9.290095475198324
109,2.7599823383278816,-4.9570815424469785,-4.895319255736281,-3.4501537579320494,1.5069277845149291,6.719220004661853,9.73307557369171,9.609551000270315
110,2.9439811608830735,-5.266315459324156,-5.2012063426399,-3.6513916007471297,1.6149238585770265,6.892998834874495,10.122846552028548,9.992628318660035
111,3.1279799834382658,-5.649265164134075,-5.579802900040486,-3.8980810469152294,1.7511841172188456,7.09512289863959,10.59749113307728,10.458566604890102
112,3.3119788059934576,-6.136037960135753,-6.060739464376357,-4.2075812935307475,1.9284566666050056,7.329439686479661,11.186353019689673,11.03575602817088
113,3.49597762854865,-6.776669544393092,-6.6932204287409505,-4.60792942761881,2.1687401167742824,7.597124779807282,11.934605013355846,11.767706782051562
114,3.6799764511038418,-7.660997624126677,-7.565499171870508,-5.147675723320911,2.5133219008057655,7.888179417467673,12.914823219079203,12.723826314566868
115,3.8639752736590345,-8.967897673947618,-8.853041219770056,-5.919228500754663,3.0486691731929554,8.15045032900034,14.24778867538625,14.018075767031124
