node,y_over_Vt,z_over_Vt,supplied_psi_over_V2,similarity_psi_over_V2,difference_over_V2
0,4.4159717413246105,0.607282269202848,-15.699150543570624,-24.205550108090307,8.506399564519683
1,4.493071426147029,0.41705751700216975,-9.465617375614013,-16.173133892596255,6.707516516982242
2,4.62161958432513,0.27950614513141697,-6.746669850910367,-7.532846919695842,0.7861770687854754
3,4.8114431030558285,0.2249453913919571,-1.21364307469762,-0.7987356378286209,-0.414907436868999
4,5.004904704832043,0.2004312963883963,-2.0545416338383022,-2.1293857413932553,0.07484410755495308
5,5.196680551221765,0.16299434527941253,-0.7361847192318511,-0.5864643679271379,-0.14972035130471328
6,5.392386765245453,0.15487388404655134,-1.1111564407998809,-1.1911943709626174,0.08003793016273653
7,5.604153842342268,0.12575989050587877,-0.516180725584617,-0.4246145977087533,-0.09156612787586371
8,5.838228559131212,0.12302111261766922,-0.7070550015204661,-0.764188745030403,0.05713374350993694
9,6.092616769115304,0.09753668709921597,-0.3739945613959196,-0.3184353087377783,-0.05555925265814127
10,6.372334508047824,0.09730704569761686,-0.4756486249910149,-0.5142315374885322,0.03858291249751733
11,6.677226729248814,0.0759455867819919,-0.27744788553701977,-0.2433874825456402,-0.03406040299137958
12,7.011462832763987,0.07680779446608235,-0.3310852562451758,-0.35680506082235397,0.02571980457717815
13,7.376324651645636,0.058721121861238734,-0.20800513061292814,-0.18574157768694477,-0.022263552925983365
14,7.775735691598211,0.060151453543995294,-0.23524061098439547,-0.2529634852480669,0.017722874263671418
15,8.212081679036649,0.04547166438481313,-0.15713963137253814,-0.14263608371619696,-0.014503547656341181
16,8.689386472874197,0.04675316139501773,-0.16941797044007847,-0.1808500580191808,0.011432087579102329
17,9.21101370215018,0.03477673149266775,-0.11858755923830279,-0.1092013994955657,-0.009386159742737085
18,9.781414426503225,0.036241787556709634,-0.12323892651571725,-0.13132011770975224,0.008081191194034998
19,10.40488634096989,0.026532580136911215,-0.08959733435544252,-0.08266451768543528,-0.0069328166700072386
20,11.08654779961763,0.027635542046848583,-0.08979802334021954,-0.0955503232759941,0.0057522999357745574
21,11.831691872157313,0.020284502387848565,-0.06774251679940704,-0.06323732116927182,-0.004505195630135225
22,12.646317821232783,0.02094256048438271,-0.0656598207361915,-0.06917322003827936,0.003513399302087855
23,13.53683812224614,0.015291056306655074,-0.05092062385238571,-0.04812281912367266,-0.002797804728713049
24,14.510366504365951,0.015864065107599395,-0.048202380343746194,-0.05060972770285859,0.0024073473591123967
25,15.574607615473305,0.011480647086705358,-0.03816600334044962,-0.036027225685452614,-0.0021387776549970025
26,16.738035363848333,0.011834668311777662,-0.03533494793745786,-0.03723218854927669,0.0018972406118188331
27,18.009878231237867,0.008735590900656202,-0.028639871948410327,-0.027030374279772718,-0.0016094976686376085
28,19.400247970095037,0.008655971290880528,-0.025847786747120616,-0.02712707419500763,0.0012792874478870127
29,20.920184258511235,0.006700046600034694,-0.02146906352699971,-0.02051573002572317,-0.0009533335012765418
30,22.58176421962684,0.006283012715214917,-0.018942851605902034,-0.0196012866521953,0.0006584350462932667
31,24.3981858018143,0.005106276395713152,-0.01602928161937186,-0.015598621380074298,-0.0004306602392975603
32,26.383879393496677,0.004580098550419691,-0.013940984468146947,-0.01420099560187244,0.00026001113372549345
33,28.554618960750744,0.0038454270860308784,-0.011920124896042479,-0.0117678067425753,-0.00015231815346717845
34,30.92764902293805,0.0033625969063729175,-0.01029543011066895,-0.010376031965885319,8.060185521636953e-05
35,33.52182086707837,0.0028678040813025357,-0.008840664925491314,-0.008797019928111759,-4.3644997379554615e-05
36,36.357742634718264,0.0024787829277245336,-0.007612554461313294,-0.007632314794092425,1.976033277913125e-05
37,39.457942892817655,0.0021248784456353795,-0.006541307528609656,-0.006530727094999384,-1.0580433610271438e-05
38,42.84704965504525,0.001826975700590808,-0.0056206195731948174,-0.005624275024584648,3.655451389830873e-06
39,46.5519860056647,0.001566024370588618,-0.004822460972437217,-0.004820097709515678,-2.3632629215395926e-06
40,50.60218398392951,0.0013418744453441442,-0.004132939261472981,-0.0041332796449497725,3.40383476791703e-07
41,55.02981838960618,0.001147977557393889,-0.003537305436064294,-0.003536706362792393,-5.990732719011321e-07
42,59.870062380537945,0.0009816788164006753,-0.0030255494894988726,-0.0030254003918996825,-1.4909759919008378e-07
43,65.1613668880884,0.0008401275517302368,-0.0025901229283291608,-0.0025898629515884656,-2.599767406951184e-07
44,70.94576607162887,0.0007217882547841014,-0.002226791674575282,-0.002226576732530932,-2.1494204435019634e-07
45,77.26921123813283,0.000626471704149021,-0.0019339500975649663,-0.0019337022524767696,-2.478450881967815e-07
46,84.1819358796174,0.0005529406404649437,-0.0017173670342384467,-0.0017170723124712186,-2.9472176722809135e-07
47,91.73885472838406,0.0005026506247573532,-0.0015641776194960468,-0.0015636279174680219,-5.497020280249842e-07
48,99.99999999999999,0.000523300004565783,-0.001628229133269675,-0.0016279097358701119,-3.1939739956305356e-07
