iteration,step_factor,exact_objective,exact_relative_decrease,low_mode_objective,predicted_low_mode_objective,trust_ratio,maximum_displacement_ratio,condition_number,condition_number_ratio,dipole_coefficient,root_relative_mismatch,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,accepted,rejection_reason
1,1.0,0.11382667781953251,0.09127694726742851,0.11383274851673021,0.1119373774744483,0.8577332189377443,0.23760288780888567,31045.497075966872,0.8996127891138855,2.8357852744190692,0.014489565151895145,19.252336839479348,1.0166693003908494,17.61067485066103,True,
1,0.5,0.11931363844520163,0.04747238663633678,0.11931346607031286,0.11836514477212613,0.862460197720005,0.11883737118129592,32676.394777915564,0.9468717016324829,2.8375593133028905,0.01469156316854892,19.083236976716993,1.0077395460132794,17.412210066357133,True,
1,0.25,0.12222911931744881,0.024196958334613484,0.12222536371365914,0.12175419804613158,0.8656052172803337,0.059427954837587574,33616.86444326269,0.9741239159117281,2.838435322735065,0.015071755201372045,19.00712199243144,1.0037200979603984,17.612372915270818,True,
1,0.125,0.12373002417536211,0.012214645660017709,0.12372436309519046,0.12349251708942592,0.8688293228341518,0.029716562227205184,34123.256612255194,0.9887977628280152,2.8388705684416204,0.015334765031507222,18.971186467072595,1.0018224298627347,17.755490959541994,True,
1,0.0625,0.1244912862688211,0.006137191527565353,0.12448464446907578,0.12437262471264598,0.8737672369933167,0.014859194520738056,34386.21655812626,0.9964176160309274,2.8390875009309453,0.015484855760495419,18.95374789229871,1.0009015409460802,17.826243437700185,True,
1,0.03125,0.12487462187839435,0.0030768728744566824,0.12486748280045225,0.12481541554964926,0.8828937623840118,0.0074300965503047425,34520.23644289039,1.000301142264518,2.8391957945171193,0.015564589715655382,18.945160539015365,1.0004480636083637,17.861397712166266,True,
2,1.0,0.1038116436820651,0.08798494631764481,0.10382701941900715,0.10321991449692991,0.9427624711127921,0.2376442816776295,26884.396625595273,0.865967665449531,2.8331960608693776,0.01342485713663806,19.586486940208662,1.0173563398311263,17.995384808073762,True,
2,0.5,0.1086083108639173,0.045844849868048675,0.10861555780738255,0.10832719825058561,0.9475660281701599,0.11885036367303532,28795.783418417708,0.9275349448570844,2.834504944838083,0.013647700365213278,19.409625803828934,1.0081698635163625,17.854080009361276,True,
2,0.25,0.11116446278251516,0.02338832238641093,0.11116709464504908,0.11102791355814767,0.9502705215935061,0.0594325232267702,29919.213733122153,0.9637215232827886,2.8351488859730796,0.013989086381364653,19.32844641014227,1.0039532640269855,17.744991094543778,True,
2,0.125,0.11248221878801018,0.011811458063055454,0.1124824010817487,0.11241503956961224,0.9522813212660793,0.02971840843317749,30530.645778696646,0.9834162327628252,2.8354682240326214,0.014219527227433637,19.28974450487331,1.0019430194737322,17.68189516162671,True,
2,0.0625,0.1131510434988186,0.0059356412192324405,0.11314996534206251,0.11311779466476543,0.9546177997308354,0.014860058225625503,30849.975561810556,0.993702097483642,2.8356272342510787,0.0143499520604488,19.270871247562695,1.0009627095265308,17.648347956910097,True,
