component,sigma,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,response_calibration_used
bem,1.4,0.0313180344546577,0.4987780344546577,1.5684843850775398,False
front,1.4,0.5263796725292397,0.9938396725292397,3.1252819890856594,False
longitudinal_bin_aft_post_chine,1.4,-0.34699727834784816,0.12046272165215183,0.3788135901011064,False
longitudinal_bin_forward_post_chine,1.4,0.12342879325220248,0.5908887932522024,1.8581408592836555,False
longitudinal_bin_middle_post_chine,1.4,-0.11344505511986899,0.35401494488013097,1.1132545436482106,False
longitudinal_bin_pre_chine,1.4,0.32320894273734574,0.7906689427373457,2.486380323073414,False
post_chine_bem,1.4,-0.07315370155793885,0.3943062984420611,1.2399569133398147,False
pre_chine_bem,1.4,0.32320894273734574,0.7906689427373457,2.486380323073414,False
raw_bem,1.4,0.0313180344546577,0.4987780344546577,1.5684843850775398,False
resolved_station_bem,1.4,0.048124817826900985,0.515584817826901,1.621335905116041,False
total,1.4,0.15531162248282385,0.6227716224828238,1.958401328562339,False
transom,1.4,nan,nan,nan,False
transom_extrapolation,1.4,-0.4369971262155959,0.0304628737844041,0.09579520057988711,False
