configuration,metric,eligible_experimental_points,dense_computed_points,reference_peak_is_interior,reference_peak_uncertainty_resolved,peak_is_resolved,computed_peak_is_interior,reference_discrete_peak_rao,reference_neighbor_max_rao,digitization_uncertainty_abs,reference_peak_omega_e_rad_s,computed_peak_omega_e_rad_s,reference_peak_rao_quadratic,computed_peak_rao_quadratic,peak_frequency_relative_error,limit,status,reason,route
FnB=1.67,heave,7,218,True,True,True,True,1.057692308,0.9653846154,0.01538461538,7.607131080061594,7.81997580975678,1.0576996441128128,1.195135210309837,0.027979632197091465,0.1,PASS,experimental peak is bracketed and uncertainty-resolved,zarnick_full
FnB=1.67,pitch,7,218,False,False,False,True,1.146153846,,0.01538461538,5.601,7.143951273196135,1.146153846,0.9234418026952024,0.2754778206027737,0.1,UNRESOLVED,experimental maximum is at the measured-range boundary,zarnick_full
FnB=1.67,heave,7,218,True,True,True,True,1.057692308,0.9653846154,0.01538461538,7.607131080061594,8.256003783795055,1.0576996441128128,1.5181527808572675,0.08529795226404957,0.1,PASS,experimental peak is bracketed and uncertainty-resolved,matched_delta_added_only
FnB=1.67,pitch,7,218,False,False,False,False,1.146153846,,0.01538461538,5.601,5.610784091485861,1.146153846,1.3438298539609168,0.0017468472568936521,0.1,UNRESOLVED,experimental maximum is at the measured-range boundary,matched_delta_added_only
FnB=1.67,heave,7,218,True,True,True,False,1.057692308,0.9653846154,0.01538461538,7.607131080061594,5.610784091485861,1.0576996441128128,1.0338611730570062,0.2624309963329261,0.1,FAIL,computed maximum is at the comparison-range boundary,matched_delta_damping_only
FnB=1.67,pitch,7,218,False,False,False,False,1.146153846,,0.01538461538,5.601,5.610784091485861,1.146153846,1.0991209861776101,0.0017468472568936521,0.1,UNRESOLVED,experimental maximum is at the measured-range boundary,matched_delta_damping_only
FnB=1.67,heave,7,218,True,True,True,True,1.057692308,0.9653846154,0.01538461538,7.607131080061594,6.501048262382885,1.0576996441128128,1.2865395142699034,0.14540078329631634,0.1,FAIL,experimental peak is bracketed and uncertainty-resolved,matched_delta_added_and_damping
FnB=1.67,pitch,7,218,False,False,False,False,1.146153846,,0.01538461538,5.601,5.610784091485861,1.146153846,1.4968907953627144,0.0017468472568936521,0.1,UNRESOLVED,experimental maximum is at the measured-range boundary,matched_delta_added_and_damping
FnB=1.67,heave,7,218,True,True,True,True,1.057692308,0.9653846154,0.01538461538,7.607131080061594,7.917280364314013,1.0576996441128128,1.5979242071788704,0.040770861049749085,0.1,PASS,experimental peak is bracketed and uncertainty-resolved,matched_raw_added_only
FnB=1.67,pitch,7,218,False,False,False,True,1.146153846,,0.01538461538,5.601,7.442569047564427,1.146153846,1.4151066335560945,0.3287929026181801,0.1,UNRESOLVED,experimental maximum is at the measured-range boundary,matched_raw_added_only
FnB=1.67,heave,7,218,True,True,True,True,1.057692308,0.9653846154,0.01538461538,7.607131080061594,8.88865202433841,1.0576996441128128,3.5125427812863848,0.1684631079429804,0.1,FAIL,experimental peak is bracketed and uncertainty-resolved,matched_raw_damping_only
FnB=1.67,pitch,7,218,False,False,False,True,1.146153846,,0.01538461538,5.601,8.843311681810748,1.146153846,2.8672603751819565,0.5788808573131135,0.1,UNRESOLVED,experimental maximum is at the measured-range boundary,matched_raw_damping_only
FnB=1.67,heave,7,218,True,True,True,True,1.057692308,0.9653846154,0.01538461538,7.607131080061594,8.283491470476438,1.0576996441128128,9.129501084043113,0.08891136268015615,0.1,PASS,experimental peak is bracketed and uncertainty-resolved,matched_raw_added_and_damping
FnB=1.67,pitch,7,218,False,False,False,True,1.146153846,,0.01538461538,5.601,8.269315150254593,1.146153846,6.865216671400049,0.47639977687102186,0.1,UNRESOLVED,experimental maximum is at the measured-range boundary,matched_raw_added_and_damping
FnB=1.67,heave,7,218,True,True,True,False,1.057692308,0.9653846154,0.01538461538,7.607131080061594,5.610784091485861,1.0576996441128128,0.8351652541298489,0.2624309963329261,0.1,FAIL,computed maximum is at the comparison-range boundary,planing_base_plus_matched_radiation
FnB=1.67,pitch,7,218,False,False,False,False,1.146153846,,0.01538461538,5.601,5.610784091485861,1.146153846,0.8116635135702103,0.0017468472568936521,0.1,UNRESOLVED,experimental maximum is at the measured-range boundary,planing_base_plus_matched_radiation
