scope,metric,eligible_point_count,median_relative_error,nrmse,median_limit,nrmse_limit,status
zarnick_full,heave_motion,7,0.19082413492720524,0.19513374306168368,0.15,0.2,FAIL
zarnick_full,pitch_motion,7,0.15864396108974796,0.18097105593174215,0.15,0.2,FAIL
matched_delta_added_only,heave_motion,7,0.25643350736376225,0.3399207780203312,0.15,0.2,FAIL
matched_delta_added_only,pitch_motion,7,0.21887844683422927,0.247145833474635,0.15,0.2,FAIL
matched_delta_damping_only,heave_motion,7,0.13986736743432004,0.1632017048731678,0.15,0.2,PASS
matched_delta_damping_only,pitch_motion,7,0.38235132439238223,0.3288738250174762,0.15,0.2,FAIL
matched_delta_added_and_damping,heave_motion,7,0.19414539407227055,0.20601371984493164,0.15,0.2,FAIL
matched_delta_added_and_damping,pitch_motion,7,0.3072390247726461,0.3475212988716188,0.15,0.2,FAIL
matched_raw_added_only,heave_motion,7,0.3729775167696907,0.3739530508685563,0.15,0.2,FAIL
matched_raw_added_only,pitch_motion,7,0.29243822036251205,0.30412945641956046,0.15,0.2,FAIL
matched_raw_damping_only,heave_motion,7,0.561181151894658,1.314465821348736,0.15,0.2,FAIL
matched_raw_damping_only,pitch_motion,7,0.5651448838923313,0.9050335712993315,0.15,0.2,FAIL
matched_raw_added_and_damping,heave_motion,7,0.6475606996550426,2.296113606520496,0.15,0.2,FAIL
matched_raw_added_and_damping,pitch_motion,7,0.7032376263880146,1.5198868602683873,0.15,0.2,FAIL
planing_base_plus_matched_radiation,heave_motion,7,0.18949111970530944,0.2320524810659039,0.15,0.2,FAIL
planing_base_plus_matched_radiation,pitch_motion,7,0.34914022408405687,0.37906855444480997,0.15,0.2,FAIL
