step_factor,normalized_objective,normalized_relative_decrease,predicted_normalized_objective,trust_ratio,maximum_grid_objective_ratio,maximum_root_relative_mismatch,maximum_condition_number,maximum_condition_number_ratio,maximum_displacement_ratio,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,dipole_coefficient,accepted,rejection_reason
1.0,1.003732137905968,-0.003732137905967824,0.9512667227088482,-0.07658294523617902,1.0037321379059683,0.0006867580409086055,429263.9386123032,1.0000073768990432,0.08158113387052954,20.974002794864884,1.0000796872554474,3.993683078325755,7.645905701312121,False,insufficient_objective_decrease
0.75,1.001225655411463,-0.0012256554114626892,0.9543190219694891,-0.026830761168118028,1.001225655411463,0.0007438126866087087,429264.2511458826,1.000008104972978,0.06118585122073838,20.973523735962345,1.0000568448308462,3.994915247674222,7.645916209753243,False,insufficient_objective_decrease
0.5,0.9993707146854898,0.0006292853145104526,0.9634586679382283,0.01722119252376095,0.9993707146854899,0.0008009365196921459,429264.56169140124,1.0000088284155542,0.04079056802630461,20.97308552541493,1.0000359501322282,3.9961400296429503,7.645926687607169,False,insufficient_trust_ratio
0.375,0.9986875662431018,0.0013124337568983788,0.9703112459381344,0.04420642759758507,0.998687566243102,0.0008295243916355933,429264.7162507486,1.0000091884748874,0.03059292622459594,20.9728817318779,1.0000262328751661,3.9967496343769056,7.645931914111518,False,insufficient_trust_ratio
0.25,0.9981672957060946,0.0018327042939055844,0.978685660615065,0.08598456939279686,0.9981672957060947,0.0008581295803240702,429264.8702997916,1.0000095473454227,0.020395284286456157,20.972688142744094,1.0000170021831383,3.997357373060225,7.645937133936574,True,
