stage,panel_count,exact_objective,signed_root_defect,root_relative_mismatch,condition_number,dipole_coefficient
source,320,0.0010851110420989334,-0.0009455855033855422,0.0009455855033855422,189393.58061374255,7.580034667135451
source,640,0.00046968233761454696,-0.0008696707280854835,0.0008696707280854835,423833.4913896981,7.577798420506816
source,1280,0.0003611867215394588,-0.0008354187025267847,0.0008354187025267847,1018251.4213447365,7.576191161957885
candidate_factor_1,320,0.0010803324587565254,-0.0009506829094325613,0.0009506829094325613,189386.4515222822,7.579100168469456
candidate_factor_1,640,0.0004618278000060777,-0.000874710455957368,0.000874710455957368,423816.0398250472,7.576876773598871
candidate_factor_1,1280,0.0003522167629289064,-0.0008404588356301353,0.0008404588356301353,1018208.8198094233,7.575271370536083
candidate_factor_0.75,320,0.0010801962123349288,-0.000949375728341692,0.000949375728341692,189388.2336659534,7.579332738798637
candidate_factor_0.75,640,0.00046239340527356,-0.0008734162263534767,0.0008734162263534767,423820.40283265343,7.57710815468046
candidate_factor_0.75,1280,0.0003530089944684454,-0.0008391580740031942,0.0008391580740031942,1018219.3144496353,7.575502333327111
candidate_factor_0.5,320,0.0010809472126916807,-0.0009480897132772762,0.0009480897132772762,189390.0158607626,7.579564702698331
candidate_factor_0.5,640,0.00046389098769335067,-0.0008721430330520657,0.0008721430330520657,423824.7657244548,7.577338889671409
candidate_factor_0.5,1280,0.00035476786918237427,-0.0008378861982312121,0.0008378861982312121,1018229.9987431607,7.575732618597132
candidate_factor_0.25,320,0.0010825855241607617,-0.000946824874465364,0.000946824874465364,189391.7981090339,7.579796059722829
candidate_factor_0.25,640,0.0004663206197644102,-0.000870890888879488,0.000870890888879488,423829.12854178046,7.577568977862594
candidate_factor_0.25,1280,0.0003574937636900494,-0.0008366364666036534,0.0008366364666036534,1018240.7102211876,7.5759622266061
candidate_factor_0.125,320,0.001083737441896293,-0.000946200398569292,0.000946200398569292,189392.68925138682,7.579911510842463
candidate_factor_0.125,640,0.0004678849777460034,-0.0008702727106964801,0.0008702727106964801,423831.30995057,7.577683780436523
candidate_factor_0.125,1280,0.0003592193758759412,-0.0008360194952484609,0.0008360194952484609,1018246.0656920975,7.57607677874973
