omega_e_sqrt_L_g,amplitude,incident_amplitude,diffraction_amplitude,condition,residual
2.0,16.73623876910627,15.152151857302709,2.0897119811509173,4243367.56529017,6.546512573157331e-16
3.0,10.515810840600716,8.856570386297957,2.267817442756849,4243367.56529017,5.660590734972509e-16
4.0,3.3685060443457773,2.4031086788129286,1.0692815014274706,4243367.56529017,5.813503436670461e-16
