outer_panel_index,xi_mid,eta_mid,panel_length,arc_mid,normalized_arc_mid,s_nu,k_contribution,k_fraction,cumulative_k_fraction,s_nu_left,s_nu_right,k_contribution_linear_exact,k_contribution_endpoint_average,k_contribution_within_panel_slope,s_nu_weak_projected_left,s_nu_weak_projected_right,k_contribution_weak_projected,k_contribution_weak_projection_error,s_nu_endpoint_jump_to_next
0,4.556052080171057,-0.0614782824140227,0.0030092807736095,0.00150464038680475,9.580352124767609e-05,-0.54409371145524,0.0008908613618855202,0.20855898689180122,0.20855898689180122,-0.9762818320220198,-0.1119055908884596,0.0010782257747392096,0.0008908613618855192,0.00018736441285369034,-0.9025741167941779,-0.25932102134414337,0.0011193961443637659,1.6348902692409235e-05,-0.320618554676807
1,4.5532332161014,-0.0626878939027331,0.0031301412815867,0.00457435141440285,0.00029125828122606996,-0.1573316009689542,7.74811154125984e-05,0.018139054655481626,0.22669804154728285,-0.4325241455652666,0.1178609436273578,0.00015649729239568068,7.748111541259856e-05,7.90161769830821e-05,-0.25932102134414337,-0.015960130203160786,7.474872863525426e-05,2.5801936097923195e-05,-0.21594020556028448
2,4.550388463486575,-0.064134482482319,0.0032550134227653,0.00776692876657885,0.0004945361906031848,0.0424552778953377,5.867000965781141e-06,0.0013735198650065312,0.2280715614122894,-0.0980792619329267,0.1829898177236026,2.7295792552071706e-05,5.867000965781211e-06,2.1428791586290493e-05,-0.015960130203160786,0.10956761167094776,1.1404562248766008e-05,6.623957010099617e-06,-0.1226642019785644
3,4.54749593166512,-0.0657623451016083,0.0033840695036089,0.01108647022976595,0.0007058981637962223,0.107642197801212,3.921068118484295e-05,0.00917958763632981,0.23725114904861921,0.0603256157450382,0.1549587798573872,4.173616593591142e-05,3.921068118484347e-05,2.525484751067959e-06,0.10956761167094776,0.11873168201733796,4.4118588644344036e-05,2.203347548402752e-06,-0.052754027798198114
4,4.544527160284163,-0.0675211077265918,0.0035173507198305,0.01453718034148565,0.0009256119122818318,0.0876158877645902,2.7001096821266073e-05,0.006321209605602288,0.2435723586542215,0.1022047520591891,0.0730270234699919,2.7250635222835336e-05,2.7001096821266263e-05,2.495384015690809e-07,0.11873168201733796,0.06230579500183542,2.9753148092025372e-05,2.472640829960466e-07,-0.019850898002106
5,4.54145891415067,-0.0693775550333345,0.0036549895706499,0.01812335048672585,0.0011539506772919221,0.0279529243566014,2.8558845080745285e-06,0.0006685893059986069,0.2442409479602201,0.0531761254678859,0.0027297232453169,3.6309979931785595e-06,2.8558845080745285e-06,7.751134851040311e-07,0.06230579500183542,-0.010799196755499101,4.0518997543608215e-06,1.7406031762085723e-07,-0.0411810284414392
6,4.538286588186537,-0.0713318500770475,0.0037970765961202,0.0218493835701109,0.0013911948007410326,-0.0258451085274757,2.5363318672066352e-06,0.0005937790404630682,0.2448347270006832,-0.0384513051961223,-0.01323891185883,2.73747085476846e-06,2.536331867206723e-06,2.0113898756173665e-07,-0.010799196755499101,-0.05128583239078286,4.17767663117785e-06,1.4683670991277764e-06,-0.0931579799844524
7,4.535028264751351,-0.0734201576002091,0.0039437172702638,0.025719780503302897,0.0016376308648516236,-0.0456660104940387,8.224166924744234e-06,0.0019253544886304453,0.24676008148931364,-0.1063968918432824,0.0150648708552054,1.307262545325959e-05,8.224166924744163e-06,4.848458528515426e-06,-0.05128583239078286,-0.048516741995698554,9.82292205387669e-06,4.700648493367769e-06,-0.1336951363211564
8,4.531712522228009,-0.0756908181482741,0.0040950193440951,0.029739148810482348,0.001893552240082575,-0.039538637961026,6.401759677673742e-06,0.0014987118869703453,0.24825879337628398,-0.118630265465951,0.0395529895438979,1.4940537777223578e-05,6.40175967767392e-06,8.538778099549658e-06,-0.048516741995698554,-0.031284062253590934,6.620783024615481e-06,6.78020377266192e-06,-0.1417599391246366
9,4.528361723939338,-0.078176723609624,0.0042510811590222,0.033912199062041,0.0021592588580551385,-0.0245624243257487,2.564731204178718e-06,0.0006004275911811737,0.24885922096746513,-0.1022069495807387,0.0530821009292421,1.1107522949932251e-05,2.564731204178634e-06,8.542791745753617e-06,-0.031284062253590934,-0.019830160361403545,2.8231370210979997e-06,7.333264780561615e-06,-0.1510088172102332
10,4.5249938839977535,-0.0808990489100885,0.0044120067124238,0.038243742997764,0.0024350570920521173,-0.00722685689992,2.3042790696912672e-07,5.394533076096631e-05,0.2489131662982261,-0.0979267162809911,0.0834730024811514,1.2328833426002393e-05,2.3042790696911722e-07,1.2098405519033277e-05,-0.019830160361403545,-0.0005504706509425389,5.948182138818639e-07,9.70210896594908e-06,-0.17248213914356458
11,4.52163820376431,-0.0838874376568241,0.0045779092694783,0.042738700988715045,0.0027212602321313095,0.014099532294669,9.100737634919118e-07,0.00021305679001383442,0.24912622308823992,-0.0890091366624132,0.117208201251751,1.7133264991859602e-05,9.100737634918995e-07,1.6223191228367702e-05,-0.0005504706509425389,0.02698147461748839,1.088703856113658e-06,1.2184047404180247e-05,-0.1769211029673462
12,4.5183296050912265,-0.0871712365311454,0.0047488929395178,0.0474021020932131,0.0030181884886896593,0.0313422555081914,4.665013150167442e-06,0.0010921232618918745,0.2502183463501318,-0.0597129017155952,0.1223974127319786,1.778943621230281e-05,4.665013150167531e-06,1.3124423062135276e-05,0.02698147461748839,0.037691179274281325,5.011013727810424e-06,1.1630841044480445e-05,-0.1639656674284627
13,4.515093084780497,-0.0907633526999203,0.0049250546546623,0.05223907589030315,0.0033261684724836885,0.030016535265219,4.437436760875843e-06,0.0010388454981209844,0.2512571918482528,-0.0415682546964841,0.1016013252269218,1.2850057487256518e-05,4.437436760875798e-06,8.412620726380722e-06,0.037691179274281325,0.02284184756238377,4.6021535698085795e-06,1.0248515984209582e-05,-0.1563031328519261
14,4.511950933705847,-0.0946703716785499,0.0051065156570093,0.05725486104613895,0.0036455337400685536,0.0131003409626657,8.76374770130227e-07,0.00020516754010865146,0.2514623593883614,-0.0547018076250043,0.0809024895503349,8.701482514115542e-06,8.763747701301731e-07,7.825107743985368e-06,0.02284184756238377,0.0012937336001084224,9.41258519536212e-07,1.05150282030373e-05,-0.162320542669152
