node,y_over_Vt,material_dphi_dt_over_V2,similarity_material_dphi_dt_over_V2,auxiliary_psi_over_V2,difference_over_V2,cp_from_auxiliary,cp_from_finite_difference,cp_from_similarity_derivative
59,0.37221690072688873,-1.6483327417382843,-3.5512879930037027,-2.853871844462849,-1.2055391027245645,6.6635699737378,4.25249176828867,8.058402270819508
60,0.7444338014537775,-1.6792891662864158,-3.6310276634622114,-2.9204141871610614,-1.2411250208746456,6.7176785735176034,4.235428531768313,8.138905526119904
61,1.1166507021806662,-1.7224869530142601,-3.7460997352821375,-3.018380050754999,-1.2958930977407388,6.817783506026421,4.225997310544944,8.273222875080698
62,1.488867602907555,-1.7814548239202532,-3.9030001466582758,-3.152488689606816,-1.3710338656865628,6.9673088722587355,4.225241140885609,8.468331786361654
63,1.8610845036344439,-1.8592106388144043,-4.111848802729504,-3.332396328612527,-1.4731856897981228,7.177756968644776,4.231385589048531,8.736661916878731
64,2.2333014043613324,-1.9612948057327746,-4.390500711325483,-3.5750631399040915,-1.613768334171317,7.469263455473975,4.241726787131341,9.100138598316759
65,2.6055183050882214,-2.097731250302014,-4.770673949130694,-3.910721845716264,-1.81299059541425,7.876952821271083,4.250971630442583,9.596857028099944
66,2.97773520581511,-2.2884142476657376,-5.3132828452851015,-4.397452836608244,-2.1090385889425067,8.465437976246005,4.24736079836099,10.297097993599719
67,3.349952106541999,-2.5816275212040343,-6.153855762176672,-5.161951034414744,-2.58032351321071,9.363605504650067,4.202958478228647,11.347414960173923
68,3.7221690072688878,-3.151194569955315,-7.688988423467794,-6.542982708028912,-3.391788138073597,10.838010877143658,4.054434600996466,13.130022308021422
