coarse_panel_count,fine_panel_count,pseudo_time_relative_difference,kinematic_rms_relative_change,kinematic_convergence_integral_relative_change,root_body_eta_relative_change,interface_s_lambda_relative_change,measured_s_lambda_relative_change,solved_dipole_coefficient_relative_change,body_vertical_force_coefficient_relative_change,computed_pressure_peak_relative_change,computed_peak_eta_relative_change,matched_pseudo_time_trajectory_available,free_surface_eta_relative_l2,body_pressure_curve_relative_l2,full_body_pressure_curve_relative_l2,shallow_jet_pressure_curve_relative_l2_diagnostic
320,640,0.0,0.12401838434555358,0.34535282829417646,0.0,0.0,7.812621567980662e-05,0.0002978275794395098,2.4316433432262963e-05,4.2234479700768795e-05,0.0,False,0.003160835096787343,6.075470508612487e-05,7.148933339284602e-05,0.0038645993425621542
640,1280,0.0,0.09783666317985464,0.08715046426363693,0.0,0.0,3.491023564523178e-05,0.00021433292024588982,9.192695196463926e-06,1.0450597577391131e-05,0.0,False,0.004160151188121469,1.714841200524188e-05,2.2908944029543846e-05,0.0017254229388344003
