benchmark,base_pass_count,refined_pass_count,reference_row_count,base_b55,refined_b55,max_grid_change,max_grid_change_limit,matrix_block_count,matrix_reconstruction_relative_residual_max,matrix_reconstruction_relative_residual_limit,formula_exact_residual_max,formula_exact_residual_limit,product_rule_discretization_residual_max,product_rule_discretization_residual_limit,provider_route,force_assembly_route,relative_tolerance,reference_file,reference_file_sha256,combined_source_sha256,base_runtime_s,refined_runtime_s,empirical_output_scaling_used,acceptance_status
ma2005_wigley_iii,10,10,10,0.07067637649100902,0.07034910894125244,0.011465039441838009,0.02,4,6.91081719104667e-17,1e-08,5.998447715296274e-16,1e-08,0.004636129428674199,0.02,matched_bie_station_sweep,eq32_stokes_body_plus_end,0.15,D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\benchmarks\ma2005\wigley_iii_coefficients_digitized.csv,475a733831d0d8df785559b5eefc02ead0d8f1ec0c4735ea5becd518fd8d0b65,c70ce84bb2671747a26c29b907a2fa73277e8927c3013c26e2521bb9cb984f83,26.9970613,41.97361299999999,False,PASS
