time_s,surge_m,sway_m,heave_m,roll_rad,pitch_rad,yaw_rad,surge_velocity_mps,sway_velocity_mps,heave_velocity_mps,roll_rate_rad_s,pitch_rate_rad_s,yaw_rate_rad_s,heave_accel_mps2,pitch_accel_rad_s2,bow_vertical_m,bow_vertical_accel_mps2,wave_elevation_m
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8476161134889748,0.4605988727821172,0.0,2.060605169257313,0.0
0.08,0.0,0.0,-0.00027909245057957494,0.0,0.0022283420150137094,0.0,0.0,0.0,0.02419845617636931,0.0,0.06334619974181752,0.0,1.4551975774151635,1.0172724862042066,0.013790659032216986,7.878256055308524,0.12197913864302215
0.16,0.0,0.0,0.008359951573033427,0.0,0.010517641893593306,0.0,0.0,0.0,0.21407978239849568,0.0,0.14102643688834887,0.0,3.1252130193973713,0.8115587003054116,0.07476834248918157,8.24939465312574,0.21294880824970505
0.24,0.0,0.0,0.03643161982582374,0.0,0.023765063466510247,0.0,0.0,0.0,0.4957193361163335,0.0,0.18126415683303934,0.0,3.7217476899516444,0.1489695611197067,0.18648423055336943,4.662341498861473,0.24978274981956494
0.32,0.0,0.0,0.08764015530591861,0.0,0.03788652089965174,0.0,0.0,0.0,0.7755293815516807,0.0,0.16088483578980534,0.0,3.0484574617934084,-0.6635359622159394,0.3268556482663197,-1.1411086036380325,0.2231170591366555
0.4,0.0,0.0,0.1576553811366505,0.0,0.0478126716687541,0.0,0.0,0.0,0.9485192337756175,0.0,0.07767570295826474,0.0,1.080678298881979,-1.3786131008846458,0.4595445900531639,-7.623884820103674,0.13973067331074113
0.48,0.0,0.0,0.23410951056760676,0.0,0.049104684180748405,0.0,0.0,0.0,0.9247601566422501,0.0,-0.05028316214987805,0.0,-1.7605731614681188,-1.7437520972804086,0.5441564864848523,-12.77062390369662,0.020822033141508905
0.56,0.0,0.0,0.2992654562946276,0.0,0.03951624199032725,0.0,0.0,0.0,0.6653522326958224,0.0,-0.18743647129894514,0.0,-4.653412576531625,-1.5947673979239136,0.5487710082215539,-14.722773927023216,-0.1033799727553242
0.64,0.0,0.0,0.3351133773823973,0.0,0.019989077093439854,0.0,0.0,0.0,0.203781923756347,0.0,-0.2921448869233591,0.0,-6.671620873908009,-0.953578787878716,0.46132441015037656,-12.692517340574222,-0.20130077926186132
0.72,0.0,0.0,0.32909907031750374,0.0,-0.005486229054877604,0.0,0.0,0.0,-0.360545174451372,0.0,-0.3323084323064745,0.0,-7.149625503880197,-0.02636243703067732,0.29445902006500657,-7.316077931291893,-0.24804701320661116
0.8,0.0,0.0,0.27849476749426166,0.0,-0.031251124096927145,0.0,0.0,0.0,-0.8839576875189479,0.0,-0.30266033088454003,0.0,-5.6908740701656955,0.6691825514573598,0.08117516994626367,-1.4656554402639257,-0.23173487289855302
0.88,0.0,0.0,0.19164703547104317,0.0,-0.05299596670729452,0.0,0.0,0.0,-1.2613921920248112,0.0,-0.2384315194090887,0.0,-3.766000405315318,0.8557640964161782,-0.14296949831881445,1.6372940994564313,-0.15651122160813102
0.96,0.0,0.0,0.10981327342934907,0.0,-0.0401436703112327,0.0,0.0,0.0,0.08974858772143351,0.0,1.3726449740498976,0.0,16.27931053335896,-2.1360731362071963,-0.14365386091577417,2.792144751346722,-0.04149937428444721
1.04,0.0,0.0,0.15825412482583948,0.0,0.05684975631385905,0.0,0.0,0.0,1.0757571668088353,0.0,1.052278271615804,0.0,10.804169331341598,-3.9430630368714583,0.5172034861915455,-14.092330683464791,0.08406242097473642
1.12,0.0,0.0,0.27582205454410375,0.0,0.12845968052437048,0.0,0.0,0.0,1.8232247816808824,0.0,0.7376453166700981,0.0,7.776027275639072,-3.965163196971739,1.086916477374979,-17.260013150040486,0.18825391415329537
1.2,0.0,0.0,0.44267779777196337,0.0,0.17460142971420015,0.0,0.0,0.0,2.2962618360836182,0.0,0.413352274296616,0.0,3.882029470553733,-4.151775466923372,1.545111224987423,-22.33228082760044,0.24458760158860773
1.28,0.0,0.0,0.6338684420870613,0.0,0.19421860778615832,0.0,0.0,0.0,2.4191235004936757,0.0,0.07574102417404918,0.0,-0.9372290307306509,-4.246215809286357,1.860164731648865,-27.747835650564713,0.23874236447575695
1.36,0.0,0.0,0.8188467159474421,0.0,0.1868867809736888,0.0,0.0,0.0,2.1358374534938553,0.0,-0.25473557868607244,0.0,-6.131254305892133,-3.9190526107324843,1.9988498510153132,-30.876152490057038,0.17220417575468536
1.44,0.0,0.0,0.9649390389973724,0.0,0.15484113649172995,0.0,0.0,0.0,1.4558944680405486,0.0,-0.5330027452162176,0.0,-10.653922395621356,-2.91293028828023,1.9426059748061553,-29.04616423582273,0.06188833689279027
1.52,0.0,0.0,1.0438443309234935,0.0,0.10455636345470072,0.0,0.0,0.0,0.4809629390948351,0.0,-0.7006173670537191,0.0,-13.322203359565606,-1.1486396967068788,1.7040132097764737,-20.574714404572838,-0.06416072068123208
1.6,0.0,0.0,1.0390351116181251,0.0,0.04738804918142508,0.0,0.0,0.0,-0.5942863015908376,0.0,-0.696365766648237,0.0,-12.770522148138646,1.2016411634893382,1.338243254149643,-5.183359841866964,-0.17389887539557317
