component,sigma,in_phase_center_from_cg_m,in_phase_center_from_transom_m,in_phase_center_from_transom_over_beam,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,restoring_subtraction,response_calibration_used
raw_bem,1.4,-0.15889341481923916,0.30856658518076086,0.9703351735244052,-0.10143108339921329,0.3660289166007867,1.1510343289332914,zero_diagnostic_only,False
resolved_station_bem,1.4,-0.12217265421675921,0.3452873457832408,1.0858092634693106,-0.07757162386711518,0.3898883761328848,1.226064075889575,zero_diagnostic_only,False
transom_extrapolation,1.4,-0.43881669422903974,0.028643305770960248,0.09007328858792531,-0.43791390536871416,0.029546094631285824,0.09291224726819441,zero_diagnostic_only,False
pre_chine_bem,1.4,0.3513357203913986,0.8187957203913986,2.5748293094069137,0.32360885990653493,0.791068859906535,2.4876379242343867,zero_diagnostic_only,False
post_chine_bem,1.4,-0.2437559323683701,0.2237040676316299,0.703471910791289,-0.16037456874431316,0.3070854312556868,0.9656774567788894,zero_diagnostic_only,False
longitudinal_bin_aft_post_chine,1.4,-0.36429790786776295,0.10316209213223704,0.32440909475546237,-0.35128790595864107,0.11617209404135892,0.3653210504445249,zero_diagnostic_only,False
longitudinal_bin_middle_post_chine,1.4,-0.1333229346094695,0.33413706539053045,1.0507454886494667,-0.12293782681535732,0.3445221731846427,1.083403060329065,zero_diagnostic_only,False
longitudinal_bin_forward_post_chine,1.4,0.10226244744019358,0.5697224474401936,1.7915800233968353,0.10783261948601158,0.5752926194860115,1.8090962876918601,zero_diagnostic_only,False
longitudinal_bin_pre_chine,1.4,0.3513357203913986,0.8187957203913986,2.5748293094069137,0.32360885990653493,0.791068859906535,2.4876379242343867,zero_diagnostic_only,False
bem,1.4,-0.15889341481923916,0.30856658518076086,0.9703351735244052,-0.10143108339921329,0.3660289166007867,1.1510343289332914,zero_diagnostic_only,False
front,1.4,0.8174798299455031,1.284939829945503,4.040691289136802,0.5274055652634213,0.9948655652634213,3.1285080668661047,zero_diagnostic_only,False
transom,1.4,nan,nan,nan,nan,nan,nan,zero_diagnostic_only,False
total,1.4,-0.07769712329288632,0.3897628767071137,1.2256694236072756,-0.010365175091514293,0.4570948249084857,1.4374051097751122,zero_diagnostic_only,False
