iteration,pseudo_time,kinematic_rms,dipole_coefficient,root_thickness,root_s_lambda,root_measured_s_lambda,root_relative_mismatch,root_body_eta,root_resolution_ratio,bem_condition_number,accepted_time_step,maximum_displacement_ratio,kinematic_integral,kinematic_convergence_integral,provisional_matching_surface_shift_panels,final_matching_surface_shift_panels,provisional_matching_surface_root_displacement_ratio,final_matching_surface_root_displacement_ratio,provisional_matching_surface_trigger_code,final_matching_surface_trigger_code,rk2_rejected_attempt_count,jet_point_count,shallow_jet_panel_count_per_side,boundary_panel_count,jet_tip_thickness,jet_tip_s_lambda
0,0.0,0.18273994494050758,2.8011836201661384,0.03838070875208161,2.319051232505798,2.2900702955972423,0.012496893773770217,0.45309779016336527,2.1072049149194845,31872.453864194184,,,0.1921790208381402,0.19593350850186853,,,,,,,,254.0,127.0,422.0,9.352640256710514e-05,0.005605208325297663
1,0.0019400267848176725,0.18099162908745844,2.803375792924662,0.038656425767857695,2.319507582484138,2.29022029687814,0.012626509965805773,0.45450687331220574,2.122419014364489,30536.791440831403,0.0019400267848176725,0.24982259174994714,0.18887300730917106,0.19259188482319514,0.09375,0.09375,0.09375000000000641,0.09375000000000525,1.0,1.0,0.0,254.0,127.0,422.0,0.00010617124013846502,0.006319882067219831
2,0.0038801626875268366,0.17926707952201815,2.805546124852082,0.038927021914136564,2.320261314232804,2.2903730426340334,0.012881424784110276,0.45591636412941816,2.1373480685361437,29399.02524323032,0.001940135902709164,0.24983298613674038,0.18563728946757296,0.18932623643154886,0.09765625,0.09375,0.09765624999999799,0.09374999999998769,1.0,1.0,0.0,254.0,127.0,422.0,0.00011822052330030258,0.006989519255917565
3,0.005820454790926279,0.17756864414381254,2.807701633985041,0.03920472292772764,2.32052940488499,2.2905273484151354,0.012928970607610816,0.45729101438119035,2.15267380977721,28279.254310506487,0.001940292103399443,0.24983216088955465,0.18245002282420716,0.18610499810164496,0.09765625,0.09765625,0.09765624999999545,0.09765625000000622,1.0,1.0,0.0,254.0,127.0,422.0,0.0001313128678286283,0.007711967511812723
4,0.007760772651753235,0.17589153571717514,2.8098375475415636,0.039478065501836364,2.3210814297972764,2.2906835082229238,0.01309644770929367,0.4586659607355794,2.1677571925773056,27311.835154628432,0.001940317860826955,0.24983149409536443,0.17932674358540968,0.18295278938860687,0.09765625,0.09765625,0.09765624999998171,0.09765625000000752,1.0,1.0,0.0,254.0,127.0,422.0,0.00014389625979465678,0.008394868324119321
5,0.009701159750015348,0.17423542645322296,2.8119541759350617,0.039747113322763754,2.321899372999325,2.2908419358852377,0.013375875576368611,0.46004115378740984,2.1826015358447193,26471.77270909325,0.0019403870982621135,0.24983072920516772,0.1762658588705766,0.17986763740522851,0.09765625,0.09765625,0.09765624999999688,0.09765625000000805,1.0,1.0,0.0,254.0,127.0,422.0,0.00015596906763952592,0.009038869391196492
6,0.01164165688278072,0.1726045968986123,2.814054439473978,0.04002280852282441,2.3222588667203996,2.290999985161343,0.013460549987349978,0.46138152663256027,2.197817406399941,26401.313605254218,0.0019404971327653734,0.24983988725369952,0.17325306126929654,0.1768264812023573,0.1015625,0.1015625,0.10156249999998589,0.10156250000000173,1.0,1.0,0.0,255.0,127.0,422.0,1.0908350213038333e-05,0.0006280038511819499
7,0.013582145771843218,0.17099371607443234,2.8161357642881417,0.040294332341115284,2.3228791839712915,2.2911597124176906,0.013655239485754034,0.4627221339284009,2.21280105875804,26414.74565225438,0.0019404888890624979,0.24983902714182202,0.17029998902422472,0.17384937474619938,0.1015625,0.1015625,0.10156250000001815,0.1015625000000109,1.0,1.0,0.0,255.0,127.0,422.0,2.2457923768064764e-05,0.001284564998767606
8,0.015522668339515402,0.169402520336049,2.8181984748627125,0.04056172245843055,2.3237436599787444,2.2913216207306606,0.01395250250984242,0.4640629301155812,2.2275545422861196,26427.620811458306,0.001940522567672184,0.24983809607833607,0.1674052162891985,0.17093458401468253,0.1015625,0.1015625,0.10156249999996869,0.10156249999998564,1.0,1.0,0.0,255.0,127.0,422.0,3.350206549766558e-05,0.0019038595523694034
9,0.01746326383919019,0.16783478975150687,2.820245657558336,0.04083578387250391,2.324169454309238,2.29148174789503,0.0140642526531798,0.46536884044134186,2.2426811166577387,26441.46291212147,0.0019405954996747892,0.24984659509884674,0.16455530298488086,0.1680604249126452,0.10546875,0.10546875,0.10546874999998099,0.10546875000000568,1.0,1.0,0.0,255.0,127.0,422.0,4.559914874221611e-05,0.002574790110586409
10,0.019403820618466232,0.1662858193127224,2.8222745675458545,0.04110579183048907,2.3248353853069155,2.2916436702677325,0.01427701731010994,0.4666749325148909,2.257581987524532,26454.758702780622,0.0019405567792760436,0.24984566615416284,0.16176129156936772,0.16524593236632773,0.10546875,0.10546875,0.10546874999998582,0.10546875000000079,1.0,1.0,0.0,255.0,127.0,422.0,5.720020862117296e-05,0.00320928493032741
