xi,eta,arc_length
3.2432154119700667,0.18043387327050286,0.0
3.2602097816065796,0.1834305314874652,0.017256551214298865
3.2775583001181965,0.17818995974183519,0.03537931829797043
3.296450727319068,0.17592736205297801,0.0544067499124017
3.316242621929048,0.17320128576460467,0.07438550323143005
3.3370798076456474,0.1707773183690259,0.09536320392819075
3.3589675022408834,0.16830770474633985,0.11738978255810237
3.3819644843935976,0.16585026096098707,0.14051769249589027
3.4061206682206286,0.16335902983756748,0.1648019970895081
3.4314937596985753,0.16083301399351543,0.19030051718759713
3.4581435837031855,0.1582631322873464,0.21707396320151925
3.4861336591396266,0.15564647892999361,0.24518608154450805
3.515530746560397,0.15298052766617212,0.27470380579563375
3.546405097897795,0.15026422148980537,0.30569741626212893
3.5788305428989067,0.14749721862224163,0.33824070725104455
3.6128846554198994,0.14467987020134973,0.3724111627896694
3.6486489185818245,0.1418130661540575,0.40829014110512596
3.686208908748603,0.13889817596022655,0.44596306833636995
3.7256544904468676,0.13593699395179484,0.48551964192915614
3.7670800236699375,0.13293170373100222,0.527054044201572
3.810584582910851,0.12988484944785797,0.5706651665875973
3.856272188259575,0.12679931256858942,0.6164568450929118
3.9042520488543606,0.12367829122579675,0.6645381075234804
3.9546388191538546,0.12052528077766947,0.715023433075565
4.007552868564267,0.11734405445101874,0.7680330249052421
4.063120565027719,0.11413864334588211,0.82369309632639
4.121474573232106,0.11091331529663231,0.8821361713185817
4.182754168151817,0.1076725522679402,0.9435014000603698
4.24710556467287,0.10442102610013478,1.007934890239233
4.314682264097852,0.10116357253056686,1.0755900549270256
4.385645418366489,0.0979051635105765,1.146627977849194
4.460164212867696,0.09465087791723345,1.221217796917456
4.5384162687592715,0.0914058708277728,1.2995371069391164
4.6205880657525515,0.08817534158410452,1.3817723824618446
4.706875386361916,0.08496450092564567,1.4681194217606952
4.7974837826635435,0.08177853751110759,1.558783813024474
4.892629066654686,0.07862258418368212,1.653981423851427
4.9925378253544395,0.07550168435899987,1.753938915219715
5.097447961839963,0.07242075893102533,1.8588942811564022
5.207609263468735,0.06938457409747213,1.9690974153899115
5.323283998598027,0.06639771050334131,2.0848107063350825
5.44474754317775,0.06346453408887776,2.206309661827501
5.572289038662281,0.06058916900698507,2.3338835650945278
5.7062120827611995,0.05777547294546965,2.467836163524896
5.846835454628017,0.05502701515220607,2.6084863918767707
5.994493876170283,0.05234705741741988,2.7561691316462307
6.149538811253771,0.049738538217955264,2.911236008404154
6.312339304668006,0.047204060174968664,3.0740562289999653
6.483282862820083,0.04474588092039503,3.2450174606255597
6.662776378228635,0.04236590741026598,3.424526753832427
6.85124709999992,0.04006569366601704,3.6130115116996304
7.049143652583377,0.03784644186973654,3.810920507460187
7.256937105224681,0.035709006687257946,4.0187249530087685
7.475122094660427,0.03365390264526563,4.2369196208347715
7.704218003730277,0.0316813143462259,4.466024022052074
7.944770198719759,0.029791109268787003,4.7065836433302355
8.197351328390441,0.027982852871926235,4.959171245672303
8.462562687803816,0.026255825698924297,5.224388228131471
8.74103565020172,0.024609042162362645,5.502866059713593
9.033433170369463,0.023041270683672944,5.795267782874821
9.340451363078769,0.02155105486004242,6.102289592194109
9.662821160386516,0.020136735337213784,6.424662491979358
10.001310051752586,0.0187964720783014,6.763154036753869
10.356723911136456,0.017528266735436324,7.118570158767107
10.729908915438093,0.016329984852034216,7.491757086881002
11.121753558864839,0.01519937764788469,7.883603361400594
11.533190768032636,0.014134103166202434,8.295041949646164
11.965200122848358,0.013131746590410165,8.727052467304011
12.418810188470008,0.012189839567786138,9.180663510844749
12.895100963904566,0.011305878406910098,9.656955106562526
13.395206453079336,0.010477341043194314,10.157061282066188
13.920317364512998,0.009701702699563315,10.682172766345033
14.47168394601732,0.00897645017059444,11.233539824837823
15.050618961181142,0.008299094773128443,11.812475236255253
15.658500814724373,0.00766718362106954,12.420357418243555
16.29677683416512,0.007078310488340827,13.05863370933127
16.966966715607736,0.006530120278019118,13.728823814973374
17.670666141878048,0.006020334335951711,14.432523425897577
18.409550581477056,0.005546592973020299,15.171408017368003
19.185379278680813,0.005108235224007821,15.947236838411921
19.999999444758295,0.00471271342919962,16.761857100508067
