panel_index,kinematic_residual,scaled_kinematic_residual
0,12.273519125555646,12.273519125555646
1,4.3048104404595495,3.8492487367118557
2,4.396251592753453,4.396251592753453
3,3.2923272242970274,3.2923272242970274
4,2.8232504282790982,2.8232504282790982
5,2.4079447415740844,2.4079447415740844
6,2.10886577813888,2.10886577813888
7,1.8631316590760196,1.8631316590760196
8,1.6621702663534967,1.6621702663534967
9,1.4921124647656325,1.4921124647656325
10,1.3463203086883087,1.3463203086883087
11,1.2194373149568287,1.2194373149568287
12,1.107847541459749,1.107847541459749
13,1.008813177580806,1.008813177580806
14,0.9202798935149903,0.9202798935149903
15,0.8406524270800688,0.8406524270800688
16,0.7686749035545808,0.7686749035545808
17,0.7033406254076819,0.7033406254076819
18,0.6438313635313453,0.6438313635313453
19,0.5894731915660213,0.5894731915660213
20,0.5397044503423468,0.5397044503423468
21,0.4940518983474721,0.4940518983474721
22,0.45211274125718875,0.45211274125718875
23,0.4135408869994772,0.4135408869994772
24,0.3780363082036869,0.3780363082036869
25,0.3453367178926807,0.3453367178926807
26,0.3152109924705025,0.3152109924705025
27,0.28745393061325186,0.28745393061325186
28,0.2618820454764367,0.2618820454764367
29,0.23833016461760825,0.23833016461760825
30,0.2166486674255622,0.2166486674255622
31,0.19670123014112395,0.19670123014112395
32,0.17836297820699648,0.17836297820699648
33,0.16151896773192054,0.16151896773192054
34,0.14606293443228296,0.14606293443228296
35,0.13189626097117296,0.13189626097117296
36,0.11892712325533339,0.11892712325533339
37,0.10706978369609099,0.10706978369609099
38,0.09624400525935983,0.09624400525935983
39,0.0863745647415946,0.0863745647415946
40,0.07739084736865787,0.07739084736865787
41,0.06922650779957845,0.06922650779957845
42,0.06181918503843101,0.06181918503843101
43,0.05511026077892195,0.05511026077892195
44,0.0490446523893045,0.0490446523893045
45,0.04357063318196844,0.04357063318196844
46,0.0386396738313283,0.0386396738313283
47,0.034206299871682305,0.034206299871682305
48,0.03022796110901188,0.03022796110901188
49,0.026664909594945316,0.026664909594945316
50,0.02348008349516434,0.02348008349516434
51,0.020638994795612486,0.020638994795612486
52,0.018109619307955543,0.018109619307955543
53,0.01586228788613815,0.01586228788613815
54,0.013869578144185213,0.013869578144185213
55,0.01210620628028336,0.01210620628028336
56,0.010548918875164653,0.010548918875164653
57,0.009176384731925044,0.009176384731925044
58,0.007969086990371924,0.007969086990371924
59,0.006909215853841272,0.006909215853841272
60,0.005980562352993865,0.005980562352993865
61,0.005168413603502273,0.005168413603502273
62,0.004459450031530046,0.004459450031530046
63,0.003841645024742865,0.003841645024742865
64,0.003304167426940091,0.003304167426940091
65,0.0028372872324143733,0.0028372872324143733
66,0.00243228473652838,0.00243228473652838
67,0.002081363269570119,0.002081363269570119
68,0.0017775654242198902,0.0017775654242198902
69,0.0015146922842900479,0.0015146922842900479
70,0.00128722461143526,0.00128722461143526
71,0.0010902426771243964,0.0010902426771243964
72,0.0009193407610533638,0.0009193407610533638
73,0.0007705105843340311,0.0007705105843340311
74,0.0006399842173438579,0.0006399842173438579
75,0.0005237898903678109,0.0005237898903678109
76,0.000416032251661258,0.000416032251661258
77,0.00031619045798730525,0.00031619045798730525
78,-1.2293997420188135e-05,-1.2293997420188135e-05
79,0.0033561029848140564,0.0033561029848140564
