case,field,x,samples,rms_difference,reference_rms,relative_rms,reflection_residual
free_surface_fn167,phi_local,1.7902623815836317e-05,96,0.00526009477597293,0.5422805359211392,0.009699951275289503,5.197930934883577e-15
free_surface_fn167,phi_local,0.021330123770672976,96,0.005247736953713501,0.5317073124094736,0.009869597109607102,5.009862177271392e-15
free_surface_fn167,phi_local,0.04264234491753012,96,0.005226836324279188,0.5211018882029665,0.010030353837910797,4.814532421603059e-15
free_surface_fn167,phi_local,0.06395456606438725,96,0.005199045565600346,0.5104691780943375,0.010184837378447038,4.6189533121901824e-15
free_surface_fn167,phi_local,0.0852667872112444,96,0.005167080419773686,0.4998139343519702,0.010338007935839211,4.421508986369711e-15
free_surface_fn167,phi_local,0.10657900835810154,96,0.005134022907840337,0.4891405802245568,0.010496006905588138,4.220308060520364e-15
free_surface_fn167,phi_local,0.12789122950495868,96,0.005102600525550451,0.4784530638317201,0.010664788066536701,4.193871149322119e-15
free_surface_fn167,phi_local,0.14920345065181584,96,0.005074597466298108,0.4677547471474599,0.010848842256000319,4.285248748175935e-15
free_surface_fn167,phi_local,0.17051567179867297,96,0.005050525494622694,0.45704834123689353,0.011050309210081887,4.322212449724815e-15
free_surface_fn167,phi_local,0.1918278929455301,96,0.005029617091714007,0.44633589389156214,0.011268681637636696,4.301867994560329e-15
free_surface_fn167,phi_local,0.21314011409238726,96,0.0050101182932453985,0.4356188301238425,0.0115011518024165,4.222429546383925e-15
free_surface_fn167,phi_local,0.23445233523924439,96,0.004989783102264849,0.42489804053621133,0.01174348343891598,4.084716500224947e-15
free_surface_fn167,phi_local,0.2557645563861015,96,0.0049664319397942115,0.4141740082218811,0.011991172408707977,4.151569854682714e-15
free_surface_fn167,phi_local,0.2770767775329587,96,0.004938441435055278,0.4034469621990433,0.01224062119129023,4.126162952233366e-15
free_surface_fn167,phi_local,0.29838899867981583,96,0.004905070830222259,0.39271704470784685,0.012490088974547254,4.12339063033004e-15
free_surface_fn167,phi_local,0.31970121982667293,96,0.004866581877264901,0.3819844808933863,0.01274026071918662,4.0696006402065e-15
free_surface_fn167,phi_local,0.3410134409735301,96,0.004824157990304603,0.37124974198792077,0.01299437398790587,3.980077201993457e-15
free_surface_fn167,phi_local,0.36232566212038725,96,0.00477966591764173,0.36051369636731634,0.013257931573206792,3.848059319406325e-15
free_surface_fn167,phi_local,0.38363788326724435,96,0.004735326423371191,0.3497777459693592,0.013538100916763326,3.680499478616487e-15
free_surface_fn167,phi_local,0.4049501044141015,96,0.0046933686572506505,0.3390439477812066,0.013842950708795418,3.4915204783583713e-15
free_surface_fn167,phi_local,0.42626232556095867,96,0.004655735674904453,0.3283151209205362,0.014180692201597697,3.2892571181269956e-15
free_surface_fn167,phi_local,0.44757454670781577,96,0.004623886972181628,0.3175949390853167,0.014559070070507314,3.117726187074643e-15
