omega_e_rad_s,F3_real,F3_imag,M5_real,M5_imag
5.601,-279.8504921576549,-5647.898844974501,633.685102106713,-918.7952523830951
6.422178120757196,-200.59725893770644,-5625.207404216099,790.7076509179868,-912.3748433817709
7.36375143987367,-93.1170307604325,-5561.950884451144,976.1859226644125,-890.5678958948124
8.443371430789322,44.81856113798244,-5436.257261989507,1189.989800297943,-844.4147796177791
9.681277498347002,211.42649701406344,-5218.736311420727,1427.3495062558095,-762.0448567200701
11.10067640258223,397.17377836299863,-4872.468347859647,1675.2846137080314,-629.3142402622531
12.728177310885437,579.5368586950223,-4355.965524896407,1907.7789258113596,-432.5151414360004
14.59429063436647,717.2883869978066,-3632.0945331699522,2080.7135627506746,-164.96304536720862
16.733999999999998,748.0358861521396,-2686.775210069609,2129.9261224378574,160.61023236428986
30.121199999999998,-1010.2786653705783,1230.5640393311537,50.97195509593023,229.685161509124
