frequency_index,term,F3_real,F3_imag,M5_real,M5_imag
0,rigid_inertia,295.4859759750084,-1672.8466041578474,1269.6359612584672,357.0844385786459
0,added_inertia,1359.9133375002225,-3855.1854006905987,2144.0313663525367,-16.385162514200715
0,radiation_damping,-928.1872521538348,1840.4794817057905,-887.2938708406144,-282.78600660576717
0,restoring,20.823824830743405,1000.7773130730468,-396.447334332532,102.69696290561185
1,rigid_inertia,303.69078332550924,-2273.858856600401,1431.9372513105964,88.6921166427266
1,added_inertia,1600.4279264515171,-5473.373617360636,2586.5794700351253,-549.0658783892763
1,radiation_damping,-1305.5868696136092,1885.5335871038053,-1359.2281650973955,-191.59326992445963
1,restoring,59.26784101356654,1916.996943739783,-653.2577056959578,371.46023785408397
2,rigid_inertia,-109.82146081594745,-2985.1042919291644,1722.9763394634494,-449.8098156860518
2,added_inertia,1535.144668584784,-8268.880478130932,3160.3207169728475,-1395.643326443878
2,radiation_damping,-1749.088075440644,2693.54302460579,-2127.221693882704,99.81803034248881
2,restoring,721.4006991883969,3689.2820602787633,-1080.2016782403496,1116.8195012043473
3,rigid_inertia,-1030.3129074128926,-3522.688670540507,1980.9123482863017,-1110.0307584207173
3,added_inertia,7.502942762197563,-11360.45826267657,3750.0808537590156,-2501.4121197639047
3,radiation_damping,-1269.8257327310841,4433.017767665167,-3014.786488611616,720.8021659625065
3,restoring,2527.4504178888083,5274.992913638955,-1257.6386522535172,2145.3085271467135
4,rigid_inertia,-3608.392783714719,-3329.4315839426713,1710.6462676649498,-2681.801459156216
4,added_inertia,-7427.36065266757,-14854.694813657565,3647.1194068513946,-5697.5238222723765
4,radiation_damping,2605.6635786088,7279.909071423516,-3951.035867828935,3229.403307534061
4,restoring,8508.9900752881,5512.456589836006,-168.18522480853176,4322.356952322234
5,rigid_inertia,-4359.398098973933,1284.4726365465797,-1080.3251124127207,-2824.219405791483
5,added_inertia,-16206.838080251293,-2570.2278778238488,-2199.153806428211,-7089.30940382923
5,radiation_damping,9298.115091278793,1312.732067228867,234.81171498575918,5904.091019659716
5,restoring,11204.906825702374,-5561.678852840131,4067.2032220445053,3128.875331628362
6,rigid_inertia,-1307.119325884763,1968.060996662839,-1257.4892902168788,-917.1108602729323
6,added_inertia,-7865.661753037901,3984.956464479611,-3559.830323887848,-3202.1753978051634
6,radiation_damping,5382.341221246138,-3428.9517006961664,2275.3507503644323,3078.2770096200456
6,restoring,3605.620572496665,-8139.987180386112,3359.904511415405,131.83563986171794
7,rigid_inertia,-359.15227448651945,1249.758223488775,-744.1671231089891,-349.64049972715725
7,added_inertia,-3655.814512825954,3251.9117587383544,-2875.3871955802315,-1777.7003700914404
7,radiation_damping,2903.5530469711066,-3366.056257440308,1976.581833380061,1683.4224893068567
7,restoring,831.5632481837131,-6783.512569761321,2276.657587415873,-474.87687187135407
