omega_e_rad_s,F3_real,F3_imag,M5_real,M5_imag
5.601,627.1083139080532,-4954.77635863954,728.4015038988301,-673.9968524212186
6.422178120757196,729.5445850368785,-4802.8377198828575,852.2726476541075,-612.2865353034972
7.36375143987367,836.1576273071133,-4599.739789548896,985.2095425038896,-529.1927314596402
8.443371430789322,939.4753308296127,-4331.464958042931,1121.1899375411012,-419.6028814106591
9.681277498347002,1027.1534568187983,-3982.942813280899,1249.8101322359848,-279.0791836049521
11.10067640258223,1080.5391104670932,-3540.508839426911,1354.886663472106,-105.85607385298657
12.728177310885437,1074.0649992847457,-2996.616812402512,1413.6697817084198,95.72110551306973
14.59429063436647,977.1940164755919,-2357.4673829293724,1398.0772658085384,310.160206271641
16.733999999999998,761.8219205882468,-1653.1056094312407,1280.3248914886822,505.1600101281621
30.121199999999998,-688.2344883535709,285.3672841810257,38.79798500548257,-2.3741803350514488
